TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
genetic,Manes.01G022400,2.804776448,1.35501916,0.161829315,8.373137856,5.61E-17,9.17E-15,+,,,,NA,,,,,,PTHR33429 PTHR33429:SF6,
genetic,Manes.05G136400,39.36610612,0.925221242,0.110776636,8.352133394,6.70E-17,1.08E-14,+,,,,NA,"(1 of 15) PF04759 - Protein of unknown function, DUF617 (DUF617)",,,,PF04759,PTHR31276 PTHR31276:SF3,"Protein of unknown function, DUF617"
genetic,Manes.16G032500,15.4610447,0.712014537,0.085474344,8.33015508,8.07E-17,1.28E-14,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 3) PTHR31079:SF5 - NAC DOMAIN CONTAINING PROTEIN 10,GO:0003677 GO:0006355,,,PF02365,PTHR31079 PTHR31079:SF5,NAC domain containing protein 10
genetic,Manes.16G085400,27.48459224,0.715080498,0.086075177,8.307627434,9.76E-17,1.53E-14,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 1) PTHR24282//PTHR24282:SF24 - CYTOCHROME P450 FAMILY MEMBER // SUBFAMILY NOT NAMED,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0157,,PF00067,PTHR24282 PTHR24282:SF24,
genetic,Manes.18G049100,34.09963497,0.872725333,0.105433956,8.277459833,1.26E-16,1.95E-14,+,,,DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 2) PTHR22952//PTHR22952:SF115 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,GO:0003700 GO:0006355 GO:0043565,,,PF00170,PTHR22952 PTHR22952:SF115,basic leucine-zipper 4
genetic,Manes.10G031200,8.704371374,1.295025109,0.1570602,8.245405972,1.65E-16,2.49E-14,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31992:SF26 - DOF ZINC FINGER PROTEIN DOF2.4,GO:0003677 GO:0006355,,,PF02701,PTHR31992 PTHR31992:SF26,OBF-binding protein 3
genetic,Manes.08G069932,99.38806376,0.655278863,0.080593201,8.130696589,4.27E-16,6.06E-14,+,,,metal ion transport; metal ion binding,NA,(1 of 2) PTHR22814//PTHR22814:SF94 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,GO:0030001 GO:0046872,KOG1603,,PF00403,PTHR22814 PTHR22814:SF94,
genetic,Manes.11G066800,49.58688998,0.670808211,0.082575502,8.123574155,4.53E-16,6.38E-14,+,,,ATP binding; transport; ATP hydrolysis activity; ATPase-coupled transmembrane transporter activity; transmembrane transport,NA,"(1 of 1) K05674 - ATP-binding cassette, subfamily C (CFTR/MRP), member 10 (ABCC10)",GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085,,K05674,PF00005 PF00664,PTHR24223 PTHR24223:SF232,multidrug resistance-associated protein 11
genetic,Manes.09G001501,1.925618331,2.371123109,0.292316302,8.111498034,5.00E-16,7.00E-14,+,,,,NA,,,,,,,
genetic,Manes.08G092100,782.1966069,0.661293048,0.081554578,8.108595059,5.12E-16,7.12E-14,+,,,monoatomic cation transport; calcium ion transport; monoatomic cation transmembrane transporter activity; calcium:proton antiporter activity; transmembrane transport,NA,(1 of 2) PTHR31503:SF1 - VACUOLAR CATION/PROTON EXCHANGER 1-RELATED,GO:0006812 GO:0006816 GO:0008324 GO:0015369 GO:0016021 GO:0055085,,K07300,PF01699,PTHR31503 PTHR31503:SF1,cation exchanger 3
genetic,Manes.01G080400,18.30105967,0.861319933,0.106265203,8.10538079,5.26E-16,7.26E-14,+,,,,NA,,,,,,PTHR38925 PTHR38925:SF1,
genetic,Manes.14G103600,13.25749914,-0.953564918,0.118461047,-8.049607402,8.31E-16,1.13E-13,-,,,response to stress,NA,(1 of 2) PTHR31964//PTHR31964:SF55 - FAMILY NOT NAMED // ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN,GO:0006950,,,PF00582,PTHR31964 PTHR31964:SF55,
genetic,Manes.18G027300,21.22973514,0.571379839,0.071053477,8.041546499,8.87E-16,1.20E-13,+,,,,NA,(1 of 3) PTHR10996//PTHR10996:SF162 - 2-HYDROXYACID DEHYDROGENASE-RELATED // SUBFAMILY NOT NAMED,,,,,PTHR10996 PTHR10996:SF162,Erythronate-4-phosphate dehydrogenase family protein
genetic,Manes.11G120950,6.329642293,0.540612081,0.067435527,8.016725126,1.09E-15,1.46E-13,+,,,,NA,,,,,,,
genetic,Manes.09G184000,2094.980749,0.533607187,0.066943697,7.970984777,1.57E-15,2.07E-13,+,,,GTPase activity; GTP binding,NA,(1 of 4) PTHR11566:SF45 - DYNAMIN-RELATED PROTEIN 4C-RELATED,GO:0003924 GO:0005525,KOG0446,,PF00350 PF01031 PF02212,PTHR11566 PTHR11566:SF45,Dynamin related protein 4A
genetic,Manes.11G067600,475.496585,1.107777115,0.139049514,7.966781643,1.63E-15,2.13E-13,+,,,,NA,(1 of 3) PTHR19375//PTHR19375:SF229 - HEAT SHOCK PROTEIN 70KDA // HEAT SHOCK 70 KDA PROTEIN 5,,,K03283,PF00012,PTHR19375 PTHR19375:SF229,heat shock protein 70B
genetic,Manes.15G038950,9.283427657,0.653836858,0.082402944,7.934629802,2.11E-15,2.73E-13,+,,,oxidoreductase activity,NA,"(1 of 2) PTHR10209//PTHR10209:SF135 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED",GO:0016491 GO:0055114,KOG0143,,PF03171 PF14226,PTHR10209 PTHR10209:SF135,
genetic,Manes.11G075100,382.9618055,-0.928980682,0.117157589,-7.929325719,2.20E-15,2.81E-13,-,PWY1F-FLAVSYN; PWY-6787,flavonoid biosynthesis; flavonoid biosynthesis (in equisetum),"lipid biosynthetic process; biosynthetic process; acyltransferase activity, transferring groups other than amino-acyl groups",NA,(1 of 5) K00660 - chalcone synthase (CHS),GO:0008610 GO:0009058 GO:0016747,,K00660,PF00195 PF08541,PTHR11877 PTHR11877:SF27,Chalcone and stilbene synthase family protein
genetic,Manes.09G124900,32.19729506,0.71929314,0.090891558,7.913750814,2.50E-15,3.13E-13,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),GO:0003677 GO:0006355,,,PF02365,PTHR31989,
genetic,Manes.08G065000,427.0455359,0.778689963,0.099079529,7.859241696,3.86E-15,4.81E-13,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 6) PTHR31989:SF5 - F11O4.3-RELATED,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF5,
genetic,Manes.18G143600,35.85319187,0.683430439,0.087366465,7.822571761,5.18E-15,6.33E-13,+,,,,NA,(1 of 82) 5.2.1.8 - Peptidylprolyl isomerase / Rotamase,,,,,,
genetic,Manes.09G163400,38.75630902,0.592014523,0.075853659,7.804693069,5.96E-15,7.25E-13,+,,,,NA,(1 of 1) PTHR37764//PTHR37764:SF1 - FAMILY NOT NAMED // MOG1/PSBP/DUF1795-LIKE PHOTOSYSTEM II REACTION CENTER PSBP FAMILY PROTEIN,,,,,PTHR37764,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
genetic,Manes.06G038651,5.807814596,1.098051903,0.141012374,7.78691877,6.87E-15,8.20E-13,+,,,transporter activity,NA,(1 of 2) K03098 - apolipoprotein D and lipocalin family protein (APOD),GO:0005215,KOG4824,K03098,PF00061,PTHR10612 PTHR10612:SF19,temperature-induced lipocalin
genetic,Manes.12G062302,66.55424565,0.576063111,0.074213082,7.762285184,8.34E-15,9.91E-13,+,,,,NA,"(1 of 23) KOG4293 - Predicted membrane protein, contains DoH and Cytochrome b-561/ferric reductase transmembrane domains",GO:0016021,KOG4293,,PF03188 PF04526,PTHR23130 PTHR23130:SF60,Auxin-responsive family protein
genetic,Manes.04G094200,15.1396096,-1.247123151,0.160878495,-7.751956827,9.05E-15,1.07E-12,-,PWY1F-FLAVSYN; PWY-6787,flavonoid biosynthesis; flavonoid biosynthesis (in equisetum),"lipid biosynthetic process; biosynthetic process; acyltransferase activity, transferring groups other than amino-acyl groups",NA,(1 of 5) K00660 - chalcone synthase (CHS),GO:0008610 GO:0009058 GO:0016747,,K00660,PF00195 PF08541,PTHR11877 PTHR11877:SF27,Chalcone and stilbene synthase family protein
genetic,Manes.02G157200,6.464576318,0.803863184,0.104211983,7.713730811,1.22E-14,1.42E-12,+,,,,NA,,,,,,PTHR34950 PTHR34950:SF1,
genetic,Manes.14G025500,37.15941239,0.532246127,0.069066341,7.706302689,1.30E-14,1.49E-12,+,,,catalytic activity; metabolic process,NA,(1 of 2) 6.2.1.8 - Oxalate--CoA ligase / Oxalyl-CoA synthetase,GO:0003824 GO:0008152,KOG1176,,PF00501 PF13193,PTHR24095 PTHR24095:SF171,AMP-dependent synthetase and ligase family protein
genetic,Manes.04G124400,5.507754081,1.479292824,0.192317034,7.69194902,1.45E-14,1.65E-12,+,,,,NA,(1 of 3) PTHR12161//PTHR12161:SF14 - UNCHARACTERIZED DUF292 // REGULATOR OF VPS4,,KOG2027,,PF03398,PTHR12161 PTHR12161:SF14,Regulator of Vps4 activity in the MVB pathway protein
genetic,Manes.18G043500,76.14470494,0.663170419,0.086215088,7.692045965,1.45E-14,1.65E-12,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 24) 1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,,,PF00067,PTHR24298 PTHR24298:SF118,
genetic,Manes.01G149000,23.32823527,-0.927710882,0.120625182,-7.690855845,1.46E-14,1.66E-12,-,LIPAS-PWY,triacylglycerol degradation,"hydrolase activity, acting on ester bonds",NA,(1 of 6) PTHR22835//PTHR22835:SF184 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // GDSL ESTERASE/LIPASE EXL1-RELATED,GO:0016788,,,PF00657,PTHR22835 PTHR22835:SF184,
genetic,Manes.04G041325,26.4588526,-2.903578508,0.378112555,-7.679138052,1.60E-14,1.80E-12,-,,,,NA,,,,,,,
genetic,Manes.14G135300,25.30593603,0.761125647,0.099171731,7.674824664,1.66E-14,1.85E-12,+,,,,NA,,,,,,PTHR33782 PTHR33782:SF5,(1 of 2) PTHR33782:SF1 - BY GENSCAN AND GENEFINDER-RELATED
genetic,Manes.16G011800,1157.741116,0.612180641,0.080099584,7.642744351,2.13E-14,2.34E-12,+,,,,NA,(1 of 3) PTHR10641//PTHR10641:SF657 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,,,PF00249,PTHR10641 PTHR10641:SF657,
genetic,Manes.10G142200,58.47527507,0.697437946,0.091769164,7.599916093,2.96E-14,3.22E-12,+,,,ADP binding,NA,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF563,
genetic,Manes.14G142200,8.414598339,0.60903529,0.080292875,7.585172325,3.32E-14,3.57E-12,+,,,,NA,(1 of 2) PTHR31422//PTHR31422:SF1 - FAMILY NOT NAMED // EXPRESSED PROTEIN,,,,PF04576,PTHR31422 PTHR31422:SF1,"Protein of unknown function, DUF593"
genetic,Manes.09G108600,274.964368,1.009909355,0.13420891,7.524905422,5.28E-14,5.53E-12,+,,,,NA,(1 of 1) K06910 - uncharacterized protein (K06910),,,K06910,PF01161,PTHR30289,PEBP (phosphatidylethanolamine-binding protein) family protein
genetic,Manes.08G163200,48.78800383,-0.540476546,0.071934964,-7.513405405,5.76E-14,5.91E-12,-,PWY-7267; PWY-5125; PWY-5153,anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside); anthocyanin biosynthesis; anthocyanin biosynthesis (delphinidin 3-O-glucoside),metabolic process; hexosyltransferase activity,NA,(1 of 1) K12930 - anthocyanidin 3-O-glucosyltransferase (BZ1),GO:0008152 GO:0016758,,K12930,PF00201,PTHR11926 PTHR11926:SF292,UDP-glucosyl transferase 78D2
genetic,Manes.09G130200,13.25798034,0.561653967,0.0748171,7.507026701,6.05E-14,6.18E-12,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF115,Cytochrome P450 superfamily protein
genetic,Manes.04G106200,12.21543512,1.02553946,0.137156752,7.477134346,7.60E-14,7.68E-12,+,PWY-112; PWY-5203,lupeol biosynthesis; soybean saponin I biosynthesis,catalytic activity; intramolecular transferase activity,NA,"(1 of 2) 5.4.99.39//5.4.99.41 - Beta-amyrin synthase / 2,3-oxidosqualene beta-amyrin cyclase // Lupeol synthase",GO:0003824 GO:0016866,,K15813,PF00432,PTHR11764 PTHR11764:SF18,
genetic,Manes.14G036000,50.92406905,0.849182346,0.113676801,7.470146377,8.01E-14,8.02E-12,+,,,,NA,"(1 of 2) PTHR11527//PTHR11527:SF95 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // 23.5 KDA HEAT SHOCK PROTEIN, MITOCHONDRIAL-RELATED",,KOG0710,,PF00011,PTHR11527 PTHR11527:SF95,mitochondrion-localized small heat shock protein 23.6
genetic,Manes.14G128600,11.2297282,-0.898059437,0.121176232,-7.411184675,1.25E-13,1.21E-11,-,,,voltage-gated potassium channel activity; protein binding; potassium ion transport; membrane; monoatomic ion channel activity; monoatomic ion transport; transmembrane transport,NA,"(1 of 2) PF00027//PF00520//PF07885//PF11834//PF12796//PF13857 - Cyclic nucleotide-binding domain (cNMP_binding) // Ion transport protein (Ion_trans) // Ion channel (Ion_trans_2) // KHA, dimerisation domain of potassium ion channel (KHA) // Ankyrin repeats (3 copies) (Ank_2) // Ankyrin repeats (many copies) (Ank_5)",GO:0005249 GO:0005515 GO:0006813 GO:0016020,,,PF00027 PF07885 PF11834 PF12796 PF13857,PTHR10217 PTHR10217:SF504,K+ transporter 1
genetic,Manes.10G141601,47.13424539,0.641314477,0.087067388,7.365725441,1.76E-13,1.67E-11,+,,,ADP binding,NA,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF563,
genetic,Manes.14G117700,13.40475283,0.871586955,0.119310603,7.305192791,2.77E-13,2.59E-11,+,,,membrane,NA,"(1 of 4) K15289 - solute carrier family 35, member F5 (SLC35F5)",GO:0016020 GO:0016021,KOG2765,K15289,PF00892,PTHR23051 PTHR23051:SF2,
genetic,Manes.11G159200,645.3512793,0.569737224,0.078973099,7.21432016,5.42E-13,4.92E-11,+,,,,NA,(1 of 2) PF02238 - Cytochrome c oxidase subunit VIIa (COX7a),,,,PF02238,PTHR35308 PTHR35308:SF1,cytochrome-c oxidases;electron carriers
genetic,Manes.11G019300,3.904719251,1.074744082,0.150823309,7.12584869,1.03E-12,9.11E-11,+,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF07714,PTHR27001 PTHR27001:SF227,Protein kinase superfamily protein
genetic,Manes.06G041601,127.9657435,-0.666799398,0.093949,-7.097461334,1.27E-12,1.10E-10,-,,,,NA,,,,,,,
genetic,Manes.09G057000,14.38706547,0.500908582,0.070879834,7.067011224,1.58E-12,1.35E-10,+,,,"hydrolase activity, acting on ester bonds",NA,(1 of 2) PTHR22835//PTHR22835:SF216 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0016788,,,PF00657,PTHR22835 PTHR22835:SF216,GDSL-like Lipase/Acylhydrolase superfamily protein
genetic,Manes.11G078800,5.4483281,0.825316015,0.116836064,7.063880658,1.62E-12,1.37E-10,+,,,,NA,(1 of 16) PF02893 - GRAM domain (GRAM),,,,PF02893,PTHR31969 PTHR31969:SF7,
genetic,Manes.16G103300,29.67699875,0.856079126,0.121193356,7.06374635,1.62E-12,1.37E-10,+,,,nucleic acid binding; zinc ion binding,NA,(1 of 4) PTHR12374//PTHR12374:SF19 - TRANSCRIPTIONAL ADAPTOR 2  ADA2 -RELATED // SUBFAMILY NOT NAMED,GO:0003676 GO:0008270,,,PF00249,PTHR12374 PTHR12374:SF19,myb-like transcription factor family protein
genetic,Manes.02G202959,40.92826297,-0.606246967,0.08687319,-6.978527766,2.98E-12,2.45E-10,-,,,ADP binding,NA,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF554,
genetic,Manes.02G124700,444.2041445,0.773202958,0.110916442,6.97104002,3.15E-12,2.57E-10,+,,,,NA,(1 of 16) PTHR11527:SF158 - 17.6 KDA CLASS I HEAT SHOCK PROTEIN 1-RELATED,,KOG0710,K13993,PF00011,PTHR11527 PTHR11527:SF158,HSP20-like chaperones superfamily protein
genetic,Manes.11G134700,12.47008474,0.50592752,0.072973672,6.933014455,4.12E-12,3.33E-10,+,,,,NA,(1 of 2) PTHR33431:SF2 - GB|AAD24366.1,,,,PF07795,PTHR33431 PTHR33431:SF2,Protein of unknown function (DUF1635)
genetic,Manes.10G141700,57.74012602,0.695750063,0.100574992,6.9177243,4.59E-12,3.65E-10,+,,,ADP binding,NA,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF563,
genetic,Manes.14G108600,109.9495408,-0.702315149,0.101894049,-6.892602248,5.48E-12,4.30E-10,-,,,protein binding; zinc ion binding,NA,(1 of 5) K16282 - E3 ubiquitin-protein ligase RHA2 [EC:6.3.2.19] (RHA2),GO:0005515 GO:0008270,,K16282,PF13639,PTHR14155 PTHR14155:SF175,RING-H2 finger A2A
genetic,Manes.18G043400,4.542898089,-0.767514256,0.111723513,-6.869764795,6.43E-12,5.00E-10,-,,,protein binding; zinc ion binding,NA,(1 of 2) PTHR12183//PTHR12183:SF14 - UNCHARACTERIZED RING ZINC FINGER-CONTAINING PROTEIN // RING-FINGER DOMAIN-CONTAINING PROTEIN,GO:0005515 GO:0008270,KOG4172,,PF13920 PF16040 PF16041,PTHR12183 PTHR12183:SF14,
genetic,Manes.02G220750,26.37863821,-0.699860906,0.102055369,-6.857658845,7.00E-12,5.42E-10,-,,,ADP binding,NA,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF554,
genetic,Manes.03G052800,16.3382756,-0.784820544,0.115480488,-6.796131186,1.07E-11,8.07E-10,-,,,,NA,(1 of 7) PTHR10641:SF459 - TRANSCRIPTION FACTOR TT2,,KOG0048,K09422,PF00249,PTHR10641 PTHR10641:SF459,
genetic,Manes.02G181100,13.56591078,0.514440676,0.075748314,6.791447174,1.11E-11,8.28E-10,+,PWY-1001,cellulose biosynthesis,protein binding; zinc ion binding,NA,(1 of 3) 2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase,GO:0005515 GO:0008270,,K10999,PF13632 PF14569,PTHR13301 PTHR13301:SF43,
genetic,Manes.13G135300,21.57245921,0.847147419,0.124788172,6.78868364,1.13E-11,8.41E-10,+,,,calcium ion binding,NA,(1 of 4) PTHR10891//PTHR10891:SF568 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN CML41-RELATED,GO:0005509,KOG0027,K13448,PF13499 PF13833,PTHR10891 PTHR10891:SF568,calmodulin-like 41
genetic,Manes.05G174700,9.812251147,0.536543848,0.079404505,6.757095845,1.41E-11,1.03E-09,+,LIPAS-PWY,triacylglycerol degradation,lipid metabolic process,NA,(1 of 2) PTHR21493//PTHR21493:SF104 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0006629,KOG4569,,PF01764,PTHR21493 PTHR21493:SF104,alpha/beta-Hydrolases superfamily protein
genetic,Manes.17G084733,6.604207746,0.971837771,0.144068878,6.74564683,1.52E-11,1.10E-09,+,,,RNA-dependent RNA polymerase activity,NA,(1 of 3) PTHR23079:SF9 - RNA-DEPENDENT RNA POLYMERASE 1,GO:0003968,,K11699,PF05183,PTHR23079 PTHR23079:SF9,
genetic,Manes.02G040000,4.196275431,-0.903569688,0.134104002,-6.737827889,1.61E-11,1.15E-09,-,,,membrane; transmembrane transporter activity,NA,(1 of 62) PF00892 - EamA-like transporter family (EamA),GO:0016020 GO:0016021 GO:0022857,,,PF00892,PTHR31218 PTHR31218:SF14,Nodulin MtN21 /EamA-like transporter family protein
genetic,Manes.01G045300,51.39677518,0.500230322,0.074319934,6.730769149,1.69E-11,1.20E-09,+,,,,NA,,,,,,PTHR33978 PTHR33978:SF4,
genetic,Manes.14G131900,2046.722931,0.697066819,0.103655401,6.724848059,1.76E-11,1.24E-09,+,,,transporter activity; transport; membrane; transmembrane transport,NA,(1 of 1) PTHR11654:SF85 - PROTEIN NRT1/ PTR FAMILY 6.2,GO:0005215 GO:0006810 GO:0016020 GO:0016021 GO:0055085,,K14638,PF07690,PTHR11654 PTHR11654:SF85,Major facilitator superfamily protein
genetic,Manes.01G214200,19.34576125,-0.63160721,0.094065049,-6.714579108,1.89E-11,1.32E-09,-,,,,NA,,,,,,,
genetic,Manes.16G066000,13.56547871,-0.622821458,0.092940323,-6.701305089,2.07E-11,1.43E-09,-,,,,NA,(1 of 2) PTHR14255//PTHR14255:SF1 - ATP-DEPENDENT PROTEASE  CEREBLON // SUBFAMILY NOT NAMED,GO:0016021,,,PF01925,PTHR14255 PTHR14255:SF1,Sulfite exporter TauE/SafE family protein
genetic,Manes.03G194800,11.79023065,0.58255566,0.087014727,6.69490875,2.16E-11,1.48E-09,+,,,,NA,(1 of 5) PTHR33136:SF5 - PROTEIN RALF-LIKE 1-RELATED,,,,PF05498,PTHR33136 PTHR33136:SF5,ralf-like 33
genetic,Manes.13G140900,28.00245196,0.734673423,0.109948487,6.681978438,2.36E-11,1.59E-09,+,,,methyltransferase activity; O-methyltransferase activity; protein dimerization activity,NA,(1 of 9) PTHR11746//PTHR11746:SF99 - O-METHYLTRANSFERASE // SUBFAMILY NOT NAMED,GO:0008168 GO:0008171 GO:0046983,KOG3178,,PF00891 PF08100,PTHR11746 PTHR11746:SF99,
genetic,Manes.16G128900,5.656313255,1.368258725,0.205217559,6.66735697,2.60E-11,1.72E-09,+,,,DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 3) PTHR31429//PTHR31429:SF13 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 18-RELATED,GO:0003700 GO:0006355 GO:0043565,,,PF03106,PTHR31429 PTHR31429:SF13,
genetic,Manes.08G118700,21.96523459,0.776552257,0.117427275,6.613048442,3.76E-11,2.41E-09,+,,,,NA,(1 of 1) PTHR19375:SF219 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37A-RELATED,,,K09490,PF00012,PTHR19375 PTHR19375:SF219,Heat shock protein 70 (Hsp 70) family protein
genetic,Manes.02G153200,88.11377889,0.534124452,0.080917919,6.600817908,4.09E-11,2.59E-09,+,,,RNA binding,NA,(1 of 2) PTHR12537//PTHR12537:SF64 - RNA BINDING PROTEIN PUMILIO-RELATED // PUMILIO HOMOLOG 11-RELATED,GO:0003723,KOG2049,,PF00806,PTHR12537 PTHR12537:SF64,pumilio 7
genetic,Manes.13G067401,7.323297766,1.228904863,0.187167386,6.565806639,5.18E-11,3.20E-09,+,,,protein phosphatase type 2A complex; signal transduction,NA,(1 of 3) PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED,GO:0000159 GO:0007165 GO:0008601,,,PF01603,PTHR10257 PTHR10257:SF27,Protein phosphatase 2A regulatory B subunit family protein
genetic,Manes.10G063700,10.85682654,0.598224302,0.091309193,6.551632814,5.69E-11,3.48E-09,+,,,ATP binding; hydrolase activity,NA,"(1 of 1) PTHR10887//PTHR10887:SF372//PTHR21529 - DNA2/NAM7 HELICASE FAMILY // SUBFAMILY NOT NAMED // MAMMARY TURMOR VIRUS RECEPTOR HOMOLOG 1, 2  MTVR1, 2",GO:0005524 GO:0016787,KOG1801,,PF00580 PF13086 PF13087 PF13361,PTHR10887 PTHR10887:SF372,
genetic,Manes.17G029024,7.620541351,0.708133668,0.108144069,6.548058288,5.83E-11,3.54E-09,+,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 6) PTHR24361:SF380 - MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 17-RELATED,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG0198,,PF00069,PTHR24361 PTHR24361:SF380,
genetic,Manes.04G122700,5.503672849,0.815428069,0.124719798,6.538080399,6.23E-11,3.77E-09,+,,,protein binding,NA,"(1 of 3) K17302 - coatomer, subunit beta' (COPB2, SEC27)",GO:0005515,KOG0645,K17302,PF00400,PTHR19876,
genetic,Manes.16G076700,187.9313984,0.508335476,0.078102453,6.508572473,7.59E-11,4.49E-09,+,,,metal ion binding,NA,(1 of 13) KOG1595 - CCCH-type Zn-finger protein,GO:0046872,KOG1595,,PF00642,PTHR14493 PTHR14493:SF41,
genetic,Manes.07G070800,12.42115948,-1.266236421,0.195147576,-6.488609514,8.66E-11,5.09E-09,-,,,metabolic process; hexosyltransferase activity,NA,(1 of 4) PTHR11926//PTHR11926:SF167 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // UDP-GLYCOSYLTRANSFERASE 84A1-RELATED,GO:0008152 GO:0016758,,,PF00201,PTHR11926 PTHR11926:SF167,UDP-Glycosyltransferase superfamily protein
genetic,Manes.11G067500,340.8589441,0.828984589,0.127911961,6.480899682,9.12E-11,5.32E-09,+,,,,NA,(1 of 3) PTHR19375//PTHR19375:SF229 - HEAT SHOCK PROTEIN 70KDA // HEAT SHOCK 70 KDA PROTEIN 5,,,K03283,PF00012,PTHR19375 PTHR19375:SF229,heat shock protein 70B
genetic,Manes.18G085600,52.73081857,-0.588466448,0.090832268,-6.478605683,9.26E-11,5.39E-09,-,,,electron transfer activity,NA,(1 of 1) PTHR33021:SF9 - BASIC BLUE PROTEIN,GO:0009055,,,PF02298,PTHR33021 PTHR33021:SF9,
genetic,Manes.08G164800,4.394613131,-0.775880338,0.120062582,-6.462299282,1.03E-10,5.95E-09,-,,,iron ion binding; protein binding,NA,,GO:0005506 GO:0005515,,,,PTHR17130,rubredoxin family protein
genetic,Manes.06G106100,2.637827784,0.956823803,0.148204172,6.456119225,1.07E-10,6.15E-09,+,,,,NA,,,,,,PTHR12242 PTHR12242:SF3,
