gene_id,locusName,Description,colors,class
Manes.02G121100.v8.1,Manes.02G121100,(1 of 1) PTHR11662//PTHR11662:SF312 - SODIUM-DEPENDENT PHOSPHATE TRANSPORTERS // SUBFAMILY NOT NAMED,blue,NA
Manes.02G122000.v8.1,Manes.02G122000,(1 of 3) PTHR23500:SF91 - SUGAR TRANSPORT PROTEIN 2,blue,NA
Manes.02G122500.v8.1,Manes.02G122500,(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2; CYTOSOLIC,blue,carb
Manes.02G123400.v8.1,Manes.02G123400,(1 of 1) PTHR11662:SF226 - FI19708P1,blue,NA
Manes.02G125400.v8.1,Manes.02G125400,(1 of 7) K14686 - solute carrier family 31 (copper transporter); member 1 (SLC31A1; CTR1),blue,NA
Manes.02G129800.v8.1,Manes.02G129800,NA,blue,NA
Manes.02G130900.v8.1,Manes.02G130900,NA,blue,NA
Manes.02G133900.v8.1,Manes.02G133900,NA,red,NA
Manes.02G134700.v8.1,Manes.02G134700,(1 of 1) PTHR11413//PTHR11413:SF50 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED,blue,NA
Manes.02G137100.v8.1,Manes.02G137100,(1 of 3) K03029 - 26S proteasome regulatory subunit N10 (PSMD4; RPN10),skyblue3,NA
Manes.02G144800.v8.1,Manes.02G144800,NA,red,NA
Manes.02G146500.v8.1,Manes.02G146500,NA,skyblue3,NA
Manes.02G147700.v8.1,Manes.02G147700,(1 of 2) K08505 - protein transport protein SFT1 (SFT1),red,NA
Manes.02G148800.v8.1,Manes.02G148800,NA,red,NA
Manes.02G151900.v8.1,Manes.02G151900,(1 of 4) PTHR18860:SF12 - 14-3-3-LIKE PROTEIN GF14 IOTA,blue,NA
Manes.02G152400.v8.1,Manes.02G152400,(1 of 2) K12118 - cryptochrome 1 (CRY1),red,NA
Manes.02G155100.v8.1,Manes.02G155100,NA,blue,NA
Manes.02G157200.v8.1,Manes.02G157200,NA,blue,NA
Manes.02G158400.v8.1,Manes.02G158400,(1 of 1) PTHR11214:SF74 - BETA-1;3-GALACTOSYLTRANSFERASE 7-RELATED,blue,carb
Manes.02G160000.v8.1,Manes.02G160000,(1 of 2) K08866 - serine/threonine-protein kinase TTK/MPS1 (TTK; MPS1),blue,NA
Manes.02G162500.v8.1,Manes.02G162500,(1 of 2) PTHR31964//PTHR31964:SF37 - FAMILY NOT NAMED // ADENINE NUCLEOTIDE ALPHA HYDROLASE-LIKE PROTEIN,blue,NA
Manes.02G164200.v8.1,Manes.02G164200,(1 of 7) K02155 - V-type H+-transporting ATPase 16kDa proteolipid subunit (ATPeV0C; ATP6L),magenta3,NA
Manes.02G164300.v8.1,Manes.02G164300,NA,blue,NA
Manes.02G166900.v8.1,Manes.02G166900,(1 of 1) PTHR12383//PTHR12383:SF24 - PROTEASE FAMILY S26 MITOCHONDRIAL INNER MEMBRANE PROTEASE-RELATED // SUBFAMILY NOT NAMED,blue,NA
Manes.02G173500.v8.1,Manes.02G173500,(1 of 3) PTHR24361//PTHR24361:SF310 - MITOGEN-ACTIVATED KINASE KINASE KINASE // MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,blue,NA
Manes.02G174700.v8.1,Manes.02G174700,(1 of 2) K15172 - transcription elongation factor SPT5 (SUPT5H; SPT5),red,NA
Manes.02G175700.v8.1,Manes.02G175700,NA,blue,NA
Manes.02G177900.v8.1,Manes.02G177900,(1 of 2) K01590 - histidine decarboxylase (hdc; HDC),blue,NA
Manes.02G178900.v8.1,Manes.02G178900,NA,red,NA
Manes.02G180500.v8.1,Manes.02G180500,(1 of 2) PTHR10438:SF280 - THIOREDOXIN Y1; CHLOROPLASTIC-RELATED,red,NA
Manes.02G181100.v8.1,Manes.02G181100,(1 of 3) 2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase,blue,carb
Manes.02G181600.v8.1,Manes.02G181600,(1 of 2) PTHR24012:SF376 - POLYPYRIMIDINE TRACT-BINDING PROTEIN 3,red,NA
Manes.02G181900.v8.1,Manes.02G181900,(1 of 2) K10807 - ribonucleoside-diphosphate reductase subunit M1 (RRM1),blue,NA
Manes.02G187600.v8.1,Manes.02G187600,NA,blue,NA
Manes.02G188100.v8.1,Manes.02G188100,(1 of 1) PTHR11910:SF7 - F-TYPE H+-TRANSPORTING ATPASE SUBUNIT DELTA,red,NA
Manes.02G188400.v8.1,Manes.02G188400,(1 of 2) PTHR11353:SF107 - 1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE FAB1D-RELATED,red,NA
Manes.02G190200.v8.1,Manes.02G190200,NA,red,NA
Manes.02G190700.v8.1,Manes.02G190700,(1 of 10) PTHR10593//PTHR10593:SF27 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED,magenta3,NA
Manes.02G192000.v8.1,Manes.02G192000,NA,red,NA
Manes.02G194600.v8.1,Manes.02G194600,NA,blue,NA
Manes.02G195100.v8.1,Manes.02G195100,(1 of 1) PTHR12899//PTHR12899:SF7 - 39S RIBOSOMAL PROTEIN L18; MITOCHONDRIAL // SUBFAMILY NOT NAMED,red,NA
Manes.02G198400.v8.1,Manes.02G198400,(1 of 1) K09548 - prefoldin subunit 1 (PFDN1),blue,NA
Manes.02G198500.v8.1,Manes.02G198500,(1 of 3) PTHR23324//PTHR23324:SF48 - SEC14 RELATED PROTEIN // PATELLIN-3-RELATED,magenta3,NA
Manes.02G199700.v8.1,Manes.02G199700,(1 of 1) PTHR10996:SF108 - D-ISOMER SPECIFIC 2-HYDROXYACID DEHYDROGENASE-LIKE PROTEIN,blue,NA
Manes.02G202900.v8.1,Manes.02G202900,(1 of 8) 1.6.5.9 - NADH:ubiquinone reductase (non-electrogenic) / Ubiquinone reductase,blue,NA
Manes.02G206150.v8.1,Manes.02G206150,(1 of 13) PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC) // Leucine Rich Repeat (LRR_3) // TIR domain (TIR_2),blue,NA
Manes.02G201800.v8.1,Manes.02G201800,NA,blue,NA
Manes.02G200534.v8.1,Manes.02G200534,NA,red,NA
Manes.02G221151.v8.1,Manes.02G221151,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,red,NA
Manes.02G207800.v8.1,Manes.02G207800,NA,blue,NA
Manes.02G218100.v8.1,Manes.02G218100,(1 of 1) PTHR32370:SF17 - ROOT PHOTOTROPISM PROTEIN 2,blue,NA
Manes.02G217200.v8.1,Manes.02G217200,(1 of 2) PTHR12542//PTHR12542:SF29 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.02G216800.v8.1,Manes.02G216800,(1 of 2) PTHR11926:SF176 - UDP-GLYCOSYLTRANSFERASE 87A2,skyblue3,NA
Manes.02G219500.v8.1,Manes.02G219500,NA,red,NA
Manes.02G215130.v8.1,Manes.02G215130,NA,red,NA
Manes.03G000300.v8.1,Manes.03G000300,(1 of 1) PTHR12323:SF0 - CALCIUM HOMEOSTASIS ENDOPLASMIC RETICULUM PROTEIN,red,NA
Manes.03G000450.v8.1,Manes.03G000450,(1 of 1) PTHR11390//PTHR11390:SF27 - PROKARYOTIC DNA TOPOISOMERASE // DNA TOPOISOMERASE,red,NA
Manes.03G004300.v8.1,Manes.03G004300,(1 of 1) PTHR11717:SF2 - PEPTIDYL-TRNA HYDROLASE PTRHD1-RELATED,red,NA
Manes.03G006700.v8.1,Manes.03G006700,(1 of 1) K18328 - lariat debranching enzyme [EC:3.1.-.-] (DBR1),red,NA
Manes.03G006900.v8.1,Manes.03G006900,(1 of 1) PTHR11566//PTHR11566:SF84 - DYNAMIN // SUBFAMILY NOT NAMED,blue,NA
Manes.03G007700.v8.1,Manes.03G007700,(1 of 2) PTHR11592//PTHR11592:SF11 - GLUTATHIONE PEROXIDASE // PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXIDASE 1; CHLOROPLASTIC-RELATED,red,NA
Manes.03G012300.v8.1,Manes.03G012300,(1 of 3) K02949 - small subunit ribosomal protein S11e (RP-S11e; RPS11),red,NA
Manes.03G013000.v8.1,Manes.03G013000,(1 of 4) K15289 - solute carrier family 35; member F5 (SLC35F5),blue,NA
Manes.03G013600.v8.1,Manes.03G013600,(1 of 7) K00759 - adenine phosphoribosyltransferase (APRT; apt),blue,NA
Manes.03G015100.v8.1,Manes.03G015100,(1 of 3) K14515 - EIN3-binding F-box protein (EBF1_2),moccasin,NA
Manes.03G015700.v8.1,Manes.03G015700,(1 of 1) PTHR21011//PTHR21011:SF5 - MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S6 // GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MVE11,blue,NA
Manes.03G019300.v8.1,Manes.03G019300,NA,red,NA
Manes.03G021100.v8.1,Manes.03G021100,(1 of 32) PF00083 - Sugar (and other) transporter (Sugar_tr),blue,NA
Manes.03G023400.v8.1,Manes.03G023400,(1 of 2) PTHR24072:SF127 - RAC-LIKE GTP-BINDING PROTEIN ARAC7,red,NA
Manes.03G026000.v8.1,Manes.03G026000,(1 of 2) PTHR10209:SF146 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED,blue,NA
Manes.03G027800.v8.1,Manes.03G027800,(1 of 1) PTHR24361//PTHR24361:SF336 - MITOGEN-ACTIVATED KINASE KINASE KINASE // MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6,red,NA
Manes.03G028900.v8.1,Manes.03G028900,(1 of 2) PTHR31079//PTHR31079:SF3 - FAMILY NOT NAMED // NAC DOMAIN CONTAINING PROTEIN 75-RELATED,blue,NA
Manes.03G029700.v8.1,Manes.03G029700,NA,blue,NA
Manes.03G029850.v8.1,Manes.03G029850,(1 of 2) K12194 - charged multivesicular body protein 4 (CHMP4; SNF7; VPS32),blue,NA
Manes.03G030300.v8.1,Manes.03G030300,(1 of 3) K02910 - large subunit ribosomal protein L31e (RP-L31e; RPL31),blue,NA
Manes.03G032600.v8.1,Manes.03G032600,(1 of 2) PTHR32191:SF0 - TETRASPANIN-2,blue,NA
Manes.03G033700.v8.1,Manes.03G033700,NA,red,NA
Manes.03G036100.v8.1,Manes.03G036100,(1 of 5) K03257 - translation initiation factor 4A (EIF4A),moccasin,NA
Manes.03G036300.v8.1,Manes.03G036300,(1 of 10) K13459 - disease resistance protein RPS2 (RPS2),red,NA
Manes.03G038100.v8.1,Manes.03G038100,(1 of 4) K12191 - charged multivesicular body protein 2A (CHMP2A),blue,NA
Manes.03G038800.v8.1,Manes.03G038800,(1 of 2) PTHR11760//PTHR11760:SF22 - 30S/40S RIBOSOMAL PROTEIN S3 // SUBFAMILY NOT NAMED,red,NA
Manes.03G042600.v8.1,Manes.03G042600,NA,blue,NA
Manes.03G045200.v8.1,Manes.03G045200,(1 of 5) K11975 - E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19] (RNF144),blue,NA
Manes.03G046000.v8.1,Manes.03G046000,(1 of 2) K18740 - exonuclease 3'-5' domain-containing protein 1 (EXD1; EGL),red,NA
Manes.03G046200.v8.1,Manes.03G046200,(1 of 3) PTHR31042//PTHR31042:SF24 - FAMILY NOT NAMED // CORE-2/I-BRANCHING BETA-1;6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN,blue,NA
Manes.03G046800.v8.1,Manes.03G046800,(1 of 2) 4.99.1.1 - Ferrochelatase / Protoheme ferro-lyase,red,NA
Manes.03G047600.v8.1,Manes.03G047600,NA,blue,NA
Manes.03G048300.v8.1,Manes.03G048300,(1 of 25) PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),blue,NA
Manes.03G049400.v8.1,Manes.03G049400,(1 of 2) PTHR10168:SF56 - GLUTAREDOXIN-C10-RELATED,blue,NA
Manes.03G051300.v8.1,Manes.03G051300,(1 of 102) PF03106 - WRKY DNA -binding domain (WRKY),red,NA
Manes.03G054600.v8.1,Manes.03G054600,NA,blue,NA
Manes.03G055100.v8.1,Manes.03G055100,(1 of 1) PTHR13856//PTHR13856:SF97 - VHS DOMAIN CONTAINING PROTEIN FAMILY // SUBFAMILY NOT NAMED,red,NA
Manes.03G055400.v8.1,Manes.03G055400,(1 of 2) PTHR32133//PTHR32133:SF124 - FAMILY NOT NAMED // F-BOX ONLY PROTEIN 13,blue,NA
Manes.03G064200.v8.1,Manes.03G064200,NA,red,NA
Manes.03G075600.v8.1,Manes.03G075600,(1 of 5) PTHR11040//PTHR11040:SF59 - ZINC/IRON TRANSPORTER // SUBFAMILY NOT NAMED,blue,NA
Manes.03G074900.v8.1,Manes.03G074900,(1 of 1) K03509 - DNA polymerase eta (POLH),red,NA
Manes.03G081900.v8.1,Manes.03G081900,(1 of 8) K07300 - Ca2+:H+ antiporter (chaA; CAX),blue,NA
Manes.03G081600.v8.1,Manes.03G081600,NA,red,NA
Manes.03G080800.v8.1,Manes.03G080800,NA,blue,NA
Manes.03G085800.v8.1,Manes.03G085800,NA,red,NA
Manes.03G086900.v8.1,Manes.03G086900,(1 of 2) PTHR12537:SF13 - SUPPRESSOR PROTEIN MPT5,blue,NA
Manes.03G087300.v8.1,Manes.03G087300,(1 of 1) PTHR22594:SF20 - LYSINE--TRNA LIGASE,blue,NA
Manes.03G098700.v8.1,Manes.03G098700,NA,blue,NA
Manes.03G088503.v8.1,Manes.03G088503,NA,blue,NA
Manes.03G089300.v8.1,Manes.03G089300,(1 of 3) 1.14.13.39 - Nitric-oxide synthase (NADPH) / NO synthase,blue,NA
Manes.03G083300.v8.1,Manes.03G083300,NA,blue,NA
Manes.03G078500.v8.1,Manes.03G078500,NA,blue,NA
Manes.03G079200.v8.1,Manes.03G079200,(1 of 1) PTHR23272//PTHR23272:SF13 - BED FINGER-RELATED // SUBFAMILY NOT NAMED,blue,NA
Manes.03G092500.v8.1,Manes.03G092500,NA,blue,NA
Manes.03G100100.v8.1,Manes.03G100100,(1 of 4) K10956 - protein transport protein SEC61 subunit alpha (SEC61A),blue,NA
Manes.03G100400.v8.1,Manes.03G100400,NA,red,NA
Manes.03G102000.v8.1,Manes.03G102000,(1 of 1) K03846 - alpha-1;2-mannosyltransferase (ALG9),moccasin,carb
Manes.03G104300.v8.1,Manes.03G104300,NA,blue,NA
Manes.03G104600.v8.1,Manes.03G104600,NA,blue,NA
Manes.03G104800.v8.1,Manes.03G104800,NA,blue,NA
Manes.03G109700.v8.1,Manes.03G109700,(1 of 2) PTHR19297:SF75 - CORE-2/I-BRANCHING BETA-1;6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN,blue,NA
Manes.03G111200.v8.1,Manes.03G111200,(1 of 1) PTHR11926//PTHR11926:SF366 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED,blue,NA
Manes.03G113400.v8.1,Manes.03G113400,(1 of 2) PTHR14221//PTHR14221:SF0 - WD REPEAT DOMAIN 44 // WD REPEAT-CONTAINING PROTEIN 44,red,NA
Manes.03G115100.v8.1,Manes.03G115100,(1 of 1) PTHR20854//PTHR20854:SF32 - INOSITOL MONOPHOSPHATASE // PAP-SPECIFIC PHOSPHATASE HAL2-LIKE,blue,NA
Manes.03G115300.v8.1,Manes.03G115300,(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1),blue,NA
Manes.03G116100.v8.1,Manes.03G116100,NA,red,NA
Manes.03G116600.v8.1,Manes.03G116600,(1 of 3) PTHR13140:SF384 - MYOSIN-2,skyblue3,NA
Manes.03G117900.v8.1,Manes.03G117900,(1 of 6) PTHR31717//PTHR31717:SF7 - FAMILY NOT NAMED // B-BOX DOMAIN PROTEIN 26-RELATED,skyblue3,NA
Manes.03G121040.v8.1,Manes.03G121040,(1 of 1) PTHR12903//PTHR12903:SF1 - MITOCHONDRIAL RIBOSOMAL PROTEIN L24 // 50S RIBOSOMAL PROTEIN L24; CHLOROPLASTIC,blue,NA
Manes.03G121600.v8.1,Manes.03G121600,(1 of 19) K11251 - histone H2A (H2A),red,NA
Manes.03G129600.v8.1,Manes.03G129600,(1 of 2) PTHR10388//PTHR10388:SF16 - EUKARYOTIC TRANSLATION INITIATION FACTOR SUI1 // SUBFAMILY NOT NAMED,blue,NA
Manes.03G137402.v8.1,Manes.03G137402,(1 of 2) PTHR24012//PTHR24012:SF433 - FAMILY NOT NAMED // RNA RECOGNITION MOTIF-CONTAINING PROTEIN,blue,NA
Manes.03G137500.v8.1,Manes.03G137500,(1 of 2) PTHR13902:SF44 - SERINE/THREONINE-PROTEIN KINASE WNK11-RELATED,blue,NA
Manes.03G137804.v8.1,Manes.03G137804,(1 of 3) PTHR31221:SF21 - WRKY TRANSCRIPTION FACTOR 20-RELATED,moccasin,NA
Manes.03G137851.v8.1,Manes.03G137851,NA,moccasin,NA
Manes.03G138852.v8.1,Manes.03G138852,NA,red,NA
Manes.03G140301.v8.1,Manes.03G140301,NA,blue,NA
Manes.03G142200.v8.1,Manes.03G142200,(1 of 6) PTHR13301//PTHR13301:SF60 - X-BOX TRANSCRIPTION FACTOR-RELATED // CELLULOSE SYNTHASE-LIKE PROTEIN E1,red,carb
Manes.03G142400.v8.1,Manes.03G142400,(1 of 6) PTHR13301:SF60 - CELLULOSE SYNTHASE-LIKE PROTEIN E1,skyblue3,carb
Manes.03G143000.v8.1,Manes.03G143000,(1 of 3) PTHR24012:SF478 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MJH23,blue,NA
Manes.03G143300.v8.1,Manes.03G143300,NA,skyblue3,NA
Manes.03G143600.v8.1,Manes.03G143600,(1 of 2) PTHR14155//PTHR14155:SF83 - RING FINGER DOMAIN-CONTAINING // RING/U-BOX DOMAIN-CONTAINING PROTEIN,blue,NA
Manes.03G144200.v8.1,Manes.03G144200,(1 of 1) K10866 - DNA repair protein RAD50 (RAD50),red,NA
Manes.03G148600.v8.1,Manes.03G148600,(1 of 2) K03032 - 26S proteasome regulatory subunit N2 (PSMD1; RPN2),red,NA
Manes.03G151300.v8.1,Manes.03G151300,NA,red,NA
Manes.03G152400.v8.1,Manes.03G152400,(1 of 2) 3.1.3.2//3.1.3.3//3.1.3.62//3.6.1.1//3.6.1.7 - Acid phosphatase / Phosphomonoesterase // Phosphoserine phosphatase // Multiple inositol-polyphosphate phosphatase / MIPP // Inorganic diphosphatase / Pyrophosphate phosphohydrolase // Acylphosphatase / Acylphosphate phosphohydrolase,red,NA
Manes.03G155700.v8.1,Manes.03G155700,(1 of 1) PTHR21493:SF119 - TRIGLYCERIDE LIPASE-RELATED,red,NA
Manes.03G156800.v8.1,Manes.03G156800,NA,blue,NA
Manes.03G158200.v8.1,Manes.03G158200,(1 of 3) K01703 - 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit (leuC),skyblue3,NA
Manes.03G158300.v8.1,Manes.03G158300,(1 of 4) PTHR31734:SF6 - AUXIN-RESPONSIVE PROTEIN IAA10-RELATED,blue,NA
Manes.03G161900.v8.1,Manes.03G161900,NA,magenta3,NA
Manes.03G162700.v8.1,Manes.03G162700,(1 of 2) PTHR10219//PTHR10219:SF36 - GLYCOLIPID TRANSFER PROTEIN-RELATED // SUBFAMILY NOT NAMED,red,NA
Manes.03G162900.v8.1,Manes.03G162900,(1 of 2) K02875 - large subunit ribosomal protein L14e (RP-L14e; RPL14),blue,NA
Manes.03G164100.v8.1,Manes.03G164100,(1 of 5) K00025 - malate dehydrogenase (MDH1),red,carb
Manes.03G166700.v8.1,Manes.03G166700,NA,red,NA
Manes.03G167050.v8.1,Manes.03G167050,NA,moccasin,NA
Manes.03G168200.v8.1,Manes.03G168200,(1 of 26) PF00917 - MATH domain (MATH),skyblue3,NA
Manes.03G169000.v8.1,Manes.03G169000,(1 of 4) K02958 - small subunit ribosomal protein S15e (RP-S15e; RPS15),red,NA
Manes.03G170600.v8.1,Manes.03G170600,(1 of 5) PTHR31561//PTHR31561:SF25 - FAMILY NOT NAMED // 3-KETOACYL-COA SYNTHASE 17-RELATED,magenta3,NA
Manes.03G173500.v8.1,Manes.03G173500,NA,red,NA
Manes.03G173700.v8.1,Manes.03G173700,NA,blue,NA
Manes.03G174900.v8.1,Manes.03G174900,NA,blue,NA
Manes.03G177300.v8.1,Manes.03G177300,NA,blue,NA
Manes.03G180300.v8.1,Manes.03G180300,NA,blue,NA
Manes.03G180900.v8.1,Manes.03G180900,(1 of 1) PTHR10026//PTHR10026:SF67 - CYCLIN // SUBFAMILY NOT NAMED,red,NA
Manes.03G182200.v8.1,Manes.03G182200,(1 of 1) PTHR24031:SF228 - PROTEIN Y54G11A.3,red,NA
Manes.03G183300.v8.1,Manes.03G183300,NA,blue,NA
Manes.03G184200.v8.1,Manes.03G184200,(1 of 5) 3.1.3.16//3.1.3.48 - Protein-serine/threonine phosphatase / Serine/threonine specific protein phosphatase // Protein-tyrosine-phosphatase / PTPase,red,NA
Manes.03G186900.v8.1,Manes.03G186900,NA,blue,NA
Manes.03G189500.v8.1,Manes.03G189500,(1 of 1) PTHR23147//PTHR23147:SF7 - SERINE/ARGININE RICH SPLICING FACTOR // SUBFAMILY NOT NAMED,blue,NA
Manes.03G192700.v8.1,Manes.03G192700,NA,blue,NA
Manes.03G193100.v8.1,Manes.03G193100,(1 of 2) PTHR10209//PTHR10209:SF169 - OXIDOREDUCTASE; 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED,blue,NA
Manes.03G194800.v8.1,Manes.03G194800,NA,blue,NA
Manes.03G199300.v8.1,Manes.03G199300,(1 of 47) K09286 - EREBP-like factor (EREBP),blue,NA
Manes.03G199500.v8.1,Manes.03G199500,(1 of 4) K02885 - large subunit ribosomal protein L19e (RP-L19e; RPL19),red,NA
Manes.03G202700.v8.1,Manes.03G202700,NA,blue,NA
Manes.03G203400.v8.1,Manes.03G203400,NA,blue,NA
Manes.03G204100.v8.1,Manes.03G204100,(1 of 1) 3.4.21.72 - IgA-specific serine endopeptidase / Immunoglobulin A1 protease,red,NA
Manes.03G206400.v8.1,Manes.03G206400,(1 of 2) PTHR31221//PTHR31221:SF13 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 48-RELATED,blue,NA
Manes.03G207400.v8.1,Manes.03G207400,NA,skyblue3,NA
Manes.03G207600.v8.1,Manes.03G207600,NA,blue,NA
Manes.03G207800.v8.1,Manes.03G207800,NA,red,NA
Manes.03G209300.v8.1,Manes.03G209300,(1 of 1) PTHR11214//PTHR11214:SF131 - BETA-1;3-N-ACETYLGLUCOSAMINYLTRANSFERASE // BETA-1;3-GALACTOSYLTRANSFERASE 16-RELATED,red,carb
Manes.03G212000.v8.1,Manes.03G212000,(1 of 1) PTHR11142:SF0 - TRNA PSEUDOURIDINE SYNTHASE-LIKE 1,blue,NA
Manes.04G001100.v8.1,Manes.04G001100,(1 of 1) PTHR24365//PTHR24365:SF276 - TOLL-LIKE RECEPTOR // SUBFAMILY NOT NAMED,blue,NA
Manes.04G001400.v8.1,Manes.04G001400,NA,blue,NA
Manes.04G003400.v8.1,Manes.04G003400,(1 of 2) PTHR19370//PTHR19370:SF127 - NADH-CYTOCHROME B5 REDUCTASE // SUBFAMILY NOT NAMED,magenta3,NA
Manes.04G009000.v8.1,Manes.04G009000,NA,blue,NA
Manes.04G013000.v8.1,Manes.04G013000,(1 of 4) PTHR22814:SF100 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN-RELATED,blue,NA
Manes.04G013700.v8.1,Manes.04G013700,NA,blue,NA
Manes.04G015700.v8.1,Manes.04G015700,(1 of 1) PTHR19241:SF200 - ABC TRANSPORTER G FAMILY MEMBER 3,red,NA
Manes.04G016700.v8.1,Manes.04G016700,NA,blue,NA
Manes.04G024300.v8.1,Manes.04G024300,(1 of 2) PTHR31384:SF20 - AUXIN RESPONSE FACTOR 4,blue,NA
Manes.04G024500.v8.1,Manes.04G024500,(1 of 1) K03142 - transcription initiation factor TFIIH subunit 2 (TFIIH2; GTF2H2; SSL1),blue,NA
Manes.04G030450.v8.1,Manes.04G030450,NA,blue,NA
Manes.04G031800.v8.1,Manes.04G031800,(1 of 19) K11251 - histone H2A (H2A),red,NA
Manes.04G032300.v8.1,Manes.04G032300,NA,moccasin,NA
Manes.04G033900.v8.1,Manes.04G033900,(1 of 45) PF02701 - Dof domain; zinc finger (zf-Dof),blue,NA
Manes.04G034100.v8.1,Manes.04G034100,NA,blue,NA
Manes.04G049785.v8.1,Manes.04G049785,NA,skyblue3,NA
Manes.04G038300.v8.1,Manes.04G038300,(1 of 1) PTHR11685//PTHR11685:SF146 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // SUBFAMILY NOT NAMED,red,NA
Manes.04G047900.v8.1,Manes.04G047900,NA,red,NA
Manes.04G043400.v8.1,Manes.04G043400,(1 of 4) PTHR31669:SF44 - FAR-RED IMPAIRED RESPONSIVE 1-LIKE PROTEIN,blue,NA
Manes.04G042909.v8.1,Manes.04G042909,NA,blue,NA
Manes.04G048800.v8.1,Manes.04G048800,NA,blue,NA
Manes.04G050100.v8.1,Manes.04G050100,(1 of 3) K12471 - epsin (EPN),skyblue3,NA
Manes.04G058800.v8.1,Manes.04G058800,(1 of 1) K00999 - CDP-diacylglycerol--inositol 3-phosphatidyltransferase (CDIPT),blue,NA
Manes.04G051200.v8.1,Manes.04G051200,NA,blue,NA
Manes.04G056000.v8.1,Manes.04G056000,(1 of 1) PTHR22763//PTHR22763:SF5 - RING ZINC FINGER PROTEIN // E3 UBIQUITIN-PROTEIN LIGASE CIP8,blue,NA
Manes.04G063600.v8.1,Manes.04G063600,(1 of 5) K11838 - ubiquitin carboxyl-terminal hydrolase 7 (USP7; UBP15),red,NA
Manes.04G064400.v8.1,Manes.04G064400,(1 of 1) 1.3.1.94 - Polyprenol reductase,red,NA
Manes.04G068100.v8.1,Manes.04G068100,(1 of 12) PF03947 - Ribosomal Proteins L2; C-terminal domain (Ribosomal_L2_C),magenta3,NA
Manes.04G068200.v8.1,Manes.04G068200,(1 of 2) PTHR31692:SF4 - EXPANSIN-LIKE A1-RELATED,moccasin,NA
Manes.04G068400.v8.1,Manes.04G068400,(1 of 57) PF02298 - Plastocyanin-like domain (Cu_bind_like),skyblue3,NA
Manes.04G068700.v8.1,Manes.04G068700,NA,red,NA
Manes.04G068800.v8.1,Manes.04G068800,(1 of 1) PTHR11709//PTHR11709:SF64 - MULTI-COPPER OXIDASE // MULTI-COPPER OXIDASE TYPE I FAMILY PROTEIN-RELATED,blue,NA
Manes.04G071300.v8.1,Manes.04G071300,NA,red,NA
Manes.04G074700.v8.1,Manes.04G074700,NA,blue,NA
Manes.04G083100.v8.1,Manes.04G083100,(1 of 1) K07071 - uncharacterized protein (K07071),red,NA
Manes.04G083400.v8.1,Manes.04G083400,NA,red,NA
Manes.04G086001.v8.1,Manes.04G086001,(1 of 1) PTHR22953//PTHR22953:SF22 - ACID PHOSPHATASE RELATED // PURPLE ACID PHOSPHATASE 10,red,NA
Manes.04G092900.v8.1,Manes.04G092900,(1 of 4) 2.4.99.4 - Beta-galactoside alpha-2;3-sialyltransferase / CMP-N-acetylneuraminate-beta-galactosamide-alpha-2;3-sialyltransferase,red,carb
Manes.04G094700.v8.1,Manes.04G094700,(1 of 2) PTHR30540:SF9 - POTASSIUM TRANSPORTER 4,blue,NA
Manes.04G097000.v8.1,Manes.04G097000,(1 of 108) PF00168 - C2 domain (C2),blue,NA
