"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"226","Manes.02G075200.v8.1",41.585149286584,0.34035730389408,0.0887167830491308,3.83644776327825,0.000124826731565255,0.00883850245131428,"Manes.02G075200","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 2) PTHR27001//PTHR27001:SF52 - FAMILY NOT NAMED // PROTEIN KINASE FAMILY PROTEIN-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF00069","PTHR27001 PTHR27001:SF52","Protein kinase superfamily protein"
"227","Manes.13G051480.v8.1",49.571563870069,-0.450016182016873,0.117287520866543,-3.83686328001535,0.000124615802029388,0.00883850245131428,"Manes.13G051480","","","zinc ion binding; oxidoreductase activity",NA,"(1 of 12) 1.6.5.5 - NADPH:quinone reductase / Zeta-crystallin","GO:0008270 GO:0016491 GO:0055114","KOG1198","","PF08240 PF13602","PTHR11695 PTHR11695:SF507","Oxidoreductase, zinc-binding dehydrogenase family protein"
"228","Manes.01G189800.v8.1",224.731583937483,0.256323673015803,0.0668617742495884,3.83363552482128,0.00012626318474797,0.00890100073883385,"Manes.01G189800","","","catalytic activity; alpha-amylase activity; calcium ion binding; carbohydrate metabolic process; cation binding",NA,"(1 of 3) 3.2.1.1//3.2.1.141 - Alpha-amylase / Glycogenase // 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase / Maltooligosyl trehalose trehalohydrolase","GO:0003824 GO:0004556 GO:0005509 GO:0005975 GO:0043169","KOG0471","","PF00128 PF07821","PTHR10357 PTHR10357:SF139","alpha-amylase-like 3"
"229","Manes.15G021900.v8.1",143.26293694734,-0.196680011539048,0.05132734102376,-3.83187610377095,0.000127169781006279,0.00892576371228785,"Manes.15G021900","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 5) PTHR24055//PTHR24055:SF211 - MITOGEN-ACTIVATED PROTEIN KINASE // MITOGEN-ACTIVATED PROTEIN KINASE 16-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","","K04371","PF00069","PTHR24055 PTHR24055:SF211","mitogen-activated protein kinase 16"
"230","Manes.02G161700.v8.1",34.5614668339399,-0.918053508525728,0.239705603568334,-3.8299209315898,0.000128184440051457,0.00894964073815433,"Manes.02G161700","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 2) PTHR31985:SF37 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF014","GO:0003700 GO:0006355","","","PF00847","PTHR31985 PTHR31985:SF37","Integrase-type DNA-binding superfamily protein"
"231","Manes.02G204500.v8.1",43.6546125379325,0.370174986553702,0.0966921174460259,3.82838845948674,0.000128985062820527,0.00894964073815433,"Manes.02G204500","","","",NA,"(1 of 1) PF06588 - Muskelin N-terminus (Muskelin_N)","","","","PF06588","PTHR12953 PTHR12953:SF1","Galactose-binding protein"
"232","Manes.03G208700.v8.1",229.988090220271,0.202644755755384,0.052937654582746,3.82798893061334,0.000129194565328628,0.00894964073815433,"Manes.03G208700","","","nucleic acid binding; zinc ion binding",NA,"(1 of 1) PTHR15239:SF6 - NUCLEAR EXPORT MEDIATOR FACTOR NEMF","GO:0003676 GO:0008270","","","PF00098 PF05670 PF05833 PF11923","PTHR15239 PTHR15239:SF6","zinc knuckle (CCHC-type) family protein"
"233","Manes.09G059305.v8.1",150.455801277151,0.372819194379027,0.0974728502044575,3.82485167507678,0.000130850841377855,0.00894964073815433,"Manes.09G059305","","","phosphorelay sensor kinase activity; phosphorelay signal transduction system; signal transduction; phosphorylation; transferase activity, transferring phosphorus-containing groups",NA,"(1 of 2) PTHR24423:SF514 - HISTIDINE KINASE CKI1","GO:0000155 GO:0000160 GO:0007165 GO:0016310 GO:0016772","KOG0519","","PF00072 PF00512 PF02518","PTHR24423 PTHR24423:SF514","Signal transduction histidine kinase"
"234","Manes.15G172400.v8.1",431.431344244902,0.215120156632021,0.0562305995210518,3.82567780646699,0.000130412765131161,0.00894964073815433,"Manes.15G172400","","","DNA binding; nucleus",NA,"(1 of 2) K09272 - structure-specific recognition protein 1 (SSRP1)","GO:0003677 GO:0005634","","K09272","PF00505 PF03531 PF08512","PTHR13711 PTHR13711:SF199","high mobility group"
"235","Manes.17G118227.v8.1",96.9824990962924,-0.595249774208975,0.155601939087592,-3.8254650147637,0.000130525470765239,0.00894964073815433,"Manes.17G118227","PWY-6824; PWY-5466; PWY-7445; PWY-7214","justicidin B biosynthesis; matairesinol biosynthesis; luteolin triglucuronide degradation; baicalein degradation (hydrogen peroxide detoxification)","peroxidase activity; response to oxidative stress; heme binding",NA,"(1 of 4) PTHR31517//PTHR31517:SF11 - FAMILY NOT NAMED // PEROXIDASE 31-RELATED","GO:0004601 GO:0006979 GO:0020037 GO:0055114","","K00430","PF00141","PTHR31517 PTHR31517:SF11","Peroxidase superfamily protein"
"236","Manes.06G119700.v8.1",77.2646189950686,-0.237292643830455,0.0621712980295781,-3.8167555021541,0.000135218043274502,0.00920915088792829,"Manes.06G119700","PWY-7210","pyrimidine deoxyribonucleotides biosynthesis from CTP","zinc ion binding",NA,"(1 of 1) 3.5.4.12 - dCMP deaminase / Deoxycytidylate deaminase","GO:0008270","KOG3127","K01493","PF00383","PTHR11086 PTHR11086:SF18","Cytidine/deoxycytidylate deaminase family protein"
"237","Manes.05G012000.v8.1",17798.79712498,0.42884532688846,0.112469692304516,3.81298568620019,0.000137298067017055,0.00931135793740559,"Manes.05G012000","PWY-5337","stachyose biosynthesis","glycosyltransferase activity",NA,"(1 of 2) PTHR11183//PTHR11183:SF54 - GLYCOGENIN // SUBFAMILY NOT NAMED","GO:0016757","KOG1950","K18819","PF01501","PTHR11183 PTHR11183:SF54","galactinol synthase 1"
"238","Manes.03G056500.v8.1",91.9550318199287,0.378397098458252,0.0993037982367453,3.81049975103806,0.000138686151941749,0.00936597697546108,"Manes.03G056500","","","nucleic acid binding; RNA binding; ribonuclease III activity; protein binding; ATP binding; RNA processing; RNA endonuclease activity, producing 5'-phosphomonoesters",NA,"(1 of 1) PTHR14950//PTHR14950:SF21 - HELICASE-RELATED // ENDORIBONUCLEASE DICER HOMOLOG 3","GO:0003676 GO:0003723 GO:0004525 GO:0005515 GO:0005524 GO:0006396 GO:0016891","KOG0701","K11592","PF00270 PF00271 PF00636 PF02170 PF03368","PTHR14950 PTHR14950:SF21","dicer-like 3"
"239","Manes.02G178200.v8.1",90.752736727679,0.406474609625118,0.106759726505174,3.807377771855,0.000140448116340268,0.00940481830667974,"Manes.02G178200","","","calcium ion binding; guanosine tetraphosphate metabolic process",NA,"(1 of 1) KOG1157 - Predicted guanosine polyphosphate pyrophosphohydrolase/synthase","GO:0005509 GO:0015969","KOG1157","","PF04607 PF13328 PF13499","PTHR21262 PTHR21262:SF12","Ca2+-activated RelA/spot homolog"
"240","Manes.12G058700.v8.1",99.9774725520493,0.227392132751392,0.0597397632240602,3.80637820572764,0.000141016687109427,0.00940481830667974,"Manes.12G058700","","","DNA binding",NA,"(1 of 1) PTHR10390:SF38 - HOMEODOMAIN-LIKE TRANSCRIPTIONAL REGULATOR","GO:0003677","","","PF00046 PF02791 PF15612 PF15614","PTHR10390 PTHR10390:SF38","Homeodomain-like transcriptional regulator"
"241","Manes.18G105400.v8.1",2852.71598969995,-0.283647089396682,0.0745026635058683,-3.80720736748345,0.000140544892420222,0.00940481830667974,"Manes.18G105400","","","transport",NA,"(1 of 2) PTHR23324//PTHR23324:SF67 - SEC14 RELATED PROTEIN // PATELLIN-1-RELATED","GO:0006810 GO:0016021","KOG1471","","PF00650 PF03765","PTHR23324 PTHR23324:SF67","PATELLIN 2"
"242","Manes.13G034900.v8.1",76.6593043749172,0.242532478762641,0.0637424467237349,3.80488185233612,0.0001418718924292,0.00942275589675426,"Manes.13G034900","","","protein binding; zinc ion binding",NA,"(1 of 1) PTHR24188//PTHR24188:SF42 - ANKYRIN REPEAT PROTEIN // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","KOG4172","","PF13857 PF13920","PTHR24188 PTHR24188:SF42",""
"243","Manes.02G061300.v8.1",124.571607439987,0.236878709649083,0.0622873684453323,3.80299755089163,0.000142955769461867,0.0094556711216485,"Manes.02G061300","","","DNA binding; DNA-directed 5'-3' RNA polymerase activity; DNA-templated transcription",NA,"(1 of 2) PTHR10102//PTHR10102:SF3 - DNA-DIRECTED RNA POLYMERASE, MITOCHONDRIAL // SUBFAMILY NOT NAMED","GO:0003677 GO:0003899 GO:0006351","","K10908","PF00940 PF14700","PTHR10102 PTHR10102:SF3","DNA/RNA polymerases superfamily protein"
"244","Manes.11G120300.v8.1",27.7598899173863,0.296663423844454,0.0781492291443157,3.79611452464381,0.000146981618480074,0.00968211292553375,"Manes.11G120300","","","",NA,"(1 of 1) PTHR13481:SF0 - UPF0454 PROTEIN C12ORF49","","KOG3136","","PF10218","PTHR13481 PTHR13481:SF0","(1 of 1) KOG3136 - Uncharacterized conserved protein"
"245","Manes.01G213000.v8.1",16.9162455965667,-0.412361764238476,0.108804423067098,-3.78993567186308,0.000150686303142693,0.00968792380165,"Manes.01G213000","","","nucleic acid binding; RNA binding",NA,"(1 of 1) KOG0131//KOG0144//KOG0148 - Splicing factor 3b, subunit 4 // RNA-binding protein CUGBP1/BRUNO (RRM superfamily) // Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily)","GO:0003676 GO:0003723","KOG0131 KOG0148","","PF00076","PTHR24012 PTHR24012:SF414","RNA-binding protein-defense related 1"
"246","Manes.03G182700.v8.1",39.5249928669418,-0.566739369193085,0.149523843221108,-3.79029429008871,0.000150468903659441,0.00968792380165,"Manes.03G182700","","","",NA,"","","","","","PTHR34956 PTHR34956:SF2",""
"247","Manes.05G112400.v8.1",49.3377977422149,0.454438644945537,0.119865692049471,3.7912319795224,0.000149901857537584,0.00968792380165,"Manes.05G112400","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 3) K12640 - brassinosteroid-6-oxidase 2 (CYP85A2, BR6OX2)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","K12640","PF00067","PTHR24286 PTHR24286:SF8",""
"248","Manes.08G049000.v8.1",48.9126093359488,-0.304084498030815,0.0801630538246589,-3.79332477397805,0.000148643535700415,0.00968792380165,"Manes.08G049000","PWY-841; PWY-7228; PWY-7221","superpathway of purine nucleotides <i>de novo</i> biosynthesis I; superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I; guanosine ribonucleotides <i>de novo</i> biosynthesis","guanylate kinase activity; purine nucleotide metabolic process",NA,"(1 of 3) 2.7.4.8 - Guanylate kinase / Guanosine monophosphate kinase","GO:0004385 GO:0006163","KOG0707","K00942","PF00625","PTHR23117 PTHR23117:SF13","guanylate kinase"
"249","Manes.09G058588.v8.1",140.3093369359,0.406029950751659,0.107071735723226,3.79213008931903,0.000149360633034189,0.00968792380165,"Manes.09G058588","","","ATP binding; membrane; ATP hydrolysis activity",NA,"(1 of 2) 3.6.3.25//3.6.3.34 - Sulfate-transporting ATPase // Iron-chelate-transporting ATPase","GO:0005524 GO:0016020 GO:0016887","","","PF00005 PF01061 PF08370 PF14510","PTHR19241 PTHR19241:SF261","pleiotropic drug resistance 11"
"250","Manes.14G097800.v8.1",100.95473185933,-0.426410350388277,0.112478594948262,-3.79103553511154,0.000150020485930644,0.00968792380165,"Manes.14G097800","PWY-1061","homogalacturonan biosynthesis","glycosyltransferase activity",NA,"(1 of 2) PTHR13778//PTHR13778:SF4 - GLYCOSYLTRANSFERASE 8 DOMAIN-CONTAINING PROTEIN // GALACTURONOSYLTRANSFERASE-LIKE 3-RELATED","GO:0016757","","","PF01501","PTHR13778 PTHR13778:SF4","galacturonosyltransferase-like 3"
"251","Manes.17G000400.v8.1",185.232336015197,0.35292829130189,0.0931488770056111,3.78886254614353,0.000151338614941,0.0096910978404251,"Manes.17G000400","","","DNA binding; DNA-directed 5'-3' RNA polymerase activity; DNA-templated transcription",NA,"(1 of 1) K03018 - DNA-directed RNA polymerase III subunit RPC1 (RPC1, POLR3A)","GO:0003677 GO:0003899 GO:0006351","","K03018","PF00623 PF04983 PF04997 PF04998 PF05000","PTHR19376 PTHR19376:SF32","nuclear RNA polymerase C1"
"252","Manes.15G050400.v8.1",242.796312527847,-0.323277308921115,0.085387779741703,-3.78599033607649,0.000153097624291479,0.00976483379062281,"Manes.15G050400","","","",NA,"(1 of 4) PTHR11732//PTHR11732:SF14 - ALDO/KETO REDUCTASE // HYPERKINETIC, ISOFORM M","","KOG1575","","PF00248","PTHR11732 PTHR11732:SF14","potassium channel beta subunit 1"
"253","Manes.14G012200.v8.1",12.3323021104801,-0.776877927284628,0.205376511869577,-3.7827009535442,0.000155135756530443,0.00985571942574629,"Manes.14G012200","","","",NA,"(1 of 3) PTHR31301:SF15 - LOB DOMAIN-CONTAINING PROTEIN 4","","","","PF03195","PTHR31301 PTHR31301:SF15",""
"254","Manes.01G198900.v8.1",30.8663639498244,-0.805154394094307,0.212957986185155,-3.78081333561387,0.000156316846872686,0.00989165621962473,"Manes.01G198900","","","catalytic activity; trehalose biosynthetic process; metabolic process",NA,"(1 of 4) PTHR10788//PTHR10788:SF14 - TREHALOSE-6-PHOSPHATE SYNTHASE // ALPHA,ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 10-RELATED","GO:0003824 GO:0005992 GO:0008152","","K16055","PF00982 PF02358","PTHR10788 PTHR10788:SF14","trehalose-phosphatase/synthase 9"
"255","Manes.04G034600.v8.1",196.571900580115,0.264534762080242,0.069990839509546,3.77956263896737,0.0001571040687803,0.00990248508825786,"Manes.04G034600","","","catalytic activity; protein serine/threonine phosphatase activity; protein dephosphorylation",NA,"(1 of 4) PTHR13832//PTHR13832:SF228 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 36-RELATED","GO:0003824 GO:0004722 GO:0006470","KOG0700","","PF00481","PTHR13832 PTHR13832:SF228","pol-like 5"
"256","Manes.01G060300.v8.1",134.740679584676,-0.380893919122134,0.100816437460202,-3.77809342124885,0.000158033599497855,0.00992216423722275,"Manes.01G060300","","","protein binding",NA,"(1 of 2) PTHR13286//PTHR13286:SF8 - SAP30 // SUBFAMILY NOT NAMED","GO:0005515","","","PF13867","PTHR13286 PTHR13286:SF8",""
"257","Manes.03G119700.v8.1",42.8792679116053,0.579367915011856,0.153513142612191,3.77406067749828,0.000160611669209405,0.00997096255748185,"Manes.03G119700","","","protein dimerization activity",NA,"(1 of 2) PTHR16223:SF46 - TRANSCRIPTION FACTOR BHLH123","GO:0046983","","","","PTHR16223 PTHR16223:SF46","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"258","Manes.08G161100.v8.1",372.681523289458,0.237111201677697,0.0628281033593576,3.77396720575016,0.00016067189089702,0.00997096255748185,"Manes.08G161100","","","protein binding; zinc ion binding",NA,"","GO:0005515 GO:0008270","","","","PTHR33304 PTHR33304:SF1","RING/FYVE/PHD zinc finger superfamily protein"
"259","Manes.16G025800.v8.1",254.034309758689,-0.311260020580466,0.0824646011048074,-3.77446827378542,0.000160349312505204,0.00997096255748185,"Manes.16G025800","","","",NA,"(1 of 4) PTHR13780//PTHR13780:SF39 - AMP-ACTIVATED PROTEIN KINASE, GAMMA REGULATORY SUBUNIT // CBS DOMAIN-CONTAINING PROTEIN-RELATED","","KOG1764","","PF00571","PTHR13780 PTHR13780:SF39",""
"260","Manes.09G124600.v8.1",102.030109729181,0.240808345450469,0.0638376681565997,3.77219833374465,0.000161815547775624,0.0100033126899908,"Manes.09G124600","","","intracellular protein transport",NA,"(1 of 2) K14290 - exportin-1 (XPO1, CRM1)","GO:0006886 GO:0008536","","K14290","PF03810 PF08389 PF08767","PTHR11223","exportin 1A"
"261","Manes.11G127000.v8.1",171.134716336872,0.289578330354904,0.0767968731420212,3.77070469808561,0.000162787212055403,0.0100248232159635,"Manes.11G127000","","","protein binding",NA,"(1 of 1) PTHR32002//PTHR32002:SF7 - FAMILY NOT NAMED // PROTEIN NLP8-RELATED","GO:0005515","","","PF00564 PF02042","PTHR32002 PTHR32002:SF7","Plant regulator RWP-RK family protein"
"262","Manes.04G102100.v8.1",92.5493680078082,-0.270425310942534,0.0717677272319006,-3.76806290756176,0.000164519247988846,0.010092816308873,"Manes.04G102100","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 77) KOG0198 - MEKK and related serine/threonine protein kinases","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0198","","PF00069","PTHR27006 PTHR27006:SF25","Protein kinase superfamily protein"
"263","Manes.03G010400.v8.1",405.133149598446,0.147820868149314,0.0392692066139265,3.76429474632907,0.000167019789702617,0.0101173475126382,"Manes.03G010400","","","DNA binding; protein binding; ATP binding; zinc ion binding; hydrolase activity",NA,"(1 of 2) K11643 - chromodomain-helicase-DNA-binding protein 4 (CHD4, MI2B)","GO:0003677 GO:0005515 GO:0005524 GO:0008270 GO:0016787","","K11643","PF00271 PF00385 PF00628 PF04851 PF06461 PF06465","PTHR10799 PTHR10799:SF741","chromatin remodeling factor CHD3 (PICKLE)"
"264","Manes.03G144400.v8.1",286.985919548754,-0.48617064697231,0.129178590153819,-3.7635543660401,0.00016751528811662,0.0101173475126382,"Manes.03G144400","PWY-4861","UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; carbohydrate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; racemase and epimerase activity, acting on carbohydrates and derivatives",NA,"(1 of 2) PTHR10366:SF431 - UDP-GLUCURONATE 4-EPIMERASE 6","GO:0003854 GO:0005975 GO:0006694 GO:0016616 GO:0016857 GO:0055114","KOG1371","K08679","PF01073","PTHR10366 PTHR10366:SF431","UDP-D-glucuronate 4-epimerase 6"
"265","Manes.09G019400.v8.1",15.8662774701028,0.858621648885827,0.228286241730502,3.76116248783602,0.000169125515679922,0.0101173475126382,"Manes.09G019400","","","",NA,"(1 of 2) PTHR31696:SF14 - PROTEIN MIZU-KUSSEI 1","","","","PF04759","PTHR31696 PTHR31696:SF14","Protein of unknown function, DUF617"
"266","Manes.12G062302.v8.1",66.5542456533538,0.442759257985244,0.117757033483628,3.75993895979727,0.000169954820407659,0.0101173475126382,"Manes.12G062302","","","",NA,"(1 of 23) KOG4293 - Predicted membrane protein, contains DoH and Cytochrome b-561/ferric reductase transmembrane domains","GO:0016021","KOG4293","","PF03188 PF04526","PTHR23130 PTHR23130:SF60","Auxin-responsive family protein"
"267","Manes.15G015000.v8.1",248.4690852927,-0.191787436325821,0.0509984640433239,-3.76065122594468,0.000169471583872088,0.0101173475126382,"Manes.15G015000","","","calcium ion binding",NA,"(1 of 2) KOG2562 - Protein phosphatase 2 regulatory subunit","GO:0005509","KOG2562","K11583","PF13499","PTHR12085","tonneau 2 (TON2)"
"268","Manes.16G045550.v8.1",41.7125439026446,-0.334017338493871,0.0887786383722112,-3.76236158402743,0.000168316465222775,0.0101173475126382,"Manes.16G045550","SERSYN-PWY; SER-GLYSYN-PWY","L-serine biosynthesis; superpathway of L-serine and glycine biosynthesis I","phosphoglycerate dehydrogenase activity; L-serine biosynthetic process; metabolic process; amino acid binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; NAD binding",NA,"(1 of 4) 1.1.1.95 - Phosphoglycerate dehydrogenase / Phosphoglyceric acid dehydrogenase","GO:0004617 GO:0006564 GO:0008152 GO:0016597 GO:0016616 GO:0051287 GO:0055114","","K00058","PF00389 PF01842 PF02826","PTHR10996 PTHR10996:SF159",""
"269","Manes.16G126900.v8.1",18.4400633106935,-0.660954788622302,0.17562446641685,-3.76345507039723,0.000167581846648644,0.0101173475126382,"Manes.16G126900","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 5) PTHR31194:SF4 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF003","GO:0003700 GO:0006355","","","PF00847","PTHR31194 PTHR31194:SF4","Integrase-type DNA-binding superfamily protein"
"270","Manes.17G064900.v8.1",69.8497965963514,0.279899299875016,0.0743790850421526,3.76314524057926,0.000167789687598135,0.0101173475126382,"Manes.17G064900","","","ribosome; rRNA processing; metabolic process; ribosome binding; uridylyltransferase activity",NA,"(1 of 1) PTHR11952:SF10 - RIMM-LIKE 16S RRNA PROCESSING PROTEIN","GO:0005840 GO:0006364 GO:0008152 GO:0043022 GO:0070569","KOG2388","","PF01782 PF05239","PTHR11952 PTHR11952:SF10","16S rRNA processing protein RimM family"
"271","Manes.02G144000.v8.1",514.602155467858,0.19290490788388,0.0513334989749906,3.75787569006083,0.000171361969998737,0.0101634721173052,"Manes.02G144000","","","DNA binding; protein binding; zinc ion binding",NA,"(1 of 1) PTHR12549//PTHR12549:SF12 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN // SUBFAMILY NOT NAMED","GO:0003677 GO:0005515 GO:0008270","KOG1356","K15601","PF02373 PF10497","PTHR12549 PTHR12549:SF12",""
"272","Manes.01G076500.v8.1",9.37638678152822,-0.807878435760509,0.215249672746286,-3.7532156284054,0.000174580558349268,0.0103162989498081,"Manes.01G076500","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; beta-fructofuranosidase activity; sucrose alpha-glucosidase activity; carbohydrate metabolic process","carb","(1 of 2) PTHR31953//PTHR31953:SF17 - FAMILY NOT NAMED // ACID BETA-FRUCTOFURANOSIDASE 3, VACUOLAR-RELATED","GO:0004553 GO:0004564 GO:0004575 GO:0005975","","K01193","PF00251 PF08244 PF11837","PTHR31953 PTHR31953:SF17","Glycosyl hydrolases family 32 protein"
"273","Manes.18G054800.v8.1",45.0380211936479,-0.32847187608539,0.0875891567487784,-3.75014314874051,0.00017673365023606,0.010405274579649,"Manes.18G054800","","","protein binding; zinc ion binding",NA,"(1 of 1) PTHR10579//PTHR10579:SF55 - CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","","","PF00092 PF17123","PTHR10579 PTHR10579:SF55","Zinc finger (C3HC4-type RING finger) family protein"
"274","Manes.09G018100.v8.1",490.378589622634,0.234015325079812,0.0625016001350588,3.74414934296293,0.000181005972431847,0.0106179160397703,"Manes.09G018100","","","DNA binding; ATP binding; hydrolase activity; hydrolase activity, acting on acid anhydrides",NA,"(1 of 1) K11665 - DNA helicase INO80 [EC:3.6.4.12] (INO80, INOC1)","GO:0003677 GO:0005524 GO:0016787 GO:0016817","","K11665","PF00271 PF04851 PF13892","PTHR10799 PTHR10799:SF757","INO80 ortholog"
"275","Manes.15G158600.v8.1",131.768995326495,0.149881859456344,0.0400510155220992,3.742273635325,0.000182362781544978,0.0106586072282634,"Manes.15G158600","PWY-5918; CHLOROPHYLL-SYN; HEME-BIOSYNTHESIS-II","superpathay of heme biosynthesis from glutamate; 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent); heme biosynthesis I (aerobic)","oxygen-dependent protoporphyrinogen oxidase activity; porphyrin-containing compound biosynthetic process",NA,"(1 of 1) PTHR10742:SF229 - PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC/MITOCHONDRIAL","GO:0004729 GO:0006779 GO:0055114","KOG1276","K00231","PF13450","PTHR10742 PTHR10742:SF229","Flavin containing amine oxidoreductase family"
"276","Manes.06G158000.v8.1",51.1429999198666,0.334786276881679,0.0895153308016049,3.73998815491923,0.000184028926942039,0.0107170179084761,"Manes.06G158000","","","metalloendopeptidase activity; ATP binding; proteolysis; membrane; ATP hydrolysis activity",NA,"(1 of 2) PTHR23076//PTHR23076:SF40 - METALLOPROTEASE M41 FTSH // ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 11, CHLOROPLASTIC/MITOCHONDRIAL","GO:0004222 GO:0005524 GO:0006508 GO:0016020 GO:0016887","","K08955","PF01434 PF07728","PTHR23076 PTHR23076:SF40","FTSH protease 11"
"277","Manes.15G089300.v8.1",385.170575553755,0.138955331646553,0.0371747964128942,3.7378908576445,0.000185570466289077,0.0107677765511348,"Manes.15G089300","","","",NA,"","","","","","PTHR36808 PTHR36808:SF1",""
"278","Manes.01G240000.v8.1",252.322858591778,0.262761462840246,0.0705373754277391,3.7251380739198,0.000195208344468329,0.0112458197872382,"Manes.01G240000","","","protein binding; intracellular protein transport; zinc ion binding; vesicle-mediated transport",NA,"(1 of 1) PTHR12616:SF6 - RING ZINC FINGER-CONTAINING PROTEIN","GO:0005515 GO:0006886 GO:0008270 GO:0016192","KOG2079","","PF00637 PF12816","PTHR12616 PTHR12616:SF6","transducin family protein / WD-40 repeat family protein"
"279","Manes.12G018200.v8.1",302.182312510175,0.209414977134847,0.0562065457789842,3.72581118858131,0.000194688099785769,0.0112458197872382,"Manes.12G018200","","","",NA,"(1 of 1) PTHR13140:SF312 - MYOSIN-1-RELATED","","KOG0250 KOG0962 KOG4674","","","PTHR13140 PTHR13140:SF312","(1 of 1) PTHR13140:SF312 - MYOSIN-1-RELATED"
"280","Manes.02G054400.v8.1",63.8111480718733,0.232524342250411,0.0624726344409428,3.72201915816793,0.000197636023601732,0.0112645525083356,"Manes.02G054400","","","",NA,"(1 of 4) PTHR31267//PTHR31267:SF2 - FAMILY NOT NAMED // DENTIN SIALOPHOSPHOPROTEIN-LIKE PROTEIN","","","","","PTHR31267 PTHR31267:SF2",""
"281","Manes.06G070200.v8.1",586.512433223093,0.25672658442692,0.06896024785992,3.72281992008515,0.000197010039904407,0.0112645525083356,"Manes.06G070200","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 2) PTHR24056//PTHR24056:SF45 - CELL DIVISION PROTEIN KINASE // SERINE/THREONINE-PROTEIN KINASE PRP4 HOMOLOG","GO:0004672 GO:0004713 GO:0005524 GO:0006468","","","PF07714","PTHR24056 PTHR24056:SF45","Protein kinase superfamily protein"
"282","Manes.08G105800.v8.1",318.917430655997,-0.173633268726601,0.0466334815165251,-3.72336062159699,0.000196588408748775,0.0112645525083356,"Manes.08G105800","","","",NA,"(1 of 1) PTHR23423//PTHR23423:SF35 - ORGANIC SOLUTE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED","","KOG2641","","PF03619","PTHR23423 PTHR23423:SF35","Protein of unknown function (DUF300)"
"283","Manes.01G031100.v8.1",673.240819653269,-0.44506501653192,0.119710484954153,-3.71784490474976,0.00020092955910162,0.0113639058447877,"Manes.01G031100","","","",NA,"(1 of 28) PF04398 - Protein of unknown function, DUF538 (DUF538)","","","","PF04398","PTHR31676 PTHR31676:SF5","Protein of unknown function, DUF538"
"284","Manes.12G051600.v8.1",155.657081739651,0.351232309788795,0.094490233644921,3.71712817547546,0.000201500228069713,0.0113639058447877,"Manes.12G051600","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1) PTHR24351:SF69 - AGC (CAMP-DEPENDENT, CGMP-DEPENDENT AND PROTEIN KINASE C) KINASE FAMILY PROTEIN-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0610","","PF00069 PF07714","PTHR24351 PTHR24351:SF69","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
