gene_id,locusName,Description,colors,class,gene_metabolite
Manes.02G121100.v8.1,Manes.02G121100,(1 of 1) PTHR11662//PTHR11662:SF312 - SODIUM-DEPENDENT PHOSPHATE TRANSPORTERS // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G122000.v8.1,Manes.02G122000,(1 of 3) PTHR23500:SF91 - SUGAR TRANSPORT PROTEIN 2,lightcyan,NA,gene
Manes.02G122500.v8.1,Manes.02G122500,(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2; CYTOSOLIC,black,carb,gene
Manes.02G122600.v8.1,Manes.02G122600,(1 of 2) K12872 - pre-mRNA-splicing factor RBM22/SLT11 (RBM22; SLT11),lightcyan,NA,gene
Manes.02G123000.v8.1,Manes.02G123000,(1 of 2) K04802 - proliferating cell nuclear antigen (PCNA),lightcyan,NA,gene
Manes.02G126000.v8.1,Manes.02G126000,(1 of 9) PTHR11260//PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U1-RELATED,black,NA,gene
Manes.02G126300.v8.1,Manes.02G126300,(1 of 9) PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE U1-RELATED,white,NA,gene
Manes.02G130900.v8.1,Manes.02G130900,(1 of 4) PTHR31636//PTHR31636:SF46 - FAMILY NOT NAMED // SCARECROW-LIKE PROTEIN 11-RELATED,black,NA,gene
Manes.02G134700.v8.1,Manes.02G134700,(1 of 1) PTHR11413//PTHR11413:SF50 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G139500.v8.1,Manes.02G139500,(1 of 1) PTHR19241//PTHR19241:SF158 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 23,lavenderblush2,NA,gene
Manes.02G140700.v8.1,Manes.02G140700,(1 of 4) PTHR22870//PTHR22870:SF219 - REGULATOR OF CHROMOSOME CONDENSATION // REGULATOR OF CHROMOSOME CONDENSATION (RCC1) FAMILY PROTEIN-RELATED,white,NA,gene
Manes.02G145600.v8.1,Manes.02G145600,(1 of 2) PTHR31100:SF1 - AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 17-RELATED,black,NA,gene
Manes.02G151900.v8.1,Manes.02G151900,(1 of 4) PTHR18860:SF12 - 14-3-3-LIKE PROTEIN GF14 IOTA,lightcyan,NA,gene
Manes.02G152200.v8.1,Manes.02G152200,(1 of 5) PTHR13832//PTHR13832:SF314 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 10-RELATED,white,NA,gene
Manes.02G153400.v8.1,Manes.02G153400,(1 of 46) PF05678 - VQ motif (VQ),lightcyan,NA,gene
Manes.02G155100.v8.1,Manes.02G155100,(1 of 20) PF04570 - zinc-finger of the FCS-type; C2-C2 (zf-FLZ),black,NA,gene
Manes.02G157200.v8.1,Manes.02G157200,,black,NA,gene
Manes.02G160000.v8.1,Manes.02G160000,(1 of 2) K08866 - serine/threonine-protein kinase TTK/MPS1 (TTK; MPS1),black,NA,gene
Manes.02G160900.v8.1,Manes.02G160900,(1 of 28) PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase) // S-locus glycoprotein domain (S_locus_glycop) // D-mannose binding lectin (B_lectin),plum3,NA,gene
Manes.02G161300.v8.1,Manes.02G161300,(1 of 1) KOG0231 - Junctional membrane complex protein Junctophilin and related MORN repeat proteins,lightcyan,NA,gene
Manes.02G164300.v8.1,Manes.02G164300,(1 of 1) PF14542 - GCN5-related N-acetyl-transferase (Acetyltransf_CG),lightcyan,NA,gene
Manes.02G165600.v8.1,Manes.02G165600,(1 of 1) 2.1.1.199 - 16S rRNA (cytosine(1402)-N(4))-methyltransferase,white,NA,gene
Manes.02G166900.v8.1,Manes.02G166900,(1 of 1) PTHR12383//PTHR12383:SF24 - PROTEASE FAMILY S26 MITOCHONDRIAL INNER MEMBRANE PROTEASE-RELATED // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G167000.v8.1,Manes.02G167000,(1 of 7) PTHR22950:SF205 - AMINO ACID PERMEASE 3-RELATED,plum3,NA,gene
Manes.02G167200.v8.1,Manes.02G167200,,bisque4,NA,gene
Manes.02G173300.v8.1,Manes.02G173300,(1 of 2) PTHR31636:SF10 - SCARECROW-LIKE PROTEIN 1,bisque4,NA,gene
Manes.02G175700.v8.1,Manes.02G175700,(1 of 15) PF04720 - PDDEXK-like family of unknown function (PDDEXK_6),black,NA,gene
Manes.02G176600.v8.1,Manes.02G176600,(1 of 2) PTHR33143:SF6 - F16F4.1 PROTEIN-RELATED,bisque4,NA,gene
Manes.02G177900.v8.1,Manes.02G177900,(1 of 2) K01590 - histidine decarboxylase (hdc; HDC),black,NA,gene
Manes.02G179300.v8.1,Manes.02G179300,(1 of 62) PF00892 - EamA-like transporter family (EamA),bisque4,NA,gene
Manes.02G181000.v8.1,Manes.02G181000,(1 of 3) PF02496 - ABA/WDS induced protein (ABA_WDS),plum3,NA,gene
Manes.02G181100.v8.1,Manes.02G181100,(1 of 3) 2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase,black,NA,gene
Manes.02G181900.v8.1,Manes.02G181900,(1 of 2) K10807 - ribonucleoside-diphosphate reductase subunit M1 (RRM1),black,NA,gene
Manes.02G187600.v8.1,Manes.02G187600,(1 of 2) PTHR12161//PTHR12161:SF21 - UNCHARACTERIZED DUF292 // REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN,black,NA,gene
Manes.02G188100.v8.1,Manes.02G188100,(1 of 1) PTHR11910:SF7 - F-TYPE H+-TRANSPORTING ATPASE SUBUNIT DELTA,black,NA,gene
Manes.02G188000.v8.1,Manes.02G188000,(1 of 3) KOG0296 - Angio-associated migratory cell protein (contains WD40 repeats),white,NA,gene
Manes.02G188300.v8.1,Manes.02G188300,(1 of 1) PTHR13068//PTHR13068:SF8 - CGI-12 PROTEIN-RELATED // EXPRESSED PROTEIN,white,NA,gene
Manes.02G192400.v8.1,Manes.02G192400,(1 of 2) PTHR19241//PTHR19241:SF225 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 25,lightcyan,NA,gene
Manes.02G199700.v8.1,Manes.02G199700,(1 of 1) PTHR10996:SF108 - D-ISOMER SPECIFIC 2-HYDROXYACID DEHYDROGENASE-LIKE PROTEIN,black,NA,gene
Manes.02G202900.v8.1,Manes.02G202900,(1 of 8) 1.6.5.9 - NADH:ubiquinone reductase (non-electrogenic) / Ubiquinone reductase,black,NA,gene
Manes.02G206150.v8.1,Manes.02G206150,(1 of 13) PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC) // Leucine Rich Repeat (LRR_3) // TIR domain (TIR_2),black,NA,gene
Manes.02G218100.v8.1,Manes.02G218100,(1 of 1) PTHR32370:SF17 - ROOT PHOTOTROPISM PROTEIN 2,black,NA,gene
Manes.02G217700.v8.1,Manes.02G217700,(1 of 3) K02866 - large subunit ribosomal protein L10e (RP-L10e; RPL10),bisque4,NA,gene
Manes.02G220100.v8.1,Manes.02G220100,(1 of 1) PTHR13734//PTHR13734:SF42 - TRNA-NUCLEOTIDYLTRANSFERASE/POLY A  POLYMERASE FAMILY MEMBER // SUBFAMILY NOT NAMED,lavenderblush2,NA,gene
Manes.02G223600.v8.1,Manes.02G223600,(1 of 4) KOG2358 - NifU-like domain-containing proteins,lavenderblush2,NA,gene
Manes.03G003400.v8.1,Manes.03G003400,(1 of 2) K09613 - COP9 signalosome complex subunit 5 [EC:3.4.-.-] (COPS5; CSN5),skyblue4,NA,gene
Manes.03G005300.v8.1,Manes.03G005300,(1 of 1) PTHR11132//PTHR11132:SF47 - SOLUTE CARRIER FAMILY 35 // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G006900.v8.1,Manes.03G006900,(1 of 1) PTHR11566//PTHR11566:SF84 - DYNAMIN // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G007100.v8.1,Manes.03G007100,(1 of 3) 2.4.1.46 - Monogalactosyldiacylglycerol synthase / Uridine diphosphogalactose-1;2-diacylglycerol galactosyltransferase,lightcyan,NA,gene
Manes.03G007500.v8.1,Manes.03G007500,(1 of 2) K12842 - U2-associated protein SR140 (SR140),black,NA,gene
Manes.03G010900.v8.1,Manes.03G010900,(1 of 2) PTHR12378//PTHR12378:SF12 - UNCHARACTERIZED // EXPRESSED PROTEIN,white,NA,gene
Manes.03G011000.v8.1,Manes.03G011000,(1 of 5) PTHR31194:SF4 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF003,lightcyan,NA,gene
Manes.03G013000.v8.1,Manes.03G013000,(1 of 4) K15289 - solute carrier family 35; member F5 (SLC35F5),black,NA,gene
Manes.03G015700.v8.1,Manes.03G015700,(1 of 1) PTHR21011//PTHR21011:SF5 - MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S6 // GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MVE11,black,NA,gene
Manes.03G018700.v8.1,Manes.03G018700,(1 of 1) PTHR19241//PTHR19241:SF274 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED,bisque4,NA,gene
Manes.03G021100.v8.1,Manes.03G021100,(1 of 32) PF00083 - Sugar (and other) transporter (Sugar_tr),black,NA,gene
Manes.03G026000.v8.1,Manes.03G026000,(1 of 2) PTHR10209:SF146 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED,lightcyan,NA,gene
Manes.03G028900.v8.1,Manes.03G028900,(1 of 2) PTHR31079//PTHR31079:SF3 - FAMILY NOT NAMED // NAC DOMAIN CONTAINING PROTEIN 75-RELATED,black,NA,gene
Manes.03G029300.v8.1,Manes.03G029300,(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED,bisque4,carb,gene
Manes.03G030300.v8.1,Manes.03G030300,(1 of 3) K02910 - large subunit ribosomal protein L31e (RP-L31e; RPL31),black,NA,gene
Manes.03G032600.v8.1,Manes.03G032600,(1 of 2) PTHR32191:SF0 - TETRASPANIN-2,black,NA,gene
Manes.03G035200.v8.1,Manes.03G035200,(1 of 4) K03553 - recombination protein RecA (recA),white,NA,gene
Manes.03G037900.v8.1,Manes.03G037900,(1 of 1) PTHR22870//PTHR22870:SF166//PTHR22870:SF219 - REGULATOR OF CHROMOSOME CONDENSATION // PROTEIN RCC2 // REGULATOR OF CHROMOSOME CONDENSATION (RCC1) FAMILY PROTEIN-RELATED,lightcyan,NA,gene
Manes.03G038100.v8.1,Manes.03G038100,(1 of 4) K12191 - charged multivesicular body protein 2A (CHMP2A),black,NA,gene
Manes.03G039100.v8.1,Manes.03G039100,(1 of 2) PTHR24282//PTHR24282:SF29 - CYTOCHROME P450 FAMILY MEMBER // CYTOCHROME P450 72C1,plum3,NA,gene
Manes.03G042600.v8.1,Manes.03G042600,(1 of 20) PF04570 - zinc-finger of the FCS-type; C2-C2 (zf-FLZ),black,NA,gene
Manes.03G045000.v8.1,Manes.03G045000,(1 of 4) KOG1843 - Uncharacterized conserved protein,white,NA,gene
Manes.03G045200.v8.1,Manes.03G045200,(1 of 5) K11975 - E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19] (RNF144),black,NA,gene
Manes.03G045500.v8.1,Manes.03G045500,(1 of 1) K04482 - DNA repair protein RAD51 (RAD51),lightcyan,NA,gene
Manes.03G048300.v8.1,Manes.03G048300,(1 of 25) PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),black,NA,gene
Manes.03G052800.v8.1,Manes.03G052800,(1 of 7) PTHR10641:SF459 - TRANSCRIPTION FACTOR TT2,black,NA,gene
Manes.03G055200.v8.1,Manes.03G055200,(1 of 3) PTHR33077:SF5 - PROTEIN TIFY 3A-RELATED,white,NA,gene
Manes.03G055400.v8.1,Manes.03G055400,(1 of 2) PTHR32133//PTHR32133:SF124 - FAMILY NOT NAMED // F-BOX ONLY PROTEIN 13,black,NA,gene
Manes.03G058100.v8.1,Manes.03G058100,(1 of 39) K01188 - beta-glucosidase (E3.2.1.21),bisque4,NA,gene
Manes.03G060100.v8.1,Manes.03G060100,(1 of 1) PTHR10055//PTHR10055:SF9 - TRYPTOPHANYL-TRNA SYNTHETASE // PROTEIN OVULE ABORTION 4,bisque4,NA,gene
Manes.03G061400.v8.1,Manes.03G061400,(1 of 5) 4.1.3.38 - Aminodeoxychorismate lyase / Enzyme X,white,NA,gene
Manes.03G066340.v8.1,Manes.03G066340,(1 of 1) K02349 - DNA polymerase theta [EC:2.7.7.7] (POLQ),lavenderblush2,NA,gene
Manes.03G068582.v8.1,Manes.03G068582,(1 of 2) PTHR33102//PTHR33102:SF12 - FAMILY NOT NAMED // DVL10,black,NA,gene
Manes.03G068700.v8.1,Manes.03G068700,(1 of 28) PF04398 - Protein of unknown function; DUF538 (DUF538),lightcyan,NA,gene
Manes.03G069800.v8.1,Manes.03G069800,(1 of 2) PTHR27000//PTHR27000:SF121 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE BAM3,plum3,NA,gene
Manes.03G073800.v8.1,Manes.03G073800,(1 of 1) K01047 - secretory phospholipase A2 (PLA2G; SPLA2),black,NA,gene
Manes.03G074800.v8.1,Manes.03G074800,(1 of 5) 3.6.3.54 - Cu(+) exporting ATPase,lightcyan,NA,gene
Manes.03G074000.v8.1,Manes.03G074000,(1 of 1) 2.7.7.23//2.7.7.83 - UDP-N-acetylglucosamine diphosphorylase / UDP-N-acetylglucosamine pyrophosphorylase // UDP-N-acetylgalactosamine diphosphorylase,white,NA,gene
Manes.03G075600.v8.1,Manes.03G075600,(1 of 5) PTHR11040//PTHR11040:SF59 - ZINC/IRON TRANSPORTER // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G082162.v8.1,Manes.03G082162,(1 of 16) K01537 - Ca2+-transporting ATPase (E3.6.3.8),black,NA,gene
Manes.03G081362.v8.1,Manes.03G081362,(1 of 1) K14696 - solute carrier family 30 (zinc transporter); member 9 (SLC30A9; ZNT9),lightcyan,NA,gene
Manes.03G096800.v8.1,Manes.03G096800,(1 of 3) 3.5.1.14 - N-acyl-aliphatic-L-amino acid amidohydrolase / N-acyl-L-amino-acid amidohydrolase,bisque4,NA,gene
Manes.03G096516.v8.1,Manes.03G096516,,lightcyan,NA,gene
Manes.03G098333.v8.1,Manes.03G098333,(1 of 3) PTHR10527//PTHR10527:SF29 - IMPORTIN BETA // SUBFAMILY NOT NAMED,plum3,NA,gene
Manes.03G088200.v8.1,Manes.03G088200,(1 of 28) PF04398 - Protein of unknown function; DUF538 (DUF538),skyblue4,NA,gene
Manes.03G089100.v8.1,Manes.03G089100,(1 of 1) PTHR10629:SF28 - DNA (CYTOSINE-5)-METHYLTRANSFERASE CMT3,plum3,NA,gene
Manes.03G089300.v8.1,Manes.03G089300,(1 of 3) 1.14.13.39 - Nitric-oxide synthase (NADPH) / NO synthase,black,NA,gene
Manes.03G083900.v8.1,Manes.03G083900,(1 of 1) K14066 - geranyl diphosphate synthase (GPS),lavenderblush2,carot,gene
Manes.03G078500.v8.1,Manes.03G078500,(1 of 1) PTHR33405//PTHR33405:SF6 - FAMILY NOT NAMED // PROTEIN FLX-LIKE 1,black,NA,gene
Manes.03G079200.v8.1,Manes.03G079200,(1 of 1) PTHR23272//PTHR23272:SF13 - BED FINGER-RELATED // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G092700.v8.1,Manes.03G092700,(1 of 3) KOG4491 - Predicted membrane protein,lightcyan,NA,gene
Manes.03G092500.v8.1,Manes.03G092500,(1 of 1) PTHR32285:SF58 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 41,black,NA,gene
Manes.03G100000.v8.1,Manes.03G100000,(1 of 11) PF04859 - Plant protein of unknown function (DUF641) (DUF641),black,NA,gene
Manes.03G101700.v8.1,Manes.03G101700,(1 of 2) PTHR31165//PTHR31165:SF9 - FAMILY NOT NAMED // PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 7-RELATED,lightcyan,NA,gene
Manes.03G102000.v8.1,Manes.03G102000,(1 of 1) K03846 - alpha-1;2-mannosyltransferase (ALG9),black,NA,gene
Manes.03G103200.v8.1,Manes.03G103200,(1 of 6) K00026 - malate dehydrogenase (MDH2),bisque4,carb,gene
Manes.03G104300.v8.1,Manes.03G104300,(1 of 4) KOG3214 - Uncharacterized Zn ribbon-containing protein,black,NA,gene
Manes.03G109100.v8.1,Manes.03G109100,(1 of 2) PTHR11206:SF78 - MATE EFFLUX FAMILY PROTEIN ALF5-RELATED,bisque4,NA,gene
Manes.03G111200.v8.1,Manes.03G111200,(1 of 1) PTHR11926//PTHR11926:SF366 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G112900.v8.1,Manes.03G112900,(1 of 49) PF00560//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat (LRR_8),lightcyan,NA,gene
Manes.03G115300.v8.1,Manes.03G115300,(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1),black,NA,gene
Manes.03G125450.v8.1,Manes.03G125450,,plum3,NA,gene
Manes.03G137106.v8.1,Manes.03G137106,(1 of 7) K12160 - small ubiquitin-related modifier (SUMO; SMT3),lightcyan,NA,gene
Manes.03G136600.v8.1,Manes.03G136600,(1 of 1) PTHR30560:SF3 - TRIGGER FACTOR-LIKE PROTEIN TIG,white,NA,gene
Manes.03G135800.v8.1,Manes.03G135800,(1 of 2) K15423 - serine/threonine-protein phosphatase 4 catalytic subunit (PPP4C),lightcyan,NA,gene
Manes.03G140301.v8.1,Manes.03G140301,(1 of 3) PTHR34947:SF2 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MJG19,black,NA,gene
Manes.03G141900.v8.1,Manes.03G141900,(1 of 2) K01148 - poly(A)-specific ribonuclease (PARN),white,NA,gene
Manes.03G142000.v8.1,Manes.03G142000,(1 of 13) PF05627 - Cleavage site for pathogenic type III effector avirulence factor Avr (AvrRpt-cleavage),white,NA,gene
Manes.03G146500.v8.1,Manes.03G146500,(1 of 1) PTHR22957//PTHR22957:SF329 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED,black,NA,gene
Manes.03G150200.v8.1,Manes.03G150200,(1 of 2) 2.3.1.16 - Acetyl-CoA C-acyltransferase / Beta-ketothiolase,white,NA,gene
Manes.03G150400.v8.1,Manes.03G150400,(1 of 2) PTHR10543//PTHR10543:SF48 - BETA-CAROTENE DIOXYGENASE // 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED6; CHLOROPLASTIC,skyblue4,carot,gene
Manes.03G152100.v8.1,Manes.03G152100,(1 of 44) PF03140 - Plant protein of unknown function (DUF247),black,NA,gene
Manes.03G152200.v8.1,Manes.03G152200,(1 of 4) PTHR11732:SF14 - HYPERKINETIC; ISOFORM M,lavenderblush2,NA,gene
Manes.03G155100.v8.1,Manes.03G155100,(1 of 1) PTHR12966//PTHR12966:SF0 - NADH DEHYDROGENASE  UBIQUINONE  1 ALPHA SUBCOMPLEX SUBUNIT 13 // NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 13,black,NA,gene
Manes.03G158300.v8.1,Manes.03G158300,(1 of 4) PTHR31734:SF6 - AUXIN-RESPONSIVE PROTEIN IAA10-RELATED,black,NA,gene
Manes.03G160100.v8.1,Manes.03G160100,(1 of 2) PTHR35709//PTHR35709:SF1 - FAMILY NOT NAMED // PROTEIN PROTON GRADIENT REGULATION 5; CHLOROPLASTIC,white,NA,gene
Manes.03G160600.v8.1,Manes.03G160600,(1 of 11) K14411 - RNA-binding protein Musashi (MSI),lightcyan,NA,gene
Manes.03G162900.v8.1,Manes.03G162900,(1 of 2) K02875 - large subunit ribosomal protein L14e (RP-L14e; RPL14),black,NA,gene
Manes.03G170200.v8.1,Manes.03G170200,(1 of 1) K01303 - acylaminoacyl-peptidase [EC:3.4.19.1] (APEH),lavenderblush2,NA,gene
Manes.03G173100.v8.1,Manes.03G173100,(1 of 1) PTHR12895:SF9 - DYMECLIN,black,NA,gene
Manes.03G173700.v8.1,Manes.03G173700,(1 of 1) PTHR33428//PTHR33428:SF1 - FAMILY NOT NAMED // CHLOROPHYLLASE-2; CHLOROPLASTIC,black,NA,gene
Manes.03G177300.v8.1,Manes.03G177300,,black,NA,gene
Manes.03G182300.v8.1,Manes.03G182300,(1 of 2) PTHR22763:SF65 - E3 UBIQUITIN-PROTEIN LIGASE RHF1A,plum3,NA,gene
Manes.03G186900.v8.1,Manes.03G186900,(1 of 599) PF13041 - PPR repeat family (PPR_2),black,NA,gene
Manes.03G188200.v8.1,Manes.03G188200,(1 of 2) KOG1003//KOG4172 - Actin filament-coating protein tropomyosin // Predicted E3 ubiquitin ligase,white,NA,gene
Manes.03G193100.v8.1,Manes.03G193100,(1 of 2) PTHR10209//PTHR10209:SF169 - OXIDOREDUCTASE; 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED,lightcyan,NA,gene
Manes.03G194800.v8.1,Manes.03G194800,(1 of 5) PTHR33136:SF5 - PROTEIN RALF-LIKE 1-RELATED,black,NA,gene
Manes.03G199300.v8.1,Manes.03G199300,(1 of 47) K09286 - EREBP-like factor (EREBP),black,NA,gene
Manes.03G201200.v8.1,Manes.03G201200,(1 of 2) PTHR35487//PTHR35487:SF1 - FAMILY NOT NAMED // F3E22.11 PROTEIN,plum3,NA,gene
Manes.03G201600.v8.1,Manes.03G201600,(1 of 2) PTHR21726:SF29 - F1O19.10 PROTEIN,plum3,NA,gene
Manes.03G202100.v8.1,Manes.03G202100,(1 of 599) PF13041 - PPR repeat family (PPR_2),lightcyan,NA,gene
Manes.03G203400.v8.1,Manes.03G203400,(1 of 2) K10578 - ubiquitin-conjugating enzyme E2 J1 (UBE2J1; NCUBE1; UBC6),lightcyan,NA,gene
Manes.03G205700.v8.1,Manes.03G205700,(1 of 2) PTHR13832:SF325 - PROTEIN PHOSPHATASE 2C 42-RELATED,lightcyan,NA,gene
Manes.03G206101.v8.1,Manes.03G206101,,skyblue4,NA,gene
Manes.03G206400.v8.1,Manes.03G206400,(1 of 2) PTHR31221//PTHR31221:SF13 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 48-RELATED,black,NA,gene
Manes.03G207600.v8.1,Manes.03G207600,(1 of 5) PF13668 - Ferritin-like domain (Ferritin_2),black,NA,gene
Manes.04G000400.v8.1,Manes.04G000400,(1 of 4) K06620 - transcription factor E2F3 (E2F3),black,NA,gene
Manes.04G001400.v8.1,Manes.04G001400,,black,NA,gene
Manes.04G001800.v8.1,Manes.04G001800,(1 of 2) PTHR21136//PTHR21136:SF101 - SNARE PROTEINS // VESICLE-ASSOCIATED MEMBRANE PROTEIN 714,skyblue4,NA,gene
Manes.04G002500.v8.1,Manes.04G002500,,skyblue4,NA,gene
Manes.04G002800.v8.1,Manes.04G002800,(1 of 1) K12251 - N-carbamoylputrescine amidase (aguB),lavenderblush2,NA,gene
Manes.04G008000.v8.1,Manes.04G008000,(1 of 15) PF05910 - Plant protein of unknown function (DUF868) (DUF868),lightcyan,NA,gene
Manes.04G008200.v8.1,Manes.04G008200,(1 of 2) PTHR11119:SF28 - NUCLEOBASE-ASCORBATE TRANSPORTER 12,lightcyan,NA,gene
Manes.04G009800.v8.1,Manes.04G009800,(1 of 1) PTHR22950:SF319 - GABA TRANSPORTER 1,bisque4,NA,gene
Manes.04G009900.v8.1,Manes.04G009900,(1 of 41) PF03479 - Domain of unknown function (DUF296) (DUF296),lavenderblush2,NA,gene
Manes.04G010800.v8.1,Manes.04G010800,(1 of 1) K15365 - RecQ-mediated genome instability protein 2 (RMI2),white,NA,gene
Manes.04G014300.v8.1,Manes.04G014300,(1 of 4) K16298 - serine carboxypeptidase-like clade IV [EC:3.4.16.-] (SCPL-IV),lightcyan,NA,gene
Manes.04G016700.v8.1,Manes.04G016700,(1 of 37) PF03634 - TCP family transcription factor (TCP),black,NA,gene
Manes.04G024500.v8.1,Manes.04G024500,(1 of 1) K03142 - transcription initiation factor TFIIH subunit 2 (TFIIH2; GTF2H2; SSL1),black,NA,gene
Manes.04G028300.v8.1,Manes.04G028300,(1 of 2) PTHR24115:SF515 - KINESIN MOTOR PROTEIN-RELATED PROTEIN-RELATED,plum3,NA,gene
Manes.04G029100.v8.1,Manes.04G029100,(1 of 2) K12605 - CCR4-NOT transcription complex subunit 2 (CNOT2; NOT2),lightcyan,NA,gene
Manes.04G032300.v8.1,Manes.04G032300,,black,NA,gene
Manes.04G034100.v8.1,Manes.04G034100,(1 of 8) PF05056 - Protein of unknown function (DUF674) (DUF674),black,NA,gene
Manes.04G034200.v8.1,Manes.04G034200,(1 of 2) PTHR24128:SF14 - E3 UBIQUITIN-PROTEIN LIGASE XBAT31-RELATED,lavenderblush2,NA,gene
Manes.04G038600.v8.1,Manes.04G038600,(1 of 1) PTHR10366//PTHR10366:SF386 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // 3BETA-HYDROXYSTEROID-DEHYDROGENASE/DECARBOXYLASE ISOFORM 3,lavenderblush2,NA,gene
Manes.04G046000.v8.1,Manes.04G046000,(1 of 6) PF00630 - Filamin/ABP280 repeat (Filamin),bisque4,NA,gene
Manes.04G048800.v8.1,Manes.04G048800,,black,NA,gene
Manes.04G063200.v8.1,Manes.04G063200,(1 of 1) PTHR24115//PTHR24115:SF388 - FAMILY NOT NAMED // KINESIN FAMILY MEMBER C1,plum3,NA,gene
Manes.04G067300.v8.1,Manes.04G067300,(1 of 1) PTHR34555//PTHR34555:SF1 - FAMILY NOT NAMED // INTEGRAL MEMBRANE PROTEIN HEMOLYSIN-III LIKE PROTEIN,lightcyan,NA,gene
Manes.04G064801.v8.1,Manes.04G064801,,black,NA,gene
Manes.04G068800.v8.1,Manes.04G068800,(1 of 1) PTHR11709//PTHR11709:SF64 - MULTI-COPPER OXIDASE // MULTI-COPPER OXIDASE TYPE I FAMILY PROTEIN-RELATED,black,NA,gene
Manes.04G071100.v8.1,Manes.04G071100,(1 of 1) PTHR12956//PTHR12956:SF22 - ALKALINE CERAMIDASE-RELATED // SUBFAMILY NOT NAMED,white,NA,gene
Manes.04G071600.v8.1,Manes.04G071600,(1 of 1) K13091 - RNA-binding protein 39 (RBM39; RNPC2),lavenderblush2,NA,gene
Manes.04G076400.v8.1,Manes.04G076400,(1 of 3) K10727 - chromatin licensing and DNA replication factor 1 (CDT1),black,NA,gene
Manes.04G075700.v8.1,Manes.04G075700,(1 of 6) PTHR24072:SF171 - RAC-LIKE GTP-BINDING PROTEIN ARAC4-RELATED,white,NA,gene
Manes.04G074700.v8.1,Manes.04G074700,(1 of 4) PF06911 - Senescence-associated protein (Senescence),black,NA,gene
Manes.04G072700.v8.1,Manes.04G072700,(1 of 1) PTHR31048//PTHR31048:SF40 - FAMILY NOT NAMED // PATHOGENESIS-RELATED THAUMATIN-LIKE PROTEIN,black,NA,gene
Manes.04G081500.v8.1,Manes.04G081500,(1 of 91) K14488 - SAUR family protein (SAUR),black,NA,gene
Manes.04G087332.v8.1,Manes.04G087332,(1 of 2) PTHR24078//PTHR24078:SF219 - DNAJ HOMOLOG SUBFAMILY C MEMBER // DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN,bisque4,NA,gene
