gene_id,locusName,Description,colors,class,gene_metabolite
Manes.04G043500.v8.1,Manes.04G043500,(1 of 2) 2.6.99.4 - Transferred entry: 2.3.1.234,magenta,NA,gene
Manes.04G042909.v8.1,Manes.04G042909,,yellow,NA,gene
Manes.04G048700.v8.1,Manes.04G048700,(1 of 1) PTHR23139//PTHR23139:SF62 - RNA-BINDING PROTEIN // SUBFAMILY NOT NAMED,red,NA,gene
Manes.04G048900.v8.1,Manes.04G048900,(1 of 4) KOG1743 - Ferric reductase-like proteins,red,NA,gene
Manes.04G050100.v8.1,Manes.04G050100,(1 of 3) K12471 - epsin (EPN),red,NA,gene
Manes.04G050400.v8.1,Manes.04G050400,(1 of 1) PTHR23077:SF54 - CELL DIVISION CONTROL PROTEIN 48 HOMOLOG B,red,NA,gene
Manes.04G050600.v8.1,Manes.04G050600,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),yellow,NA,gene
Manes.04G054500.v8.1,Manes.04G054500,(1 of 2) PTHR16223:SF10 - TRANSCRIPTION FACTOR BHLH128-RELATED,red,NA,gene
Manes.04G054200.v8.1,Manes.04G054200,(1 of 1) PTHR10869:SF42 - PROLYL-4 HYDROXYLASE,magenta,NA,gene
Manes.04G058800.v8.1,Manes.04G058800,(1 of 1) K00999 - CDP-diacylglycerol--inositol 3-phosphatidyltransferase (CDIPT),red,NA,gene
Manes.04G056600.v8.1,Manes.04G056600,(1 of 2) PTHR24411//PTHR24411:SF35 - FAMILY NOT NAMED // BTB/POZ AND MATH DOMAIN-CONTAINING PROTEIN 1-RELATED,red,NA,gene
Manes.04G040700.v8.1,Manes.04G040700,(1 of 3) 2.1.1.14 - 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase / Tetrahydropteroylglutamate-homocysteine transmethylase,yellow,NA,gene
Manes.04G054800.v8.1,Manes.04G054800,(1 of 1) K16573 - gamma-tubulin complex component 6 (TUBGCP6; GCP6),magenta,NA,gene
Manes.04G058600.v8.1,Manes.04G058600,(1 of 1) K09658 - dolichyl-phosphate mannosyltransferase polypeptide 2; regulatory subunit (DPM2),magenta,NA,gene
Manes.04G058300.v8.1,Manes.04G058300,(1 of 1) PTHR22952//PTHR22952:SF175 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,red,NA,gene
Manes.04G059400.v8.1,Manes.04G059400,(1 of 2) 3.6.4.9 - Chaperonin ATPase / Chaperonin,magenta,NA,gene
Manes.04G059650.v8.1,Manes.04G059650,(1 of 1) K17500 - integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16] (ILKAP),red,NA,gene
Manes.04G063300.v8.1,Manes.04G063300,(1 of 7) K02935 - large subunit ribosomal protein L7/L12 (RP-L7; MRPL12; rplL),magenta,NA,gene
Manes.04G063962.v8.1,Manes.04G063962,(1 of 2) PTHR23002//PTHR23002:SF69 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED,magenta,NA,gene
Manes.04G066500.v8.1,Manes.04G066500,(1 of 3) K01872 - alanyl-tRNA synthetase (AARS; alaS),red,NA,gene
Manes.04G068400.v8.1,Manes.04G068400,(1 of 57) PF02298 - Plastocyanin-like domain (Cu_bind_like),yellow,NA,gene
Manes.04G068900.v8.1,Manes.04G068900,(1 of 2) PTHR33101:SF6 - ROP GUANINE NUCLEOTIDE EXCHANGE FACTOR 1,red,NA,gene
Manes.04G071600.v8.1,Manes.04G071600,(1 of 1) K13091 - RNA-binding protein 39 (RBM39; RNPC2),red,NA,gene
Manes.04G076160.v8.1,Manes.04G076160,(1 of 1) PF00179//PF05773 - Ubiquitin-conjugating enzyme (UQ_con) // RWD domain (RWD),red,NA,gene
Manes.04G074700.v8.1,Manes.04G074700,(1 of 4) PF06911 - Senescence-associated protein (Senescence),yellow,NA,gene
Manes.04G072700.v8.1,Manes.04G072700,(1 of 1) PTHR31048//PTHR31048:SF40 - FAMILY NOT NAMED // PATHOGENESIS-RELATED THAUMATIN-LIKE PROTEIN,yellow,NA,gene
Manes.04G078866.v8.1,Manes.04G078866,(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9,yellow,NA,gene
Manes.04G087200.v8.1,Manes.04G087200,(1 of 1) PF01041 - DegT/DnrJ/EryC1/StrS aminotransferase family (DegT_DnrJ_EryC1),magenta,NA,gene
Manes.04G091600.v8.1,Manes.04G091600,,red,NA,gene
Manes.04G093600.v8.1,Manes.04G093600,(1 of 2) PTHR13052//PTHR13052:SF2 - NFRKB-RELATED // SUBFAMILY NOT NAMED,red,NA,gene
Manes.04G094400.v8.1,Manes.04G094400,(1 of 2) PF00098//PF06839 - Zinc knuckle (zf-CCHC) // GRF zinc finger (zf-GRF),yellow,NA,gene
Manes.04G096600.v8.1,Manes.04G096600,(1 of 3) PTHR31062//PTHR31062:SF15 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 4-RELATED,magenta,NA,gene
Manes.04G097500.v8.1,Manes.04G097500,(1 of 5) K11975 - E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19] (RNF144),yellow,NA,gene
Manes.04G097700.v8.1,Manes.04G097700,(1 of 7) PTHR11685//PTHR11685:SF149 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.04G106200.v8.1,Manes.04G106200,(1 of 2) 5.4.99.39//5.4.99.41 - Beta-amyrin synthase / 2;3-oxidosqualene beta-amyrin cyclase // Lupeol synthase,red,NA,gene
Manes.04G111000.v8.1,Manes.04G111000,(1 of 3) PTHR10666//PTHR10666:SF150 - UBIQUITIN // POLYUBIQUITIN 3,yellow,NA,gene
Manes.04G113300.v8.1,Manes.04G113300,(1 of 2) PTHR27002:SF31 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE SD2-5,yellow,NA,gene
Manes.04G114400.v8.1,Manes.04G114400,(1 of 21) PF01477 - PLAT/LH2 domain (PLAT),yellow,NA,gene
Manes.04G115000.v8.1,Manes.04G115000,(1 of 3) PF04134 - Protein of unknown function; DUF393 (DUF393),red,NA,gene
Manes.04G115200.v8.1,Manes.04G115200,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),yellow,NA,gene
Manes.04G118500.v8.1,Manes.04G118500,(1 of 3) K13137 - serine-threonine kinase receptor-associated protein (STRAP; UNRIP),magenta,NA,gene
Manes.04G122700.v8.1,Manes.04G122700,(1 of 3) K17302 - coatomer; subunit beta' (COPB2; SEC27),yellow,NA,gene
Manes.04G124200.v8.1,Manes.04G124200,(1 of 4) PF02798//PF14497 - Glutathione S-transferase; N-terminal domain (GST_N) // Glutathione S-transferase; C-terminal domain (GST_C_3),yellow,NA,gene
Manes.04G124300.v8.1,Manes.04G124300,(1 of 14) PTHR11260//PTHR11260:SF317 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.04G124400.v8.1,Manes.04G124400,(1 of 3) PTHR12161//PTHR12161:SF14 - UNCHARACTERIZED DUF292 // REGULATOR OF VPS4,yellow,NA,gene
Manes.04G125300.v8.1,Manes.04G125300,(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED,red,NA,gene
Manes.04G125700.v8.1,Manes.04G125700,(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED,magenta,NA,gene
Manes.04G126101.v8.1,Manes.04G126101,(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED,magenta,NA,gene
Manes.04G126600.v8.1,Manes.04G126600,(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED,magenta,NA,gene
Manes.04G127000.v8.1,Manes.04G127000,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,magenta,NA,gene
Manes.04G127533.v8.1,Manes.04G127533,(1 of 20) PTHR27001//PTHR27001:SF27 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK15,yellow,NA,gene
Manes.04G128900.v8.1,Manes.04G128900,(1 of 1) PTHR18929:SF59 - PROTEIN DISULFIDE ISOMERASE-LIKE 1-5-RELATED,magenta,NA,gene
Manes.04G135800.v8.1,Manes.04G135800,(1 of 3) PTHR24012:SF455 - POLYADENYLATE-BINDING PROTEIN 7,yellow,NA,gene
Manes.04G137200.v8.1,Manes.04G137200,(1 of 9) K07874 - Ras-related protein Rab-1A (RAB1A),magenta,NA,gene
Manes.04G139000.v8.1,Manes.04G139000,,magenta,NA,gene
Manes.04G139900.v8.1,Manes.04G139900,(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2),magenta,NA,gene
Manes.04G141400.v8.1,Manes.04G141400,(1 of 18) PF12023 - Domain of unknown function (DUF3511) (DUF3511),yellow,NA,gene
Manes.04G141600.v8.1,Manes.04G141600,(1 of 2) 2.3.1.97 - Glycylpeptide N-tetradecanoyltransferase / Peptide N-tetradecanoyltransferase,yellow,NA,gene
Manes.04G143000.v8.1,Manes.04G143000,(1 of 2) PTHR22870//PTHR22870:SF166 - REGULATOR OF CHROMOSOME CONDENSATION // PROTEIN RCC2,yellow,NA,gene
Manes.04G143700.v8.1,Manes.04G143700,(1 of 2) PTHR21717:SF25 - MYB FAMILY TRANSCRIPTION FACTOR TRFL6-RELATED,red,NA,gene
Manes.04G145200.v8.1,Manes.04G145200,(1 of 2) PTHR31636//PTHR31636:SF40 - FAMILY NOT NAMED // SCARECROW-LIKE PROTEIN 29,magenta,NA,gene
Manes.04G148000.v8.1,Manes.04G148000,(1 of 4) K13201 - nucleolysin TIA-1/TIAR (TIA1; TIAL1),red,NA,gene
Manes.04G149500.v8.1,Manes.04G149500,(1 of 2) PTHR11200//PTHR11200:SF122 - INOSITOL 5-PHOSPHATASE // PHOSPHOINOSITIDE PHOSPHATASE SAC3-RELATED,yellow,NA,gene
Manes.04G150100.v8.1,Manes.04G150100,(1 of 2) PTHR31190:SF4 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF071-RELATED,red,NA,gene
Manes.04G154450.v8.1,Manes.04G154450,,magenta,NA,gene
Manes.04G154500.v8.1,Manes.04G154500,(1 of 10) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3),yellow,NA,gene
Manes.04G154600.v8.1,Manes.04G154600,(1 of 4) K12183 - ESCRT-I complex subunit TSG101 (TSG101; STP22; VPS23),yellow,NA,gene
Manes.04G155400.v8.1,Manes.04G155400,(1 of 2) PTHR11413//PTHR11413:SF55 - CYSTATIN FAMILY MEMBER // CYSTEINE PROTEINASE INHIBITOR 6,yellow,NA,gene
Manes.04G161200.v8.1,Manes.04G161200,(1 of 2) K15498 - serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16] (PPP6C),red,NA,gene
Manes.04G161300.v8.1,Manes.04G161300,(1 of 2) K01354 - oligopeptidase B (ptrB),yellow,NA,gene
Manes.04G161500.v8.1,Manes.04G161500,(1 of 6) PF03097 - BRO1-like domain (BRO1),red,NA,gene
Manes.05G002300.v8.1,Manes.05G002300,(1 of 2) PTHR23241//PTHR23241:SF55 - LATE EMBRYOGENESIS ABUNDANT  PLANTS  LEA-RELATED // SUBFAMILY NOT NAMED,red,NA,gene
Manes.05G003000.v8.1,Manes.05G003000,(1 of 1) PTHR37194:SF1 - T2E6.9,red,NA,gene
Manes.05G004000.v8.1,Manes.05G004000,(1 of 2) PTHR22884//PTHR22884:SF237 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),yellow,NA,gene
Manes.05G006900.v8.1,Manes.05G006900,(1 of 1) PTHR11071:SF247 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE D,yellow,NA,gene
Manes.05G005364.v8.1,Manes.05G005364,(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9,yellow,NA,gene
Manes.05G005300.v8.1,Manes.05G005300,(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9,yellow,NA,gene
Manes.05G005340.v8.1,Manes.05G005340,(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9,yellow,NA,gene
Manes.05G017100.v8.1,Manes.05G017100,(1 of 2) PTHR31989:SF45 - NAC DOMAIN-CONTAINING PROTEIN 43-RELATED,yellow,NA,gene
Manes.05G018300.v8.1,Manes.05G018300,(1 of 1) PTHR23177:SF24 - RHO GTPASE-ACTIVATING PROTEIN 3-RELATED,red,NA,gene
Manes.05G020000.v8.1,Manes.05G020000,(1 of 2) PTHR10891//PTHR10891:SF624 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN KIC,yellow,NA,gene
Manes.05G022900.v8.1,Manes.05G022900,(1 of 5) 2.3.1.20//2.3.1.75 - Diacylglycerol O-acyltransferase / Diglyceride acyltransferase // Long-chain-alcohol O-fatty-acyltransferase / Wax synthase,yellow,NA,gene
Manes.05G030450.v8.1,Manes.05G030450,(1 of 6) PF10184 - Uncharacterized conserved protein (DUF2358) (DUF2358),magenta,NA,gene
Manes.05G034000.v8.1,Manes.05G034000,(1 of 2) PTHR37695:SF1 - RECOMBINATION INITIATION DEFECTS 3-RELATED,red,NA,gene
Manes.05G035200.v8.1,Manes.05G035200,(1 of 2) K01068 - acyl-coenzyme A thioesterase 1/2/4 (ACOT1_2_4),yellow,NA,gene
Manes.05G036200.v8.1,Manes.05G036200,,red,NA,gene
Manes.05G050800.v8.1,Manes.05G050800,(1 of 1) PTHR31251//PTHR31251:SF15 - FAMILY NOT NAMED // SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 3,red,NA,gene
Manes.05G052200.v8.1,Manes.05G052200,(1 of 1) PTHR24078//PTHR24078:SF192 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.05G059000.v8.1,Manes.05G059000,(1 of 1) PTHR31376:SF2 - PURINE PERMEASE 11-RELATED,red,NA,gene
Manes.05G060100.v8.1,Manes.05G060100,(1 of 1) K11271 - sister chromatid cohesion protein DCC1 (DSCC1; DCC1),magenta,NA,gene
Manes.05G060800.v8.1,Manes.05G060800,(1 of 1) K09008 - NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 (NDUFAF3),red,NA,gene
Manes.05G063000.v8.1,Manes.05G063000,(1 of 3) K16275 - E3 ubiquitin-protein ligase BAH [EC:6.3.2.19] (BAH; NLA),yellow,NA,gene
Manes.05G063900.v8.1,Manes.05G063900,(1 of 2) PTHR10057//PTHR10057:SF0 - PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR // PROTEIN C41G7.9; ISOFORM B,magenta,NA,gene
Manes.05G064500.v8.1,Manes.05G064500,,yellow,NA,gene
Manes.05G064600.v8.1,Manes.05G064600,(1 of 4) PTHR22814:SF75 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN,yellow,NA,gene
Manes.05G066100.v8.1,Manes.05G066100,(1 of 1) K13339 - peroxin-6 (PEX6; PXAAA1),magenta,NA,gene
Manes.05G068000.v8.1,Manes.05G068000,(1 of 21) PF07765 - KIP1-like protein (KIP1),magenta,NA,gene
Manes.05G068201.v8.1,Manes.05G068201,,magenta,NA,gene
Manes.05G073100.v8.1,Manes.05G073100,(1 of 2) K12621 - U6 snRNA-associated Sm-like protein LSm2 (LSM2),red,NA,gene
Manes.05G076600.v8.1,Manes.05G076600,(1 of 4) K14319 - Ran GTPase-activating protein 1 (RANGAP1),red,NA,gene
Manes.05G079200.v8.1,Manes.05G079200,(1 of 2) K02895 - large subunit ribosomal protein L24 (RP-L24; MRPL24; rplX),red,NA,gene
Manes.05G080800.v8.1,Manes.05G080800,(1 of 4) K06890 - uncharacterized protein (K06890),yellow,NA,gene
Manes.05G081400.v8.1,Manes.05G081400,(1 of 18) PF06200//PF09425 - tify domain (tify) // Divergent CCT motif (CCT_2),magenta,NA,gene
Manes.05G087400.v8.1,Manes.05G087400,(1 of 2) PTHR12791//PTHR12791:SF34 - GOLGI SNARE BET1-RELATED // SUBFAMILY NOT NAMED,red,NA,gene
Manes.05G088100.v8.1,Manes.05G088100,(1 of 4) PTHR13833//PTHR13833:SF46 - FAMILY NOT NAMED // NHL DOMAIN-CONTAINING PROTEIN,magenta,NA,gene
Manes.05G088200.v8.1,Manes.05G088200,(1 of 4) PTHR13833//PTHR13833:SF46 - FAMILY NOT NAMED // NHL DOMAIN-CONTAINING PROTEIN,magenta,NA,gene
Manes.05G092900.v8.1,Manes.05G092900,(1 of 10) PF00536 - SAM domain (Sterile alpha motif) (SAM_1),magenta,NA,gene
Manes.05G095400.v8.1,Manes.05G095400,(1 of 2) PTHR37736:SF1 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MSD24,red,NA,gene
Manes.05G095900.v8.1,Manes.05G095900,(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1),red,NA,gene
Manes.05G096800.v8.1,Manes.05G096800,(1 of 1) PF07063 - Domain of unknown function (DUF1338) (DUF1338),magenta,NA,gene
Manes.05G096900.v8.1,Manes.05G096900,(1 of 2) PTHR10264//PTHR10264:SF93 - BAND 7 PROTEIN-RELATED // SUBFAMILY NOT NAMED,magenta,NA,gene
Manes.05G099700.v8.1,Manes.05G099700,(1 of 4) K02997 - small subunit ribosomal protein S9e (RP-S9e; RPS9),yellow,NA,gene
Manes.05G101716.v8.1,Manes.05G101716,(1 of 3) PF01535//PF14432 - PPR repeat (PPR) // DYW family of nucleic acid deaminases (DYW_deaminase),red,NA,gene
Manes.05G116100.v8.1,Manes.05G116100,(1 of 2) K11129 - H/ACA ribonucleoprotein complex subunit 2 (NHP2; NOLA2),red,NA,gene
Manes.05G117800.v8.1,Manes.05G117800,(1 of 1) PTHR11071//PTHR11071:SF244 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // CYCLOPHILIN-LIKE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FAMILY PROTEIN,red,NA,gene
Manes.05G138400.v8.1,Manes.05G138400,(1 of 4) K03456 - serine/threonine-protein phosphatase 2A regulatory subunit A (PPP2R1),red,NA,gene
Manes.05G140027.v8.1,Manes.05G140027,(1 of 1) PTHR22814//PTHR22814:SF72 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,magenta,NA,gene
Manes.05G145805.v8.1,Manes.05G145805,,red,NA,gene
Manes.05G137300.v8.1,Manes.05G137300,,red,NA,gene
Manes.05G136800.v8.1,Manes.05G136800,(1 of 3) K01866 - tyrosyl-tRNA synthetase (YARS; tyrS),yellow,NA,gene
Manes.05G131300.v8.1,Manes.05G131300,(1 of 1) PTHR12919//PTHR12919:SF23 - 30S RIBOSOMAL PROTEIN S16 // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.05G114300.v8.1,Manes.05G114300,(1 of 1) PTHR10903:SF65 - AIG1 DOMAIN-CONTAINING PROTEIN-RELATED,yellow,NA,gene
Manes.05G113300.v8.1,Manes.05G113300,(1 of 1) PTHR22884//PTHR22884:SF295 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE SETD1A,yellow,NA,gene
Manes.05G136400.v8.1,Manes.05G136400,(1 of 15) PF04759 - Protein of unknown function; DUF617 (DUF617),yellow,NA,gene
Manes.05G128500.v8.1,Manes.05G128500,(1 of 4) PF12274 - Protein of unknown function (DUF3615) (DUF3615),magenta,NA,gene
Manes.05G128647.v8.1,Manes.05G128647,(1 of 4) PF12274 - Protein of unknown function (DUF3615) (DUF3615),magenta,NA,gene
Manes.05G128247.v8.1,Manes.05G128247,(1 of 4) PF12274 - Protein of unknown function (DUF3615) (DUF3615),magenta,NA,gene
Manes.05G127900.v8.1,Manes.05G127900,(1 of 17) KOG0149 - Predicted RNA-binding protein SEB4 (RRM superfamily),yellow,NA,gene
Manes.05G127600.v8.1,Manes.05G127600,(1 of 4) PTHR31500:SF0 - AT HOOK MOTIF DNA-BINDING FAMILY PROTEIN,red,NA,gene
Manes.05G126200.v8.1,Manes.05G126200,(1 of 4) KOG0569 - Permease of the major facilitator superfamily,magenta,NA,gene
Manes.05G133600.v8.1,Manes.05G133600,(1 of 3) K11088 - small nuclear ribonucleoprotein D3 (SNRPD3; SMD3),magenta,NA,gene
Manes.05G140400.v8.1,Manes.05G140400,(1 of 4) PF00257 - Dehydrin (Dehydrin),yellow,NA,gene
Manes.05G143000.v8.1,Manes.05G143000,(1 of 2) K18752 - transportin-1 (TNPO1),magenta,NA,gene
Manes.05G143600.v8.1,Manes.05G143600,(1 of 1) PF13462 - Thioredoxin (Thioredoxin_4),magenta,NA,gene
Manes.05G145200.v8.1,Manes.05G145200,(1 of 1) PTHR24221//PTHR24221:SF235 - FAMILY NOT NAMED // ABC TRANSPORTER B FAMILY MEMBER 13-RELATED,magenta,NA,gene
Manes.05G149100.v8.1,Manes.05G149100,(1 of 3) K12619 - 5'-3' exoribonuclease 2 (XRN2; RAT1),red,NA,gene
Manes.05G151700.v8.1,Manes.05G151700,(1 of 2) PTHR10742//PTHR10742:SF284 - AMINE OXIDASE // LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,red,NA,gene
Manes.05G152600.v8.1,Manes.05G152600,(1 of 6) K09250 - cellular nucleic acid-binding protein (CNBP),red,NA,gene
Manes.05G153800.v8.1,Manes.05G153800,(1 of 1) PF14595 - Thioredoxin (Thioredoxin_9),yellow,NA,gene
Manes.05G154600.v8.1,Manes.05G154600,(1 of 1) PTHR24067:SF125 - UBIQUITIN-CONJUGATING ENZYME E2 18-RELATED,yellow,NA,gene
Manes.05G157700.v8.1,Manes.05G157700,(1 of 4) PTHR10743//PTHR10743:SF2 - PROTEIN RER1 // PROTEIN RER1B-RELATED,red,NA,gene
Manes.05G159500.v8.1,Manes.05G159500,,red,NA,gene
Manes.05G160600.v8.1,Manes.05G160600,(1 of 3) PTHR32227:SF16 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 7-RELATED,yellow,NA,gene
Manes.05G163200.v8.1,Manes.05G163200,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),yellow,NA,gene
Manes.05G164701.v8.1,Manes.05G164701,,magenta,NA,gene
Manes.05G180700.v8.1,Manes.05G180700,(1 of 2) PTHR31807//PTHR31807:SF8 - FAMILY NOT NAMED // QWRF MOTIF-CONTAINING PROTEIN 9,magenta,NA,gene
Manes.05G181600.v8.1,Manes.05G181600,(1 of 3) PTHR24093:SF262 - CALCIUM-TRANSPORTING ATPASE 2; PLASMA MEMBRANE-TYPE-RELATED,red,NA,gene
Manes.05G181900.v8.1,Manes.05G181900,(1 of 1) K10570 - DNA excision repair protein ERCC-8 (ERCC8; CKN1; CSA),magenta,NA,gene
Manes.05G184700.v8.1,Manes.05G184700,(1 of 3) 2.6.1.42//2.6.1.88 - Branched-chain-amino-acid transaminase / Transaminase B // Methionine transaminase / Methionine-oxo-acid transaminase,magenta,NA,gene
Manes.05G184800.v8.1,Manes.05G184800,(1 of 49) K09338 - homeobox-leucine zipper protein (HD-ZIP),yellow,NA,gene
Manes.05G186400.v8.1,Manes.05G186400,(1 of 2) 2.7.1.17 - Xylulokinase / Xylulose kinase,red,NA,gene
Manes.05G190500.v8.1,Manes.05G190500,(1 of 2) PTHR10288//PTHR10288:SF134 - KH DOMAIN CONTAINING RNA BINDING PROTEIN // SUBFAMILY NOT NAMED,magenta,NA,gene
Manes.05G191200.v8.1,Manes.05G191200,(1 of 91) K14488 - SAUR family protein (SAUR),yellow,NA,gene
Manes.05G191500.v8.1,Manes.05G191500,(1 of 5) K14293 - importin subunit beta-1 (KPNB1),red,NA,gene
Manes.05G195080.v8.1,Manes.05G195080,(1 of 2) PTHR22595:SF42 - CHITINASE-LIKE PROTEIN 1,red,NA,gene
Manes.05G200200.v8.1,Manes.05G200200,(1 of 3) PTHR11588:SF106 - TUBULIN BETA-6 CHAIN,red,NA,gene
Manes.05G203200.v8.1,Manes.05G203200,(1 of 3) PTHR24012//PTHR24012:SF403 - FAMILY NOT NAMED // POLYADENYLATE-BINDING PROTEIN RBP47A,red,NA,gene
Manes.06G002600.v8.1,Manes.06G002600,(1 of 1) PTHR10217//PTHR10217:SF514 - VOLTAGE AND LIGAND GATED POTASSIUM CHANNEL // SUBFAMILY NOT NAMED,magenta,NA,gene
Manes.06G005300.v8.1,Manes.06G005300,(1 of 5) PTHR10722 - 60S RIBOSOMAL PROTEIN L19,yellow,NA,gene
Manes.06G008750.v8.1,Manes.06G008750,(1 of 3) 1.10.3.11 - Ubiquinol oxidase (non-electrogenic) / Ubiquinol oxidase,magenta,NA,gene
Manes.06G011800.v8.1,Manes.06G011800,(1 of 35) PTHR27002//PTHR27002:SF84 - FAMILY NOT NAMED // ATP BINDING / PROTEIN KINASE-RELATED,magenta,NA,gene
Manes.06G014800.v8.1,Manes.06G014800,(1 of 1) PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED,red,NA,gene
Manes.06G015450.v8.1,Manes.06G015450,,magenta,NA,gene
Manes.06G017700.v8.1,Manes.06G017700,(1 of 16) K01537 - Ca2+-transporting ATPase (E3.6.3.8),yellow,NA,gene
Manes.06G023400.v8.1,Manes.06G023400,(1 of 3) 4.1.1.39 - Ribulose-bisphosphate carboxylase / RuBP carboxylase,red,NA,gene
Manes.06G024500.v8.1,Manes.06G024500,,magenta,NA,gene
Manes.06G025800.v8.1,Manes.06G025800,(1 of 3) PTHR14155//PTHR14155:SF138 - RING FINGER DOMAIN-CONTAINING // GH10160P,red,NA,gene
Manes.06G029400.v8.1,Manes.06G029400,(1 of 1) PTHR10906//PTHR10906:SF9 - SECY/SEC61-ALPHA FAMILY MEMBER // PREPROTEIN TRANSLOCASE SUBUNIT SCY1; CHLOROPLASTIC,magenta,NA,gene
Manes.06G034500.v8.1,Manes.06G034500,(1 of 2) K13431 - signal recognition particle receptor subunit alpha (SRPR),red,NA,gene
Manes.06G034100.v8.1,Manes.06G034100,(1 of 1) 3.4.11.1 - Leucyl aminopeptidase / Peptidase S,red,NA,gene
Manes.06G039400.v8.1,Manes.06G039400,(1 of 2) K08516 - synaptobrevin homolog YKT6 (YKT6),red,NA,gene
Manes.06G048400.v8.1,Manes.06G048400,(1 of 1) KOG1092 - Ypt/Rab-specific GTPase-activating protein GYP1,yellow,NA,gene
Manes.06G055700.v8.1,Manes.06G055700,(1 of 2) PTHR24365//PTHR24365:SF274 - TOLL-LIKE RECEPTOR // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.06G062600.v8.1,Manes.06G062600,(1 of 2) K12200 - programmed cell death 6-interacting protein (PDCD6IP; ALIX; RIM20),yellow,NA,gene
Manes.06G063700.v8.1,Manes.06G063700,(1 of 5) K16282 - E3 ubiquitin-protein ligase RHA2 [EC:6.3.2.19] (RHA2),yellow,NA,gene
Manes.06G063900.v8.1,Manes.06G063900,,red,NA,gene
