gene_id,locusName,Description,colors,class,gene_metabolite
Manes.02G076900.v8.1,Manes.02G076900,(1 of 2) PTHR19965//PTHR19965:SF33 - RNA AND EXPORT FACTOR BINDING PROTEIN // THO COMPLEX SUBUNIT 4D,turquoise,NA,gene
Manes.02G077100.v8.1,Manes.02G077100,(1 of 1) PTHR22835//PTHR22835:SF150 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G080300.v8.1,Manes.02G080300,(1 of 46) PF00582 - Universal stress protein family (Usp),turquoise,NA,gene
Manes.02G080400.v8.1,Manes.02G080400,(1 of 5) 4.1.1.15 - Glutamate decarboxylase / L-glutamate 1-carboxy-lyase,black,NA,gene
Manes.02G080800.v8.1,Manes.02G080800,(1 of 2) KOG2976 - Protein involved in autophagy and nutrient starvation,turquoise,NA,gene
Manes.02G081900.v8.1,Manes.02G081900,(1 of 1) K13094 - RNA-binding protein 5/10 (RBM5_10),turquoise,NA,gene
Manes.02G082800.v8.1,Manes.02G082800,(1 of 1) PTHR12526//PTHR12526:SF392 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED,black,carb,gene
Manes.02G084000.v8.1,Manes.02G084000,(1 of 1) K01094 - phosphatidylglycerophosphatase GEP4 (GEP4),turquoise,NA,gene
Manes.02G084600.v8.1,Manes.02G084600,(1 of 3) PTHR32227:SF127 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN,black,NA,gene
Manes.02G084900.v8.1,Manes.02G084900,(1 of 1) PTHR12741:SF16 - CALLOSE SYNTHASE 7-RELATED,turquoise,NA,gene
Manes.02G085100.v8.1,Manes.02G085100,(1 of 2) PTHR31221//PTHR31221:SF37 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 71-RELATED,turquoise,NA,gene
Manes.02G085200.v8.1,Manes.02G085200,(1 of 1) K03495 - tRNA uridine 5-carboxymethylaminomethyl modification enzyme (gidA; mnmG; MTO1),turquoise,NA,gene
Manes.02G085800.v8.1,Manes.02G085800,,turquoise,NA,gene
Manes.02G086700.v8.1,Manes.02G086700,(1 of 3) K04460 - serine/threonine-protein phosphatase 5 (PPP5C),turquoise,NA,gene
Manes.02G086900.v8.1,Manes.02G086900,(1 of 4) 2.3.3.1//2.3.3.16 - Citrate (Si)-synthase / Citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO->acetyl-CoA) // Citrate synthase (unknown stereospecificity) / Oxaloacetate transacetase,turquoise,carb,gene
Manes.02G087000.v8.1,Manes.02G087000,(1 of 1) K15077 - elongin-A (ELA1),turquoise,NA,gene
Manes.02G087500.v8.1,Manes.02G087500,(1 of 1) K15280 - solute carrier family 35; member C2 (SLC35C2),turquoise,NA,gene
Manes.02G087600.v8.1,Manes.02G087600,(1 of 2) PF00069//PF01453//PF08276 - Protein kinase domain (Pkinase) // D-mannose binding lectin (B_lectin) // PAN-like domain (PAN_2),black,NA,gene
Manes.02G087700.v8.1,Manes.02G087700,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),turquoise,NA,gene
Manes.02G088600.v8.1,Manes.02G088600,(1 of 2) KOG0716 - Molecular chaperone (DnaJ superfamily),turquoise,NA,gene
Manes.02G089200.v8.1,Manes.02G089200,(1 of 5) PTHR11260//PTHR11260:SF287 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G089400.v8.1,Manes.02G089400,(1 of 1) 1.13.11.18 - Persulfide dioxygenase / Sulfur oxygenase,turquoise,NA,gene
Manes.02G089700.v8.1,Manes.02G089700,(1 of 1) PTHR23076//PTHR23076:SF60 - METALLOPROTEASE M41 FTSH // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G089800.v8.1,Manes.02G089800,(1 of 3) PTHR22838:SF3 - WD-REPEAT PROTEIN-LIKE,turquoise,NA,gene
Manes.02G090000.v8.1,Manes.02G090000,(1 of 2) PTHR10994//PTHR10994:SF62 - RETICULON // RETICULON-LIKE PROTEIN B8,turquoise,NA,gene
Manes.02G090600.v8.1,Manes.02G090600,(1 of 2) KOG1794 - N-Acetylglucosamine kinase,turquoise,carb,gene
Manes.02G090700.v8.1,Manes.02G090700,(1 of 2) PTHR31165:SF10 - PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 10-RELATED,turquoise,NA,gene
Manes.02G091200.v8.1,Manes.02G091200,(1 of 2) PTHR34118//PTHR34118:SF3 - FAMILY NOT NAMED // ATP SYNTHASE PROTEIN I-RELATED PROTEIN,turquoise,NA,gene
Manes.02G092100.v8.1,Manes.02G092100,(1 of 3) PF06708 - Protein of unknown function (DUF1195) (DUF1195),turquoise,NA,gene
Manes.02G092200.v8.1,Manes.02G092200,(1 of 1) PTHR11618//PTHR11618:SF26 - TRANSCRIPTION INITIATION FACTOR IIB-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G092600.v8.1,Manes.02G092600,(1 of 2) K11093 - U1 small nuclear ribonucleoprotein 70kDa (SNRP70),turquoise,NA,gene
Manes.02G092800.v8.1,Manes.02G092800,(1 of 2) K19001 - ATP-dependent DNA helicase (HELLS; DDM1),turquoise,NA,gene
Manes.02G094100.v8.1,Manes.02G094100,(1 of 3) PTHR23500//PTHR23500:SF43 - FAMILY NOT NAMED // SUGAR TRANSPORTER ERD6-LIKE 4-RELATED,turquoise,NA,gene
Manes.02G095100.v8.1,Manes.02G095100,(1 of 1) PTHR12565//PTHR12565:SF132 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BEE 2-RELATED,turquoise,NA,gene
Manes.02G095600.v8.1,Manes.02G095600,(1 of 3) 2.7.7.3 - Pantetheine-phosphate adenylyltransferase / PPAT,turquoise,NA,gene
Manes.02G096000.v8.1,Manes.02G096000,(1 of 4) PTHR23172:SF19 - AUXILLIN; ISOFORM A,turquoise,NA,gene
Manes.02G097100.v8.1,Manes.02G097100,(1 of 1) PF09370 - Phosphoenolpyruvate hydrolase-like (PEP_hydrolase),turquoise,NA,gene
Manes.02G097400.v8.1,Manes.02G097400,(1 of 7) PTHR23155//PTHR23155:SF458 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // DISEASE RESISTANCE RPP13-LIKE PROTEIN 4,turquoise,NA,gene
Manes.02G098500.v8.1,Manes.02G098500,(1 of 2) PTHR24089:SF321 - GM03767P,turquoise,NA,gene
Manes.02G099200.v8.1,Manes.02G099200,,black,NA,gene
Manes.02G099400.v8.1,Manes.02G099400,(1 of 2) K07943 - ADP-ribosylation factor-like protein 2 (ARL2),turquoise,NA,gene
Manes.02G099900.v8.1,Manes.02G099900,(1 of 1) PTHR23336:SF18 - ATP BINDING PROTEIN,turquoise,NA,gene
Manes.02G100500.v8.1,Manes.02G100500,,turquoise,NA,gene
Manes.02G101100.v8.1,Manes.02G101100,(1 of 2) PF05277 - Protein of unknown function (DUF726) (DUF726),turquoise,NA,gene
Manes.02G101200.v8.1,Manes.02G101200,(1 of 2) PTHR22884//PTHR22884:SF339 - SET DOMAIN PROTEINS // PHD FINGER; SWIB/MDM2 AND GYF DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.02G102200.v8.1,Manes.02G102200,(1 of 7) K02155 - V-type H+-transporting ATPase 16kDa proteolipid subunit (ATPeV0C; ATP6L),turquoise,NA,gene
Manes.02G102300.v8.1,Manes.02G102300,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),turquoise,NA,gene
Manes.02G102400.v8.1,Manes.02G102400,(1 of 13) K11253 - histone H3 (H3),turquoise,NA,gene
Manes.02G103100.v8.1,Manes.02G103100,(1 of 1) PTHR10173//PTHR10173:SF28 - METHIONINE SULFOXIDE REDUCTASE // PEPTIDE METHIONINE SULFOXIDE REDUCTASE A5,turquoise,NA,gene
Manes.02G103600.v8.1,Manes.02G103600,(1 of 2) PTHR31161//PTHR31161:SF6 - FAMILY NOT NAMED // KINECTIN-RELATED PROTEIN,turquoise,NA,gene
Manes.02G104700.v8.1,Manes.02G104700,(1 of 1) K00475 - naringenin 3-dioxygenase (E1.14.11.9),black,NA,gene
Manes.02G104800.v8.1,Manes.02G104800,(1 of 2) PTHR24349//PTHR24349:SF87 - SERINE/THREONINE-PROTEIN KINASE // CALCIUM-DEPENDENT PROTEIN KINASE 16-RELATED,turquoise,NA,gene
Manes.02G105000.v8.1,Manes.02G105000,(1 of 4) PTHR23315:SF123 - ARMADILLO REPEAT ONLY 2 PROTEIN,turquoise,NA,gene
Manes.02G105400.v8.1,Manes.02G105400,(1 of 2) PTHR31048//PTHR31048:SF11 - FAMILY NOT NAMED // PATHOGENESIS-RELATED THAUMATIN FAMILY PROTEIN,turquoise,NA,gene
Manes.02G105700.v8.1,Manes.02G105700,(1 of 21) PF04782//PF04783 - Protein of unknown function (DUF632) (DUF632) // Protein of unknown function (DUF630) (DUF630),turquoise,NA,gene
Manes.02G106500.v8.1,Manes.02G106500,(1 of 18) K08472 - mlo protein (MLO),turquoise,NA,gene
Manes.02G106800.v8.1,Manes.02G106800,(1 of 2) K02150 - V-type H+-transporting ATPase subunit E (ATPeV1E; ATP6E),turquoise,NA,gene
Manes.02G107100.v8.1,Manes.02G107100,(1 of 1) PTHR31009//PTHR31009:SF18 - S-ADENOSYL-L-METHIONINE:CARBOXYL METHYLTRANSFERASE FAMILY PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G107200.v8.1,Manes.02G107200,(1 of 1) 4.2.3.4 - 3-dehydroquinate synthase / Dehydroquinate synthase,turquoise,NA,gene
Manes.02G107400.v8.1,Manes.02G107400,(1 of 2) PTHR24072//PTHR24072:SF179 - RHO FAMILY GTPASE // RAC-LIKE GTP-BINDING PROTEIN ARAC1-RELATED,turquoise,NA,gene
Manes.02G108800.v8.1,Manes.02G108800,,turquoise,NA,gene
Manes.02G109100.v8.1,Manes.02G109100,(1 of 3) K18757 - la-related protein 1 (LARP1),turquoise,NA,gene
Manes.02G109500.v8.1,Manes.02G109500,(1 of 2) PTHR13683:SF232 - ASPARTYL PROTEASE FAMILY PROTEIN,black,NA,gene
Manes.02G109900.v8.1,Manes.02G109900,(1 of 21) PF04782//PF04783 - Protein of unknown function (DUF632) (DUF632) // Protein of unknown function (DUF630) (DUF630),turquoise,NA,gene
Manes.02G110200.v8.1,Manes.02G110200,(1 of 1) PTHR11670//PTHR11670:SF40 - ACONITASE // ACONITATE HYDRATASE 1,purple,carb,gene
Manes.02G110800.v8.1,Manes.02G110800,(1 of 6) K12897 - transformer-2 protein (TRA2),turquoise,NA,gene
Manes.02G111000.v8.1,Manes.02G111000,(1 of 2) PTHR23257//PTHR23257:SF492 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G111300.v8.1,Manes.02G111300,(1 of 2) PTHR11106//PTHR11106:SF58 - GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED // SUBFAMILY NOT NAMED,purple,NA,gene
Manes.02G112250.v8.1,Manes.02G112250,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),turquoise,NA,gene
Manes.02G112300.v8.1,Manes.02G112300,(1 of 1) K00666 - fatty-acyl-CoA synthase [EC:6.2.1.-] (K00666),black,NA,gene
Manes.02G112400.v8.1,Manes.02G112400,(1 of 2) PTHR10426:SF4 - FI18644P1-RELATED,black,NA,gene
Manes.02G112500.v8.1,Manes.02G112500,(1 of 4) 1.1.1.41 - Isocitrate dehydrogenase (NAD(+)) / Nicotinamide adenine dinucleotide isocitrate dehydrogenase,turquoise,carb,gene
Manes.02G114300.v8.1,Manes.02G114300,(1 of 1) K08739 - DNA mismatch repair protein MLH3 (MLH3),turquoise,NA,gene
Manes.02G114400.v8.1,Manes.02G114400,,turquoise,NA,gene
Manes.02G115000.v8.1,Manes.02G115000,(1 of 2) PTHR13832:SF304 - PROTEIN PHOSPHATASE 2C 47-RELATED,turquoise,NA,gene
Manes.02G115100.v8.1,Manes.02G115100,(1 of 1) PTHR18966//PTHR18966:SF218 - IONOTROPIC GLUTAMATE RECEPTOR // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G116300.v8.1,Manes.02G116300,(1 of 4) PTHR31500:SF0 - AT HOOK MOTIF DNA-BINDING FAMILY PROTEIN,turquoise,NA,gene
Manes.02G116400.v8.1,Manes.02G116400,(1 of 2) PTHR23336//PTHR23336:SF11 - ZINC FINGER CW-TYPE COILED-COIL DOMAIN PROTEIN 3. // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G117100.v8.1,Manes.02G117100,(1 of 1) PTHR11668//PTHR11668:SF241 - SERINE/THREONINE PROTEIN PHOSPHATASE // SERINE/THREONINE-PROTEIN PHOSPHATASE 7 INACTIVE HOMOLOG-RELATED,turquoise,NA,gene
Manes.02G117800.v8.1,Manes.02G117800,(1 of 41) PF00069//PF00139 - Protein kinase domain (Pkinase) // Legume lectin domain (Lectin_legB),turquoise,NA,gene
Manes.02G117900.v8.1,Manes.02G117900,(1 of 2) PTHR11141//PTHR11141:SF2 - PROTEIN TRANSPORT PROTEIN SEC23 // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G118200.v8.1,Manes.02G118200,(1 of 2) PTHR13466//PTHR13466:SF6 - TEX2 PROTEIN-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G118300.v8.1,Manes.02G118300,(1 of 3) PTHR19139//PTHR19139:SF30 - AQUAPORIN TRANSPORTER // AQUAPORIN TIP3-1-RELATED,purple,NA,gene
Manes.02G118500.v8.1,Manes.02G118500,(1 of 6) K17871 - NADH:ubiquinone reductase (non-electrogenic) (ndh1),turquoise,NA,gene
Manes.02G121696.v8.1,Manes.02G121696,(1 of 2) 4.1.99.17 - Phosphomethylpyrimidine synthase,black,NA,gene
Manes.02G122500.v8.1,Manes.02G122500,(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2; CYTOSOLIC,black,carb,gene
Manes.02G122600.v8.1,Manes.02G122600,(1 of 2) K12872 - pre-mRNA-splicing factor RBM22/SLT11 (RBM22; SLT11),turquoise,NA,gene
Manes.02G122542.v8.1,Manes.02G122542,(1 of 11) PF04859 - Plant protein of unknown function (DUF641) (DUF641),black,NA,gene
Manes.02G123200.v8.1,Manes.02G123200,(1 of 1) PTHR31476:SF12 - UBIQUITIN CARBOXYL-TERMINAL HYDROLASE FAMILY PROTEIN,turquoise,NA,gene
Manes.02G125400.v8.1,Manes.02G125400,(1 of 7) K14686 - solute carrier family 31 (copper transporter); member 1 (SLC31A1; CTR1),purple,NA,gene
Manes.02G125800.v8.1,Manes.02G125800,(1 of 9) PTHR11260//PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U1-RELATED,black,NA,gene
Manes.02G126300.v8.1,Manes.02G126300,(1 of 9) PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE U1-RELATED,turquoise,NA,gene
Manes.02G127202.v8.1,Manes.02G127202,,turquoise,NA,gene
Manes.02G127300.v8.1,Manes.02G127300,(1 of 1) K03015 - DNA-directed RNA polymerase II subunit RPB7 (RPB7; POLR2G),turquoise,NA,gene
Manes.02G127600.v8.1,Manes.02G127600,,turquoise,NA,gene
Manes.02G129600.v8.1,Manes.02G129600,(1 of 115) PF00226 - DnaJ domain (DnaJ),turquoise,NA,gene
Manes.02G129900.v8.1,Manes.02G129900,(1 of 4) PTHR12537:SF78 - PUMILIO HOMOLOG 1-RELATED,turquoise,NA,gene
Manes.02G130900.v8.1,Manes.02G130900,(1 of 4) PTHR31636//PTHR31636:SF46 - FAMILY NOT NAMED // SCARECROW-LIKE PROTEIN 11-RELATED,black,NA,gene
Manes.02G131166.v8.1,Manes.02G131166,(1 of 4) PTHR21717:SF9 - PROTEIN TBF1,turquoise,NA,gene
Manes.02G131400.v8.1,Manes.02G131400,(1 of 2) KOG3415 - Putative Rab5-interacting protein,turquoise,NA,gene
Manes.02G131800.v8.1,Manes.02G131800,(1 of 1) PTHR10857:SF46 - DCD (DEVELOPMENT AND CELL DEATH) DOMAIN PROTEIN,turquoise,NA,gene
Manes.02G132400.v8.1,Manes.02G132400,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,turquoise,NA,gene
Manes.02G132650.v8.1,Manes.02G132650,,turquoise,NA,gene
Manes.02G133000.v8.1,Manes.02G133000,(1 of 2) PTHR31437:SF1 - PROTEIN SREK1IP1,turquoise,NA,gene
Manes.02G133800.v8.1,Manes.02G133800,(1 of 52) PF01535//PF13041//PF13812 - PPR repeat (PPR) // PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3),turquoise,NA,gene
Manes.02G134700.v8.1,Manes.02G134700,(1 of 1) PTHR11413//PTHR11413:SF50 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED,purple,NA,gene
Manes.02G136000.v8.1,Manes.02G136000,(1 of 4) PF16711 - Actin-binding domain of plant-specific actin-binding protein (SCAB-ABD),turquoise,NA,gene
Manes.02G136200.v8.1,Manes.02G136200,(1 of 3) PTHR11588:SF106 - TUBULIN BETA-6 CHAIN,black,NA,gene
Manes.02G137000.v8.1,Manes.02G137000,,turquoise,NA,gene
Manes.02G137100.v8.1,Manes.02G137100,(1 of 3) K03029 - 26S proteasome regulatory subunit N10 (PSMD4; RPN10),turquoise,NA,gene
Manes.02G137200.v8.1,Manes.02G137200,(1 of 3) K02206 - cyclin-dependent kinase 2 (CDK2),turquoise,NA,gene
Manes.02G137300.v8.1,Manes.02G137300,(1 of 1) PTHR23108:SF2 - METHYLTRANSFERASE FAMILY PROTEIN-RELATED,black,NA,gene
Manes.02G137500.v8.1,Manes.02G137500,(1 of 3) K03029 - 26S proteasome regulatory subunit N10 (PSMD4; RPN10),turquoise,NA,gene
Manes.02G137601.v8.1,Manes.02G137601,(1 of 5) K01191 - alpha-mannosidase (E3.2.1.24),black,NA,gene
Manes.02G137701.v8.1,Manes.02G137701,(1 of 5) K01191 - alpha-mannosidase (E3.2.1.24),turquoise,NA,gene
Manes.02G138300.v8.1,Manes.02G138300,(1 of 1) K11886 - proteasome component ECM29 (ECM29),turquoise,NA,gene
Manes.02G138600.v8.1,Manes.02G138600,(1 of 1) PTHR13547:SF3 - PROTEINACEOUS RNASE P 1; CHLOROPLASTIC/MITOCHONDRIAL,turquoise,NA,gene
Manes.02G138800.v8.1,Manes.02G138800,(1 of 1) PTHR31326//PTHR31326:SF3 - FAMILY NOT NAMED // CRT (CHLOROQUINE-RESISTANCE TRANSPORTER)-LIKE TRANSPORTER 1-RELATED,turquoise,NA,gene
Manes.02G139000.v8.1,Manes.02G139000,(1 of 2) PTHR23176//PTHR23176:SF44 - RHO/RAC/CDC GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G139500.v8.1,Manes.02G139500,(1 of 1) PTHR19241//PTHR19241:SF158 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 23,turquoise,NA,gene
Manes.02G140500.v8.1,Manes.02G140500,(1 of 88) PF00046 - Homeobox domain (Homeobox),turquoise,NA,gene
Manes.02G141000.v8.1,Manes.02G141000,(1 of 1) K13140 - integrator complex subunit 3 (INTS3),turquoise,NA,gene
Manes.02G141600.v8.1,Manes.02G141600,(1 of 2) 2.6.1.44//2.6.1.45//2.6.1.51 - Alanine--glyoxylate transaminase / Alanine--glyoxylate aminotransferase // Serine--glyoxylate transaminase / SGAT // Serine--pyruvate transaminase / Serine--pyruvate aminotransferase,turquoise,NA,gene
Manes.02G141700.v8.1,Manes.02G141700,(1 of 2) K11367 - chromodomain-helicase-DNA-binding protein 1 [EC:3.6.4.12] (CHD1),turquoise,NA,gene
Manes.02G141800.v8.1,Manes.02G141800,(1 of 1) PTHR13691//PTHR13691:SF20 - RIBOSOMAL PROTEIN L2 // 60S RIBOSOMAL PROTEIN L2-RELATED,turquoise,NA,gene
Manes.02G142000.v8.1,Manes.02G142000,(1 of 2) PTHR11206:SF85 - PROTEIN TRANSPARENT TESTA 12,turquoise,NA,gene
Manes.02G142800.v8.1,Manes.02G142800,(1 of 2) PTHR31707:SF8 - PECTINESTERASE/PECTINESTERASE INHIBITOR 34-RELATED,black,carb,gene
Manes.02G144000.v8.1,Manes.02G144000,(1 of 1) PTHR12549//PTHR12549:SF12 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G144900.v8.1,Manes.02G144900,(1 of 43) PF10250 - GDP-fucose protein O-fucosyltransferase (O-FucT),turquoise,NA,gene
Manes.02G145700.v8.1,Manes.02G145700,(1 of 10) K11855 - ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12] (USP36_42),turquoise,NA,gene
Manes.02G146300.v8.1,Manes.02G146300,,turquoise,NA,gene
Manes.02G146550.v8.1,Manes.02G146550,,turquoise,NA,gene
Manes.02G146600.v8.1,Manes.02G146600,(1 of 4) PTHR18860:SF27 - 14-3-3-LIKE PROTEIN GF14 LAMBDA,turquoise,NA,gene
Manes.02G147300.v8.1,Manes.02G147300,(1 of 4) PTHR31948//PTHR31948:SF20 - FAMILY NOT NAMED // ZINC-FINGER HOMEODOMAIN PROTEIN 1,turquoise,NA,gene
Manes.02G147500.v8.1,Manes.02G147500,(1 of 2) 5.1.99.6 - NAD(P)H-hydrate epimerase / NAD(P)HX epimerase,turquoise,NA,gene
Manes.02G151400.v8.1,Manes.02G151400,(1 of 24) 2.4.1.324 - 7-deoxyloganetin glucosyltransferase / UGT85A24,turquoise,NA,gene
Manes.02G152700.v8.1,Manes.02G152700,(1 of 2) PTHR12459//PTHR12459:SF6 - UNCHARACTERIZED // TRANSMEMBRANE PROTEIN,turquoise,NA,gene
Manes.02G152800.v8.1,Manes.02G152800,(1 of 3) PTHR24089//PTHR24089:SF292 - FAMILY NOT NAMED // MITOCHONDRIAL ADENINE NUCLEOTIDE TRANSPORTER BTL2-RELATED,turquoise,NA,gene
Manes.02G153020.v8.1,Manes.02G153020,(1 of 61) PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),turquoise,NA,gene
Manes.02G153400.v8.1,Manes.02G153400,(1 of 46) PF05678 - VQ motif (VQ),turquoise,NA,gene
Manes.02G154300.v8.1,Manes.02G154300,(1 of 4) PTHR10984//PTHR10984:SF35 - ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G154600.v8.1,Manes.02G154600,(1 of 2) PTHR22847//PTHR22847:SF453 - WD40 REPEAT PROTEIN // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G155100.v8.1,Manes.02G155100,(1 of 20) PF04570 - zinc-finger of the FCS-type; C2-C2 (zf-FLZ),turquoise,NA,gene
Manes.02G155300.v8.1,Manes.02G155300,(1 of 2) K11262 - acetyl-CoA carboxylase / biotin carboxylase (ACAC),turquoise,NA,gene
Manes.02G155900.v8.1,Manes.02G155900,(1 of 2) PTHR32099:SF4 - CYSTEINE-RICH REPEAT SECRETORY PROTEIN 1-RELATED,turquoise,NA,gene
Manes.02G156800.v8.1,Manes.02G156800,(1 of 15) PF00646//PF01344 - F-box domain (F-box) // Kelch motif (Kelch_1),turquoise,NA,gene
Manes.02G156900.v8.1,Manes.02G156900,(1 of 6) PF13881 - Ubiquitin-2 like Rad60 SUMO-like (Rad60-SLD_2),turquoise,NA,gene
Manes.02G157000.v8.1,Manes.02G157000,(1 of 1) KOG4360 - Uncharacterized coiled coil protein,turquoise,NA,gene
Manes.02G157200.v8.1,Manes.02G157200,,purple,NA,gene
Manes.02G158200.v8.1,Manes.02G158200,(1 of 2) K03262 - translation initiation factor 5 (EIF5),turquoise,NA,gene
Manes.02G158800.v8.1,Manes.02G158800,,turquoise,NA,gene
Manes.02G159700.v8.1,Manes.02G159700,(1 of 3) PTHR23086:SF33 - PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE 1-RELATED,turquoise,NA,gene
Manes.02G159800.v8.1,Manes.02G159800,(1 of 3) PTHR10972:SF67 - OXYSTEROL-BINDING PROTEIN-RELATED PROTEIN 1D,turquoise,NA,gene
Manes.02G159900.v8.1,Manes.02G159900,(1 of 1) K01942 - biotin--protein ligase (HLCS),turquoise,NA,gene
Manes.02G160000.v8.1,Manes.02G160000,(1 of 2) K08866 - serine/threonine-protein kinase TTK/MPS1 (TTK; MPS1),purple,NA,gene
Manes.02G161500.v8.1,Manes.02G161500,(1 of 2) PTHR22763:SF88 - RING/U-BOX DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.02G161800.v8.1,Manes.02G161800,(1 of 1) K01436 - amidohydrolase [EC:3.5.1.-] (K01436),turquoise,NA,gene
Manes.02G161900.v8.1,Manes.02G161900,(1 of 4) PTHR22811//PTHR22811:SF68 - TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.02G162100.v8.1,Manes.02G162100,,turquoise,NA,gene
Manes.02G163400.v8.1,Manes.02G163400,,turquoise,NA,gene
Manes.02G163900.v8.1,Manes.02G163900,(1 of 5) PF00304 - Gamma-thionin family (Gamma-thionin),turquoise,NA,gene
Manes.02G164200.v8.1,Manes.02G164200,(1 of 7) K02155 - V-type H+-transporting ATPase 16kDa proteolipid subunit (ATPeV0C; ATP6L),turquoise,NA,gene
Manes.02G164300.v8.1,Manes.02G164300,(1 of 1) PF14542 - GCN5-related N-acetyl-transferase (Acetyltransf_CG),purple,NA,gene
Manes.02G165100.v8.1,Manes.02G165100,(1 of 3) PTHR31356:SF1 - L-ASCORBATE PEROXIDASE S; CHLOROPLASTIC/MITOCHONDRIAL-RELATED,turquoise,NA,gene
Manes.02G165800.v8.1,Manes.02G165800,(1 of 1) PTHR24115//PTHR24115:SF487 - FAMILY NOT NAMED // KINESIN MOTOR FAMILY PROTEIN,turquoise,NA,gene
Manes.02G165900.v8.1,Manes.02G165900,(1 of 1) PTHR23315//PTHR23315:SF135 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // ARMADILLO/BETA-CATENIN-LIKE REPEAT AND C2 CALCIUM/LIPID-BINDING DOMAIN-CONTAINING PROTEIN-RELATED,turquoise,NA,gene
Manes.02G166000.v8.1,Manes.02G166000,(1 of 1) PTHR31719//PTHR31719:SF16//PTHR31719:SF3 - FAMILY NOT NAMED // NAC DOMAIN-CONTAINING PROTEIN 2 // GRAB1-LIKE PROTEIN,turquoise,NA,gene
Manes.02G166400.v8.1,Manes.02G166400,(1 of 1) K03660 - N-glycosylase/DNA lyase (OGG1),turquoise,NA,gene
Manes.02G166600.v8.1,Manes.02G166600,(1 of 13) PF05097 - Protein of unknown function (DUF688) (DUF688),turquoise,NA,gene
Manes.02G166700.v8.1,Manes.02G166700,(1 of 1) PTHR11669//PTHR11669:SF17 - REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT // REPLICATION FACTOR C SUBUNIT 4,turquoise,NA,gene
Manes.02G166900.v8.1,Manes.02G166900,(1 of 1) PTHR12383//PTHR12383:SF24 - PROTEASE FAMILY S26 MITOCHONDRIAL INNER MEMBRANE PROTEASE-RELATED // SUBFAMILY NOT NAMED,black,NA,gene
