"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"288","Manes.18G009900.v8.1",550.593353440665,0.398324113891314,0.0591868907955527,6.72993814233683,1.69735230500012e-11,1.20405929135946e-09,"Manes.18G009900","","","intracellular signal transduction",NA,"(1 of 2) PTHR13871//PTHR13871:SF48 - THIOREDOXIN // SUBFAMILY NOT NAMED","GO:0035556","KOG2501","K17609","PF13905","PTHR13871 PTHR13871:SF48",""
"289","Manes.16G133800.v8.1",68.985793049199,0.169252565807426,0.02515390135247,6.72868051105745,1.71208509462021e-11,1.2103079059893e-09,"Manes.16G133800","","","",NA,"(1 of 10) K11855 - ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12] (USP36_42)","","","K11855","PF01753 PF13423","PTHR24006 PTHR24006:SF503","ubiquitin-specific protease 19"
"290","Manes.14G131900.v8.1",2046.72293051096,0.697066818983963,0.103655400517573,6.72484805908198,1.75775765451085e-11,1.23830996143644e-09,"Manes.14G131900","","","transporter activity; transport; membrane; transmembrane transport",NA,"(1 of 1) PTHR11654:SF85 - PROTEIN NRT1/ PTR FAMILY 6.2","GO:0005215 GO:0006810 GO:0016020 GO:0016021 GO:0055085","","K14638","PF07690","PTHR11654 PTHR11654:SF85","Major facilitator superfamily protein"
"291","Manes.08G008900.v8.1",523.827992038162,-0.143747492524504,0.0213950145248817,-6.71873778619456,1.83305424002006e-11,1.28691746129243e-09,"Manes.08G008900","","","",NA,"(1 of 2) PTHR21717:SF21 - PROTEIN TRF-LIKE 8","","","","PF00249","PTHR21717 PTHR21717:SF21","TRF-like 8"
"292","Manes.01G214200.v8.1",19.3457612479777,-0.631607210458563,0.0940650486479266,-6.71457910815086,1.88609832481787e-11,1.31511907085424e-09,"Manes.01G214200","","","",NA,"","","","","","",""
"293","Manes.07G105700.v8.1",27.3144909323155,0.308475349637235,0.0459381728518927,6.7150112964174,1.88051651130662e-11,1.31511907085424e-09,"Manes.07G105700","","","protein binding",NA,"(1 of 1) PTHR11260//PTHR11260:SF320 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED","GO:0005515","KOG0406","K00799","PF13410 PF13417","PTHR11260 PTHR11260:SF320",""
"294","Manes.03G030300.v8.1",2535.85021938465,-0.178335408724553,0.0265977447417581,-6.70490714367104,2.01534480491306e-11,1.4004589919855e-09,"Manes.03G030300","","","structural constituent of ribosome; intracellular anatomical structure; ribosome; translation",NA,"(1 of 3) K02910 - large subunit ribosomal protein L31e (RP-L31e, RPL31)","GO:0003735 GO:0005622 GO:0005840 GO:0006412","KOG0893","K02910","PF01198","PTHR10956 PTHR10956:SF12","Ribosomal protein L31e family protein"
"295","Manes.16G066000.v8.1",13.5654787078486,-0.62282145793174,0.0929403227727997,-6.70130508858118,2.06566251775995e-11,1.43055882162155e-09,"Manes.16G066000","","","",NA,"(1 of 2) PTHR14255//PTHR14255:SF1 - ATP-DEPENDENT PROTEASE  CEREBLON // SUBFAMILY NOT NAMED","GO:0016021","","","PF01925","PTHR14255 PTHR14255:SF1","Sulfite exporter TauE/SafE family protein"
"296","Manes.06G079900.v8.1",190.713681180656,0.150238784129884,0.0224230744748335,6.7001866447219,2.08153501187857e-11,1.43668109096889e-09,"Manes.06G079900","PWY-7511","protein ubiquitylation","protein binding; zinc ion binding",NA,"(1 of 4) PTHR22763//PTHR22763:SF8 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","KOG2930","","PF13639","PTHR22763 PTHR22763:SF8","RING/U-box superfamily protein"
"297","Manes.18G054200.v8.1",1102.7172484892,0.282945539645073,0.0422530924106366,6.69644571562401,2.13549724564582e-11,1.46896325685333e-09,"Manes.18G054200","","","sucrose transmembrane transporter activity; sucrose transport; transmembrane transport",NA,"(1 of 5) K15378 - solute carrier family 45, member 1/2/4 (SLC45A1_2_4)","GO:0005887 GO:0008515 GO:0015770 GO:0016021 GO:0055085","","K15378","PF07690","PTHR19432 PTHR19432:SF38","sucrose transporter 4"
"298","Manes.03G194800.v8.1",11.7902306505034,0.582555659634515,0.0870147273719255,6.69490874969369,2.15806252652051e-11,1.47950394016155e-09,"Manes.03G194800","","","",NA,"(1 of 5) PTHR33136:SF5 - PROTEIN RALF-LIKE 1-RELATED","","","","PF05498","PTHR33136 PTHR33136:SF5","ralf-like 33"
"299","Manes.01G122800.v8.1",2268.15131949549,-0.218887507184778,0.0327128090394789,-6.69118652943003,2.21368275386043e-11,1.51255982145045e-09,"Manes.01G122800","PWY-6549","L-glutamine biosynthesis III","isocitrate dehydrogenase (NADP+) activity; isocitrate metabolic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NA,"(1 of 4) 1.1.1.42 - Isocitrate dehydrogenase (NADP(+)) / oxalosuccinate carboxylase","GO:0004450 GO:0006102 GO:0016616 GO:0055114","","K00031","PF00180","PTHR11822","cytosolic NADP+-dependent isocitrate dehydrogenase"
"300","Manes.16G009600.v8.1",352.026808709962,0.191262703193022,0.0285919224621331,6.6893964002011,2.24092961653717e-11,1.52607306886181e-09,"Manes.16G009600","","","",NA,"(1 of 5) K13989 - Derlin-2/3 (DERL2_3)","","KOG0858","K13989","PF04511","PTHR11009","DERLIN-2.2"
"301","Manes.05G113400.v8.1",1425.12604464302,-0.271259150522047,0.0405733188485929,-6.68565348411114,2.29896426835124e-11,1.56039335556199e-09,"Manes.05G113400","PWY-1001","cellulose biosynthesis","",NA,"(1 of 1) PTHR13301//PTHR13301:SF73 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED","","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF73",""
"302","Manes.13G140900.v8.1",28.0024519566675,0.73467342262098,0.109948487477856,6.68197843802941,2.35737718368689e-11,1.59474224711004e-09,"Manes.13G140900","","","methyltransferase activity; O-methyltransferase activity; protein dimerization activity",NA,"(1 of 9) PTHR11746//PTHR11746:SF99 - O-METHYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0008168 GO:0008171 GO:0046983","KOG3178","","PF00891 PF08100","PTHR11746 PTHR11746:SF99",""
"303","Manes.04G111000.v8.1",19471.0164410948,-0.263271591462697,0.0394095755405839,-6.68039652423002,2.38296590091046e-11,1.60673245398022e-09,"Manes.04G111000","","","protein binding",NA,"(1 of 3) PTHR10666//PTHR10666:SF150 - UBIQUITIN // POLYUBIQUITIN 3","GO:0005515","KOG0001 KOG0005","K08770","PF11976","PTHR10666 PTHR10666:SF150","polyubiquitin 10"
"304","Manes.13G144900.v8.1",151.627209504672,-0.182031796608139,0.0272602342941928,-6.67755803723658,2.42956409156485e-11,1.6327629733773e-09,"Manes.13G144900","","","",NA,"(1 of 1) K17560 - unconventional prefoldin RPB5 interactor 1 (URI1)","","","K17560","PF02996","PTHR15111 PTHR15111:SF0","Prefoldin chaperone subunit family protein"
"305","Manes.03G055400.v8.1",12.1486783626562,0.367717128249742,0.0550744229460026,6.67673138600596,2.44330177620183e-11,1.63477135956341e-09,"Manes.03G055400","","","protein binding",NA,"(1 of 2) PTHR32133//PTHR32133:SF124 - FAMILY NOT NAMED // F-BOX ONLY PROTEIN 13","GO:0005515","","","PF00646","PTHR32133 PTHR32133:SF124","F-box family protein"
"306","Manes.13G034900.v8.1",76.6593043749172,0.212681997983257,0.0318573970776412,6.67606325353322,2.45446066165788e-11,1.63477135956341e-09,"Manes.13G034900","","","protein binding; zinc ion binding",NA,"(1 of 1) PTHR24188//PTHR24188:SF42 - ANKYRIN REPEAT PROTEIN // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","KOG4172","","PF13857 PF13920","PTHR24188 PTHR24188:SF42",""
"307","Manes.18G064621.v8.1",311.135745679685,-0.239977610058331,0.0359466504685527,-6.67593800619258,2.45655803908942e-11,1.63477135956341e-09,"Manes.18G064621","PWY-7279; PWY-3781","aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","cytochrome-c oxidase activity; mitochondrion",NA,"(1 of 4) K02267 - cytochrome c oxidase subunit 6b (COX6B)","GO:0004129 GO:0005739","KOG3057","K02267","PF02297","PTHR11387 PTHR11387:SF15","cytochrome C oxidase 6B"
"308","Manes.12G061600.v8.1",180.724136766657,-0.282871402613483,0.0423784193899345,-6.67489270920446,2.4741310209116e-11,1.6411200245852e-09,"Manes.12G061600","","","phosphorelay sensor kinase activity; phosphorelay signal transduction system; signal transduction; phosphorylation; transferase activity, transferring phosphorus-containing groups",NA,"(1 of 2) PTHR24423:SF363 - HISTIDINE KINASE 2","GO:0000155 GO:0000160 GO:0007165 GO:0016310 GO:0016772","","K14489","PF00072 PF00512 PF02518 PF03924","PTHR24423 PTHR24423:SF363","histidine kinase 2"
"309","Manes.16G128900.v8.1",5.65631325525097,1.3682587254324,0.205217559459654,6.6673569700131,2.60451075444245e-11,1.7220114793935e-09,"Manes.16G128900","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 3) PTHR31429//PTHR31429:SF13 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 18-RELATED","GO:0003700 GO:0006355 GO:0043565","","","PF03106","PTHR31429 PTHR31429:SF13",""
"310","Manes.15G113000.v8.1",70.4073166388642,-0.190394405013252,0.0286414913757086,-6.64750318046389,2.98106546660680e-11,1.96461830589603e-09,"Manes.15G113000","","","",NA,"(1 of 599) PF13041 - PPR repeat family (PPR_2)","","","","PF13041","PTHR24015 PTHR24015:SF337","Pentatricopeptide repeat (PPR) superfamily protein"
"311","Manes.09G002200.v8.1",138.662478158498,0.142673442923739,0.021499898679121,6.63600536230863,3.22298121740096e-11,2.11437717520843e-09,"Manes.09G002200","","","",NA,"(1 of 321) PF00249 - Myb-like DNA-binding domain (Myb_DNA-binding)","","","","PF00249","PTHR31442 PTHR31442:SF11","Homeodomain-like superfamily protein"
"312","Manes.09G018700.v8.1",51.4911858324155,0.261151901811144,0.0393554141902547,6.63572997983619,3.22900479033299e-11,2.11437717520843e-09,"Manes.09G018700","","","",NA,"(1 of 599) PF13041 - PPR repeat family (PPR_2)","","","","PF13041","PTHR24015","ATP binding;nucleic acid binding;helicases"
"313","Manes.11G065100.v8.1",419.275975468727,-0.125462915471918,0.0189105099931802,-6.63456012117944,3.25471672166707e-11,2.12440455666639e-09,"Manes.11G065100","","","regulatory ncRNA-mediated gene silencing",NA,"(1 of 3) PTHR21596//PTHR21596:SF3 - RIBONUCLEASE P SUBUNIT P38 // F16A14.2-RELATED","GO:0031047","","","PF03468 PF03469 PF03470","PTHR21596 PTHR21596:SF3","XH/XS domain-containing protein"
"314","Manes.12G137700.v8.1",520.966808693368,-0.282559356887034,0.0426179625588986,-6.63005314945623,3.35566021319376e-11,2.18331650176906e-09,"Manes.12G137700","","","",NA,"(1 of 1) PTHR33059:SF4 - F28K19.24-RELATED","","","","PF04570","PTHR33059 PTHR33059:SF4","Protein of unknown function (DUF581)"
"315","Manes.06G063900.v8.1",64.901875656796,-0.323915023439168,0.0488797079616023,-6.62677902440868,3.43090635342009e-11,2.22518783493246e-09,"Manes.06G063900","","","",NA,"","","","","","",""
"316","Manes.02G103900.v8.1",699.811010016161,0.201472381702736,0.0304224540214927,6.62248947965871,3.53199205335868e-11,2.28349992563664e-09,"Manes.02G103900","","","oxidoreductase activity",NA,"(1 of 2) PTHR31447//PTHR31447:SF1 - FAMILY NOT NAMED // 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE-LIKE PROTEIN","GO:0016491 GO:0055114","KOG4176","","PF13532","PTHR31447 PTHR31447:SF1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"317","Manes.10G015200.v8.1",168.50704966282,0.453687362243835,0.0685329608960622,6.61998775934841,3.59228613999669e-11,2.31515475836379e-09,"Manes.10G015200","","","",NA,"(1 of 5) PF05266 - Protein of unknown function (DUF724) (DUF724)","","","","PF05266","",""
"318","Manes.03G032600.v8.1",761.457782906783,0.19447789355156,0.0293919191115099,6.61671300923669,3.67273522143487e-11,2.35955913754448e-09,"Manes.03G032600","","","",NA,"(1 of 2) PTHR32191:SF0 - TETRASPANIN-2","GO:0016021","","","PF00335","PTHR32191 PTHR32191:SF0","tetraspanin2"
"319","Manes.08G118700.v8.1",21.9652345902091,0.776552257431934,0.117427274919669,6.61304844179659,3.76485184224678e-11,2.40872178007969e-09,"Manes.08G118700","","","",NA,"(1 of 1) PTHR19375:SF219 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37A-RELATED","","","K09490","PF00012","PTHR19375 PTHR19375:SF219","Heat shock protein 70 (Hsp 70) family protein"
"320","Manes.12G063603.v8.1",340.624155193955,0.150265147982743,0.0227236009572966,6.61273485065721,3.77283881363437e-11,2.40872178007969e-09,"Manes.12G063603","","","",NA,"(1 of 3) PTHR12758:SF13 - GBF-INTERACTING PROTEIN 1","","","","PF06972","PTHR12758 PTHR12758:SF13","Kinase-related protein of unknown function (DUF1296)"
"321","Manes.02G202200.v8.1",1092.48974379474,0.303421122209749,0.0459298152351035,6.60619078602015,3.9433464250862e-11,2.50973730419038e-09,"Manes.02G202200","","","",NA,"(1 of 2) PTHR12832//PTHR12832:SF20 - TESTIS-SPECIFIC PROTEIN PBS13  T-COMPLEX 11 // T-COMPLEX PROTEIN 11","","","","PF05794","PTHR12832 PTHR12832:SF20",""
"322","Manes.01G017500.v8.1",254.559893387943,-0.165520295079401,0.0250612945411127,-6.60461872022879,3.98541721312677e-11,2.52863582808012e-09,"Manes.01G017500","","","",NA,"","","","","","PTHR36021",""
"323","Manes.02G153200.v8.1",88.1137788861629,0.534124451909537,0.0809179194652284,6.60081790831335,4.08895539448417e-11,2.58629593527281e-09,"Manes.02G153200","","","RNA binding",NA,"(1 of 2) PTHR12537//PTHR12537:SF64 - RNA BINDING PROTEIN PUMILIO-RELATED // PUMILIO HOMOLOG 11-RELATED","GO:0003723","KOG2049","","PF00806","PTHR12537 PTHR12537:SF64","pumilio 7"
"324","Manes.01G137500.v8.1",77.015649733181,-0.342760924804381,0.0519354779078151,-6.59974527263959,4.11864826717104e-11,2.59703654624396e-09,"Manes.01G137500","","","magnesium ion binding; inorganic diphosphate phosphatase activity; cytoplasm; phosphate-containing compound metabolic process",NA,"(1 of 3) PTHR10286//PTHR10286:SF13 - INORGANIC PYROPHOSPHATASE // INORGANIC PYROPHOSPHATASE-LIKE PROTEIN","GO:0000287 GO:0004427 GO:0005737 GO:0006796","KOG1626","K01507","PF00719","PTHR10286 PTHR10286:SF13","pyrophosphorylase 2"
"325","Manes.01G164200.v8.1",33.9773268175672,-0.434236687805974,0.0658083378426123,-6.59850563076821,4.15322709407257e-11,2.61078244713547e-09,"Manes.01G164200","PWY-6890","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis","thiamine biosynthetic process; iron-sulfur cluster binding",NA,"(1 of 2) 4.1.99.17 - Phosphomethylpyrimidine synthase","GO:0009228 GO:0051536","","K03147","PF01964","PTHR30557","thiaminC"
"326","Manes.05G111300.v8.1",19.6577236014021,-0.468428502931444,0.0711222605441616,-6.5862431726363,4.51094795373764e-11,2.8269529661e-09,"Manes.05G111300","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 12) K15639 - PHYB activation tagged suppressor 1 (CYP734A1, BAS1)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","K15639","PF00067","PTHR24282 PTHR24282:SF20",""
"327","Manes.02G030000.v8.1",147.032374793936,0.319555164647183,0.0485376818030225,6.58365115054351,4.59033460789128e-11,2.86790630089354e-09,"Manes.02G030000","","","",NA,"(1 of 2) PTHR31750:SF4 - PROTEIN STAY-GREEN 1, CHLOROPLASTIC-RELATED","","","","PF12638","PTHR31750 PTHR31750:SF4","non-yellowing 1"
"328","Manes.13G131650.v8.1",118.574744388545,0.260179243576381,0.0395316777608922,6.58153810597359,4.65606138159957e-11,2.90010164713656e-09,"Manes.13G131650","","","",NA,"(1 of 1) PTHR16166//PTHR16166:SF98 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN  VPS13 // SUBFAMILY NOT NAMED","","","","PF06650 PF16909","PTHR16166 PTHR16166:SF98","Protein of unknown function (DUF1162)"
"329","Manes.12G139600.v8.1",16.184703254499,-0.459490116400733,0.0699084920099812,-6.57273677617204,4.93987434073665e-11,3.06752683225683e-09,"Manes.12G139600","","","protein binding; zinc ion binding",NA,"(1 of 5) K16282 - E3 ubiquitin-protein ligase RHA2 [EC:6.3.2.19] (RHA2)","GO:0005515 GO:0008270","","K16282","PF13639","PTHR14155 PTHR14155:SF175",""
"330","Manes.13G067401.v8.1",7.32329776649624,1.22890486294039,0.187167385608126,6.56580663852066,5.17519364185192e-11,3.2039153364556e-09,"Manes.13G067401","","","protein phosphatase type 2A complex; signal transduction",NA,"(1 of 3) PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED","GO:0000159 GO:0007165 GO:0008601","","","PF01603","PTHR10257 PTHR10257:SF27","Protein phosphatase 2A regulatory B subunit family protein"
"331","Manes.01G087400.v8.1",721.2716235289,0.168830908477661,0.0257213361029422,6.56384675360424,5.24370930570697e-11,3.23652510923243e-09,"Manes.01G087400","","","",NA,"(1 of 2) PTHR23291:SF34 - BAX INHIBITOR 1","","KOG1629","","PF01027","PTHR23291 PTHR23291:SF34","BAX inhibitor 1"
"332","Manes.05G051800.v8.1",227.674421430572,0.14105916142664,0.0214983743942043,6.56138733283329,5.33094467920015e-11,3.2804578251825e-09,"Manes.05G051800","","","GPI anchor metabolic process; intracellular protein transport; hydrolase activity, acting on ester bonds",NA,"(1 of 1) PTHR31934//PTHR31934:SF4 - FAMILY NOT NAMED // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN","GO:0006505 GO:0006886 GO:0016788","","","PF07819","PTHR31934 PTHR31934:SF4","alpha/beta-Hydrolases superfamily protein"
"333","Manes.01G074100.v8.1",328.676462072939,-0.341454210541629,0.0520646752099927,-6.55827025069187,5.44354923228467e-11,3.33969101548276e-09,"Manes.01G074100","","","copper ion binding; primary methylamine oxidase activity; amine metabolic process; quinone binding",NA,"(1 of 1) PTHR10638:SF39 - AMINE OXIDASE-RELATED","GO:0005507 GO:0008131 GO:0009308 GO:0048038 GO:0055114","","K00276","PF01179 PF02727 PF02728","PTHR10638 PTHR10638:SF39","Copper amine oxidase family protein"
"334","Manes.10G063700.v8.1",10.8568265353082,0.598224302000146,0.0913091925253017,6.55163281434537,5.69113392246102e-11,3.48113371364906e-09,"Manes.10G063700","","","ATP binding; hydrolase activity",NA,"(1 of 1) PTHR10887//PTHR10887:SF372//PTHR21529 - DNA2/NAM7 HELICASE FAMILY // SUBFAMILY NOT NAMED // MAMMARY TURMOR VIRUS RECEPTOR HOMOLOG 1, 2  MTVR1, 2","GO:0005524 GO:0016787","KOG1801","","PF00580 PF13086 PF13087 PF13361","PTHR10887 PTHR10887:SF372",""
"335","Manes.01G265900.v8.1",72.0224586628554,0.187802240876267,0.0286738001304422,6.54961114403815,5.76870942628139e-11,3.51805174862474e-09,"Manes.01G265900","","","telomere maintenance; DNA binding; damaged DNA binding; nucleus; double-strand break repair via nonhomologous end joining; DNA recombination; hydrolase activity, acting on acid anhydrides; telomeric DNA binding; Ku70:Ku80 complex",NA,"(1 of 1) K10885 - ATP-dependent DNA helicase 2 subunit 2 (XRCC5, KU80, G22P2)","GO:0000723 GO:0003677 GO:0003684 GO:0004003 GO:0005634 GO:0006303 GO:0006310 GO:0016817 GO:0042162 GO:0043564","KOG2326","K10885","PF02735 PF03730 PF03731 PF08785","PTHR12604 PTHR12604:SF4","Ku80 family protein"
"336","Manes.17G029024.v8.1",7.62054135112425,0.708133667513619,0.108144069035454,6.54805828770384,5.82899705028918e-11,3.5442383850419e-09,"Manes.17G029024","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 6) PTHR24361:SF380 - MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 17-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0198","","PF00069","PTHR24361 PTHR24361:SF380",""
"337","Manes.11G015400.v8.1",258.824564594688,-0.211850744409424,0.0323925710942992,-6.54010278445321,6.14765677959031e-11,3.72690290822048e-09,"Manes.11G015400","","","",NA,"(1 of 3) PTHR31307:SF4 - 6B-INTERACTING PROTEIN 1-LIKE 1-RELATED","","KOG4282","","PF13837","PTHR31307 PTHR31307:SF4","sequence-specific DNA binding transcription factors"
"338","Manes.04G122700.v8.1",5.50367284886836,0.815428069114876,0.124719798374598,6.53808039895737,6.23134264722181e-11,3.76645947582076e-09,"Manes.04G122700","","","protein binding",NA,"(1 of 3) K17302 - coatomer, subunit beta' (COPB2, SEC27)","GO:0005515","KOG0645","K17302","PF00400","PTHR19876",""
"339","Manes.09G009100.v8.1",176.496797086119,0.438985369117235,0.0671590808492486,6.53650055310646,6.29749053149348e-11,3.79521332030713e-09,"Manes.09G009100","","","calcium ion binding",NA,"(1 of 44) K13448 - calcium-binding protein CML (CML)","GO:0005509","KOG0027","K13448","PF13499","PTHR10891","Calcium-binding EF-hand family protein"
"340","Manes.08G117400.v8.1",3413.47292049721,-0.228556361393751,0.0349869265768837,-6.53262186066841,6.46281728218353e-11,3.88339285514734e-09,"Manes.08G117400","","","",NA,"(1 of 4) K02937 - large subunit ribosomal protein L7e (RP-L7e, RPL7)","","KOG3184","K02937","PF00327 PF08079","PTHR11524","Ribosomal protein L30/L7 family protein"
"341","Manes.15G152800.v8.1",72.7868512086496,0.192363588181511,0.0295039429849559,6.51992814247226,7.03410812454972e-11,4.21427650981087e-09,"Manes.15G152800","","","GTPase activity; GTP binding; intracellular anatomical structure; intracellular protein transport; nucleocytoplasmic transport; signal transduction; small GTPase-mediated signal transduction; protein transport; membrane",NA,"(1 of 2) PTHR24073:SF597 - RAS-RELATED PROTEIN RABB1B","GO:0003924 GO:0005525 GO:0005622 GO:0006886 GO:0006913 GO:0007165 GO:0007264 GO:0015031 GO:0016020","KOG0098","K07877","PF00025","PTHR24073 PTHR24073:SF597","GTP-binding 2"
"342","Manes.01G214000.v8.1",65.3885051443124,0.381876432529746,0.0585807901392823,6.51879962052052,7.08722543817854e-11,4.23368466964876e-09,"Manes.01G214000","","","monoatomic cation transport; sodium ion transport; regulation of pH; sodium:proton antiporter activity; transmembrane transport",NA,"(1 of 5) PTHR10110:SF117 - SODIUM/HYDROGEN EXCHANGER 1-RELATED","GO:0006812 GO:0006814 GO:0006885 GO:0015299 GO:0015385 GO:0016021 GO:0055085","","","PF00999","PTHR10110 PTHR10110:SF117",""
"343","Manes.17G031200.v8.1",130.710557811911,0.259084722296578,0.039778504996968,6.51318400016104,7.35742926075554e-11,4.38228220983195e-09,"Manes.17G031200","PWY-7279","aerobic respiration II (cytochrome c) (yeast)","FMN binding; oxidoreductase activity; negative regulation of DNA-templated transcription",NA,"(1 of 7) K03809 - NAD(P)H dehydrogenase (quinone) (wrbA)","GO:0010181 GO:0016491 GO:0045892","KOG3135","K03809","PF03358","PTHR30546",""
"344","Manes.08G101100.v8.1",34.5096326433353,-0.302710044102759,0.0465045400220989,-6.5092578909266,7.55229700138196e-11,4.48527406215795e-09,"Manes.08G101100","","","protein binding; zinc ion binding; histone binding; metal ion binding",NA,"(1 of 2) K10638 - E3 ubiquitin-protein ligase UHRF1 [EC:6.3.2.19] (UHRF1, NP95)","GO:0005515 GO:0008270 GO:0042393 GO:0046872","","K10638","PF00097 PF02182 PF13445","PTHR14140",""
"345","Manes.16G076700.v8.1",187.931398410692,0.508335476257963,0.0781024530882109,6.50857247318258,7.58683051546157e-11,4.49272311393855e-09,"Manes.16G076700","","","metal ion binding",NA,"(1 of 13) KOG1595 - CCCH-type Zn-finger protein","GO:0046872","KOG1595","","PF00642","PTHR14493 PTHR14493:SF41",""
"346","Manes.04G013400.v8.1",42.8390990619664,-0.325089463618838,0.0499874655682571,-6.50341960575963,7.85143904863399e-11,4.63597976195354e-09,"Manes.04G013400","","","",NA,"(1 of 7) PF06136 - Domain of unknown function (DUF966) (DUF966)","","","","PF06136","PTHR31083 PTHR31083:SF2","Domain of unknown function (DUF966)"
"347","Manes.05G143200.v8.1",226.657397532851,0.223757585975406,0.0344667781831741,6.4919785883741,8.4716301204315e-11,4.98776378560275e-09,"Manes.05G143200","","","ATP binding; proton-transporting two-sector ATPase complex, catalytic domain; proton-transporting V-type ATPase, V1 domain; ATP metabolic process",NA,"(1 of 4) K02147 - V-type H+-transporting ATPase subunit B (ATPeV1B, ATP6B)","GO:0005524 GO:0015991 GO:0015992 GO:0016820 GO:0033178 GO:0033180 GO:0046034","","K02147","PF00006 PF00306 PF02874","PTHR15184 PTHR15184:SF52","ATPase, V1 complex, subunit B protein"
"348","Manes.07G070800.v8.1",12.4211594833533,-1.26623642072224,0.195147576381478,-6.4886095138941,8.66321745427476e-11,5.08590610893199e-09,"Manes.07G070800","","","metabolic process; hexosyltransferase activity",NA,"(1 of 4) PTHR11926//PTHR11926:SF167 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // UDP-GLYCOSYLTRANSFERASE 84A1-RELATED","GO:0008152 GO:0016758","","","PF00201","PTHR11926 PTHR11926:SF167","UDP-Glycosyltransferase superfamily protein"
"349","Manes.11G081600.v8.1",134.680362704616,0.341936346811567,0.0527309422020056,6.4845483985788,8.89979528870622e-11,5.20982285811656e-09,"Manes.11G081600","PWY-43; POLYAMINSYN3-PWY","putrescine biosynthesis II; superpathway of polyamine biosynthesis II","catalytic activity; arginine catabolic process; spermidine biosynthetic process; arginine decarboxylase activity",NA,"(1 of 2) K01583 - arginine decarboxylase (E4.1.1.19)","GO:0003824 GO:0006527 GO:0008295 GO:0008792","","K01583","PF00278 PF02784","PTHR11482 PTHR11482:SF36","arginine decarboxylase 2"
"350","Manes.11G067500.v8.1",340.858944077672,0.828984588613495,0.127911961185694,6.48089968232158,9.11772821344551e-11,5.32214821144834e-09,"Manes.11G067500","","","",NA,"(1 of 3) PTHR19375//PTHR19375:SF229 - HEAT SHOCK PROTEIN 70KDA // HEAT SHOCK 70 KDA PROTEIN 5","","","K03283","PF00012","PTHR19375 PTHR19375:SF229","heat shock protein 70B"
"351","Manes.18G085600.v8.1",52.7308185716877,-0.588466447522261,0.0908322679835466,-6.47860568260672,9.25740808030567e-11,5.38828624161381e-09,"Manes.18G085600","","","electron transfer activity",NA,"(1 of 1) PTHR33021:SF9 - BASIC BLUE PROTEIN","GO:0009055","","","PF02298","PTHR33021 PTHR33021:SF9",""
"352","Manes.08G064700.v8.1",433.037834829514,-0.138419374591869,0.0213894873509903,-6.47137410637661,9.71156546604106e-11,5.63657052475054e-09,"Manes.08G064700","","","THO complex part of transcription export complex; mRNA processing",NA,"(1 of 1) K13176 - THO complex subunit 7 (THOC7)","GO:0000445 GO:0006397","KOG3215","K13176","PF05615","PTHR23405","Tho complex subunit 7/Mft1p"
"353","Manes.02G154600.v8.1",566.102322884391,0.224760150787711,0.0347522269708092,6.46750353514041,9.96352108241592e-11,5.76642310803845e-09,"Manes.02G154600","","","protein binding",NA,"(1 of 2) PTHR22847//PTHR22847:SF453 - WD40 REPEAT PROTEIN // SUBFAMILY NOT NAMED","GO:0005515","KOG4532","","PF00400","PTHR22847 PTHR22847:SF453","Transducin/WD40 repeat-like superfamily protein"
