"","Sample_Name","commonID","design_description","filname_1","filname_2"
"1","TCDM_1_C17_1_2_i","TCDM_1_H01_C17_1_2_i","SampleID: TCDM_1_H01_C17_1_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H01 Year: 2022; Accession: HIL16C017; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209038_HY55YBGXT_TCDM_1_H01_C17_1_2_i_TGTGCA_S8",NA
"2","TCDM_1_X1_54_2_o","TCDM_1_A02_X1_54_2_o","SampleID: TCDM_1_A02_X1_54_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A02 Year: 2022; Accession: ITH21F001P054; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209039_HY55YBGXT_TCDM_1_A02_X1_54_2_o_TCAGGA_S9",NA
"3","TCDM_1_X9_27_2_o","TCDM_1_G02_X9_27_2_o","SampleID: TCDM_1_G02_X9_27_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G02 Year: 2022; Accession: ITH21F009P027; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209045_HY55YBGXT_TCDM_1_G02_X9_27_2_o_GGCTGC_S15",NA
"4","TCDM_1_X11_57_3_i","TCDM_1_F03_X11_57_3_i","SampleID: TCDM_1_F03_X11_57_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F03 Year: 2022; Accession: ITH21F011P057; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209052_HY55YBGXT_TCDM_1_F03_X11_57_3_i_GGAGGT_S22",NA
"5","TCDM_1_A04_1_2_o","TCDM_1_H03_A04_1_2_o","SampleID: TCDM_1_H03_A04_1_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H03 Year: 2022; Accession: HIL16A004; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209054_HY55YBGXT_TCDM_1_H03_A04_1_2_o_CCGCAA_S24",NA
"6","TCDM_1_X4_67_2_o","TCDM_1_A04_X4_67_2_o","SampleID: TCDM_1_A04_X4_67_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A04 Year: 2022; Accession: ITH21F004P067; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209055_HY55YBGXT_TCDM_1_A04_X4_67_2_o_TTTATG_S25",NA
"7","TCDM_1_C64_1_2_o","TCDM_1_B04_C64_1_2_o","SampleID: TCDM_1_B04_C64_1_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B04 Year: 2022; Accession: HIL16C064; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209056_HY55YBGXT_TCDM_1_B04_C64_1_2_o_AACGCC_S26",NA
"8","TCDM_1_A04_1_1_i","TCDM_1_C04_A04_1_1_i","SampleID: TCDM_1_C04_A04_1_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C04 Year: 2022; Accession: HIL16A004; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209057_HY55YBGXT_TCDM_1_C04_A04_1_1_i_CAAGCA_S27",NA
"9","TCDM_1_A04_1_2_i","TCDM_1_E04_A04_1_2_i","SampleID: TCDM_1_E04_A04_1_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E04 Year: 2022; Accession: HIL16A004; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209059_HY55YBGXT_TCDM_1_E04_A04_1_2_i_GCGAAT_S29",NA
"10","TCDM_1_C17_1_1_i","TCDM_1_F04_C17_1_1_i","SampleID: TCDM_1_F04_C17_1_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F04 Year: 2022; Accession: HIL16C017; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209060_HY55YBGXT_TCDM_1_F04_C17_1_1_i_TGGATT_S30",NA
"11","TCDM_1_X4_67_2_i","TCDM_1_G04_X4_67_2_i","SampleID: TCDM_1_G04_X4_67_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G04 Year: 2022; Accession: ITH21F004P067; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209061_HY55YBGXT_TCDM_1_G04_X4_67_2_i_ACCTAC_S31",NA
"12","TCDM_1_X4_67_1_i","TCDM_1_H04_X4_67_1_i","SampleID: TCDM_1_H04_X4_67_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H04 Year: 2022; Accession: ITH21F004P067; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209062_HY55YBGXT_TCDM_1_H04_X4_67_1_i_CGAAGG_S32",NA
"13","TCDM_1_C64_1_2_i","TCDM_1_A05_C64_1_2_i","SampleID: TCDM_1_A05_C64_1_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A05 Year: 2022; Accession: HIL16C064; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209063_HY55YBGXT_TCDM_1_A05_C64_1_2_i_AGATAG_S33",NA
"14","TCDM_1_C64_1_1_o","TCDM_1_B05_C64_1_1_o","SampleID: TCDM_1_B05_C64_1_1_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B05 Year: 2022; Accession: HIL16C064; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209064_HY55YBGXT_TCDM_1_B05_C64_1_1_o_TTGGTA_S34",NA
"15","TCDM_1_X5_31_3_i","TCDM_1_C05_X5_31_3_i","SampleID: TCDM_1_C05_X5_31_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C05 Year: 2022; Accession: ITH21F005P031; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209065_HY55YBGXT_TCDM_1_C05_X5_31_3_i_GTTACC_S35",NA
"16","TCDM_1_X5_31_2_i","TCDM_1_E05_X5_31_2_i","SampleID: TCDM_1_E05_X5_31_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E05 Year: 2022; Accession: ITH21F005P031; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209067_HY55YBGXT_TCDM_1_E05_X5_31_2_i_TGGCGA_S37",NA
"17","TCDM_1_C17_1_3_o","TCDM_1_H05_C17_1_3_o","SampleID: TCDM_1_H05_C17_1_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H05 Year: 2022; Accession: HIL16C017; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209070_HY55YBGXT_TCDM_1_H05_C17_1_3_o_GATTGT_S40",NA
"18","TCDM_1_A20_1_1_i","TCDM_1_A06_A20_1_1_i","SampleID: TCDM_1_A06_A20_1_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A06 Year: 2022; Accession: HIL16A020; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209071_HY55YBGXT_TCDM_1_A06_A20_1_1_i_CTCTCG_S41",NA
"19","TCDM_1_C64_1_3_i","TCDM_1_H06_C64_1_3_i","SampleID: TCDM_1_H06_C64_1_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H06 Year: 2022; Accession: HIL16C064; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209078_HY55YBGXT_TCDM_1_H06_C64_1_3_i_AATAGC_S48",NA
"20","TCDM_1_A20_1_2_i","TCDM_1_A07_A20_1_2_i","SampleID: TCDM_1_A07_A20_1_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A07 Year: 2022; Accession: HIL16A020; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209079_HY55YBGXT_TCDM_1_A07_A20_1_2_i_GTGCCA_S49",NA
"21","TCDM_1_A20_1_3_i","TCDM_1_B07_A20_1_3_i","SampleID: TCDM_1_B07_A20_1_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B07 Year: 2022; Accession: HIL16A020; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209080_HY55YBGXT_TCDM_1_B07_A20_1_3_i_TCGAGG_S50",NA
"22","TCDM_1_A20_1_3_o","TCDM_1_C07_A20_1_3_o","SampleID: TCDM_1_C07_A20_1_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C07 Year: 2022; Accession: HIL16A020; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209081_HY55YBGXT_TCDM_1_C07_A20_1_3_o_CACTAA_S51",NA
"23","TCDM_1_A27_1_3_o","TCDM_1_D07_A27_1_3_o","SampleID: TCDM_1_D07_A27_1_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: D07 Year: 2022; Accession: HIL16A027; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209082_HY55YBGXT_TCDM_1_D07_A27_1_3_o_GGTATA_S52",NA
"24","TCDM_1_A27_1_1_o","TCDM_1_E07_A27_1_1_o","SampleID: TCDM_1_E07_A27_1_1_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E07 Year: 2022; Accession: HIL16A027; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209083_HY55YBGXT_TCDM_1_E07_A27_1_1_o_CGCCTG_S53",NA
"25","TCDM_1_X5_31_1_i","TCDM_1_F07_X5_31_1_i","SampleID: TCDM_1_F07_X5_31_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F07 Year: 2022; Accession: ITH21F005P031; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209084_HY55YBGXT_TCDM_1_F07_X5_31_1_i_AATGAA_S54",NA
"26","TCDM_1_X11_57_1_i","TCDM_1_G07_X11_57_1_i","SampleID: TCDM_1_G07_X11_57_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G07 Year: 2022; Accession: ITH21F011P057; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209085_HY55YBGXT_TCDM_1_G07_X11_57_1_i_ACAACG_S55",NA
"27","TCDM_1_X2_45_2_i","TCDM_1_H07_X2_45_2_i","SampleID: TCDM_1_H07_X2_45_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H07 Year: 2022; Accession: ITH21F002P045; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209086_HY55YBGXT_TCDM_1_H07_X2_45_2_i_ATATCC_S56",NA
"28","TCDM_1_X2_45_2_o","TCDM_1_A08_X2_45_2_o","SampleID: TCDM_1_A08_X2_45_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A08 Year: 2022; Accession: ITH21F002P045; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209087_HY55YBGXT_TCDM_1_A08_X2_45_2_o_AGTACT_S57",NA
"29","TCDM_1_X2_45_1_i","TCDM_1_B08_X2_45_1_i","SampleID: TCDM_1_B08_X2_45_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B08 Year: 2022; Accession: ITH21F002P045; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209088_HY55YBGXT_TCDM_1_B08_X2_45_1_i_ATAAGA_S58",NA
"30","TCDM_1_X2_45_3_o","TCDM_1_C08_X2_45_3_o","SampleID: TCDM_1_C08_X2_45_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C08 Year: 2022; Accession: ITH21F002P045; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209089_HY55YBGXT_TCDM_1_C08_X2_45_3_o_GGTGAG_S59",NA
"31","TCDM_1_X2_45_3_i","TCDM_1_D08_X2_45_3_i","SampleID: TCDM_1_D08_X2_45_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: D08 Year: 2022; Accession: ITH21F002P045; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209090_HY55YBGXT_TCDM_1_D08_X2_45_3_i_TTCCGC_S60",NA
"32","TCDM_1_X11_68_1_i","TCDM_1_G08_X11_68_1_i","SampleID: TCDM_1_G08_X11_68_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G08 Year: 2022; Accession: ITH21F011P068; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209093_HY55YBGXT_TCDM_1_G08_X11_68_1_i_ACGTCT_S63",NA
"33","TCDM_1_X11_68_3_i","TCDM_1_H08_X11_68_3_i","SampleID: TCDM_1_H08_X11_68_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H08 Year: 2022; Accession: ITH21F011P068; Block: 2; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209094_HY55YBGXT_TCDM_1_H08_X11_68_3_i_CAGGAC_S64",NA
"34","TCDM_1_X11_68_3_o","TCDM_1_A09_X11_68_3_o","SampleID: TCDM_1_A09_X11_68_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A09 Year: 2022; Accession: ITH21F011P068; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209095_HY55YBGXT_TCDM_1_A09_X11_68_3_o_AAGCTC_S65",NA
"35","TCDM_1_X11_68_2_o","TCDM_1_B09_X11_68_2_o","SampleID: TCDM_1_B09_X11_68_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B09 Year: 2022; Accession: ITH21F011P068; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209096_HY55YBGXT_TCDM_1_B09_X11_68_2_o_GACGAT_S66",NA
"36","TCDM_1_A03_2_1_o","TCDM_1_D09_A03_2_1_o","SampleID: TCDM_1_D09_A03_2_1_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: D09 Year: 2022; Accession: HIL16A003; Block: 2; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209098_HY55YBGXT_TCDM_1_D09_A03_2_1_o_CCAATT_S68",NA
"37","TCDM_1_C17_2_3_o","TCDM_1_E09_C17_2_3_o","SampleID: TCDM_1_E09_C17_2_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E09 Year: 2022; Accession: HIL16C017; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209099_HY55YBGXT_TCDM_1_E09_C17_2_3_o_AGTTGA_S69",NA
"38","TCDM_1_A03_2_1_i","TCDM_1_F09_A03_2_1_i","SampleID: TCDM_1_F09_A03_2_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F09 Year: 2022; Accession: HIL16A003; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209100_HY55YBGXT_TCDM_1_F09_A03_2_1_i_AACCGA_S70",NA
"39","TCDM_1_C14_2_1_i","TCDM_1_G09_C14_2_1_i","SampleID: TCDM_1_G09_C14_2_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G09 Year: 2022; Accession: HIL16C014; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209101_HY55YBGXT_TCDM_1_G09_C14_2_1_i_CAGATG_S71",NA
"40","TCDM_1_A20_2_2_i","TCDM_1_H09_A20_2_2_i","SampleID: TCDM_1_H09_A20_2_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H09 Year: 2022; Accession: HIL16A020; Block: 2; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209102_HY55YBGXT_TCDM_1_H09_A20_2_2_i_GTAGAA_S72",NA
"41","TCDM_1_A20_2_1_o","TCDM_1_A10_A20_2_1_o","SampleID: TCDM_1_A10_A20_2_1_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A10 Year: 2022; Accession: HIL16A020; Block: 2; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209103_HY55YBGXT_TCDM_1_A10_A20_2_1_o_GACATC_S73",NA
"42","TCDM_1_C14_2_2_o","TCDM_1_B10_C14_2_2_o","SampleID: TCDM_1_B10_C14_2_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B10 Year: 2022; Accession: HIL16C014; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209104_HY55YBGXT_TCDM_1_B10_C14_2_2_o_CGATCT_S74",NA
"43","TCDM_1_A04_2_3_o","TCDM_1_C10_A04_2_3_o","SampleID: TCDM_1_C10_A04_2_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C10 Year: 2022; Accession: HIL16A004; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209105_HY55YBGXT_TCDM_1_C10_A04_2_3_o_CGTCGC_S75",NA
"44","TCDM_1_A20_2_1_i","TCDM_1_G10_A20_2_1_i","SampleID: TCDM_1_G10_A20_2_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G10 Year: 2022; Accession: HIL16A020; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209109_HY55YBGXT_TCDM_1_G10_A20_2_1_i_CATCTA_S79",NA
"45","TCDM_1_A04_2_2_o","TCDM_1_H10_A04_2_2_o","SampleID: TCDM_1_H10_A04_2_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H10 Year: 2022; Accession: HIL16A004; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209110_HY55YBGXT_TCDM_1_H10_A04_2_2_o_AACAAG_S80",NA
"46","TCDM_1_A04_2_2_i","TCDM_1_A11_A04_2_2_i","SampleID: TCDM_1_A11_A04_2_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A11 Year: 2022; Accession: HIL16A004; Block: 2; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209111_HY55YBGXT_TCDM_1_A11_A04_2_2_i_GCAGCC_S81",NA
"47","TCDM_1_A20_2_2_o","TCDM_1_B11_A20_2_2_o","SampleID: TCDM_1_B11_A20_2_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B11 Year: 2022; Accession: HIL16A020; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209112_HY55YBGXT_TCDM_1_B11_A20_2_2_o_ACTCTT_S82",NA
"48","TCDM_1_C17_2_1_i","TCDM_1_C11_C17_2_1_i","SampleID: TCDM_1_C11_C17_2_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C11 Year: 2022; Accession: HIL16C017; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209113_HY55YBGXT_TCDM_1_C11_C17_2_1_i_TGCTAT_S83",NA
"49","TCDM_1_A03_2_3_i","TCDM_1_D11_A03_2_3_i","SampleID: TCDM_1_D11_A03_2_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: D11 Year: 2022; Accession: HIL16A003; Block: 2; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209114_HY55YBGXT_TCDM_1_D11_A03_2_3_i_AAGTGG_S84",NA
"50","TCDM_1_C14_2_3_i","TCDM_1_E11_C14_2_3_i","SampleID: TCDM_1_E11_C14_2_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E11 Year: 2022; Accession: HIL16C014; Block: 2; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209115_HY55YBGXT_TCDM_1_E11_C14_2_3_i_CTCATA_S85",NA
"51","TCDM_1_C14_2_1_i","TCDM_1_F11_C14_2_1_i","SampleID: TCDM_1_F11_C14_2_1_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F11 Year: 2022; Accession: HIL16C014; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209116_HY55YBGXT_TCDM_1_F11_C14_2_1_i_CCGACC_S86",NA
"52","TCDM_1_A20_2_3_o","TCDM_1_G11_A20_2_3_o","SampleID: TCDM_1_G11_A20_2_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G11 Year: 2022; Accession: HIL16A020; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209117_HY55YBGXT_TCDM_1_G11_A20_2_3_o_GGCCAA_S87",NA
"53","TCDM_1_C14_2_2_i","TCDM_1_H11_C14_2_2_i","SampleID: TCDM_1_H11_C14_2_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H11 Year: 2022; Accession: HIL16C014; Block: 2; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209118_HY55YBGXT_TCDM_1_H11_C14_2_2_i_AGACCA_S88",NA
"54","TCDM_1_C14_2_3_o","TCDM_1_A12_C14_2_3_o","SampleID: TCDM_1_A12_C14_2_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: A12 Year: 2022; Accession: HIL16C014; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209119_HY55YBGXT_TCDM_1_A12_C14_2_3_o_CGCGGA_S89",NA
"55","TCDM_1_C17_2_2_i","TCDM_1_B12_C17_2_2_i","SampleID: TCDM_1_B12_C17_2_2_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: B12 Year: 2022; Accession: HIL16C017; Block: 2; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209120_HY55YBGXT_TCDM_1_B12_C17_2_2_i_CCTGCT_S90",NA
"56","TCDM_1_A03_2_3_o","TCDM_1_C12_A03_2_3_o","SampleID: TCDM_1_C12_A03_2_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: C12 Year: 2022; Accession: HIL16A003; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209121_HY55YBGXT_TCDM_1_C12_A03_2_3_o_GCGCTG_S91",NA
"57","TCDM_1_C17_2_3_i","TCDM_1_D12_C17_2_3_i","SampleID: TCDM_1_D12_C17_2_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: D12 Year: 2022; Accession: HIL16C017; Block: 2; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209122_HY55YBGXT_TCDM_1_D12_C17_2_3_i_GAACCT_S92",NA
"58","TCDM_1_A03_2_2_o","TCDM_1_E12_A03_2_2_o","SampleID: TCDM_1_E12_A03_2_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: E12 Year: 2022; Accession: HIL16A003; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209123_HY55YBGXT_TCDM_1_E12_A03_2_2_o_TTCGAG_S93",NA
"59","TCDM_1_C17_2_2_o","TCDM_1_F12_C17_2_2_o","SampleID: TCDM_1_F12_C17_2_2_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: F12 Year: 2022; Accession: HIL16C017; Block: 2; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209124_HY55YBGXT_TCDM_1_F12_C17_2_2_o_AGAATC_S94",NA
"60","TCDM_1_X8_415_3_i","TCDM_1_G12_X8_415_3_i","SampleID: TCDM_1_G12_X8_415_3_i; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: G12 Year: 2022; Accession: ITH21F008P041.5; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209125_HY55YBGXT_TCDM_1_G12_X8_415_3_i_AGGCAT_S95",NA
"61","TCDM_1_X8_415_3_o","TCDM_1_H12_X8_415_3_o","SampleID: TCDM_1_H12_X8_415_3_o; RNAseq Plate ID: TCDM_1; RNAseq Plate Well ID: H12 Year: 2022; Accession: ITH21F008P041.5; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209126_HY55YBGXT_TCDM_1_H12_X8_415_3_o_ACACGC_S96",NA
"62","TCDM_2_X4_46_1_o","TCDM_2_A01_X4_46_1_o","SampleID: TCDM_2_A01_X4_46_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A01 Year: 2022; Accession: ITH21F004P046; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209127_HY5CNBGXT_TCDM_2_A01_X4_46_1_o_CAGCGT_S1",NA
"63","TCDM_2_X8_415_2_i","TCDM_2_B01_X8_415_2_i","SampleID: TCDM_2_B01_X8_415_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B01 Year: 2022; Accession: ITH21F008P041.5; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209128_HY5CNBGXT_TCDM_2_B01_X8_415_2_i_GATCAC_S2",NA
"64","TCDM_2_X8_415_2_o","TCDM_2_C01_X8_415_2_o","SampleID: TCDM_2_C01_X8_415_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C01 Year: 2022; Accession: ITH21F008P041.5; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209129_HY5CNBGXT_TCDM_2_C01_X8_415_2_o_ACCAGT_S3",NA
